pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, -1.63, 79.08, None, None, 18.86, 8.58, 164.7, None, None, None, None, None, None, -5.0, 921.0, None, None, None,2020-01-29 00:00:00, None, None,5
None, -0.882, 78.36, None, None, 18.55, 10.87, 175.5, None, None, None, None, None, None, -4.0, 920.0, None, None, None,2020-01-29 01:00:00, None, None,5
None, 0.094, 76.66, None, None, 21.5, 9.46, 177.3, None, None, None, None, None, None, -4.0, 919.0, None, None, None,2020-01-29 02:00:00, None, None,5
None, 0.456, 82.7, None, None, 18.38, 14.38, 181.4, None, None, None, None, None, None, -2.0, 918.0, None, None, None,2020-01-29 03:00:00, None, None,5
None, 0.771, 82.0, None, None, 17.16, 12.34, 180.8, None, None, None, None, None, None, -2.0, 916.0, None, None, None,2020-01-29 04:00:00, None, None,5
None, 1.416, 73.86, None, None, 16.56, 12.78, 179.3, None, None, None, None, None, None, -3.0, 915.0, None, None, None,2020-01-29 05:00:00, None, None,5
None, 1.942, 69.64, None, None, 16.96, 13.39, 178.8, None, None, None, None, None, None, -3.0, 915.0, None, None, None,2020-01-29 06:00:00, None, None,5
None, 2.469, 66.04, None, None, 17.7, 11.93, 172.6, None, None, None, None, None, None, -3.0, 914.0, None, None, None,2020-01-29 07:00:00, None, None,5
None, 2.321, 66.77, None, None, 18.28, 9.36, 160.3, None, None, None, None, None, None, -3.0, 914.0, None, None, None,2020-01-29 08:00:00, None, None,5
None, 3.935, 61.0, None, None, 23.97, 8.52, 175.5, None, None, None, None, None, None, -3.0, 914.0, None, None, None,2020-01-29 09:00:00, None, None,5
None, 3.014, 76.28, None, None, 15.46, 11.15, 208.0, None, None, None, None, None, None, -1.0, 916.0, None, None, None,2020-01-29 10:00:00, None, None,5
None, 3.341, 82.9, None, None, 22.5, 8.71, 214.8, None, None, None, None, None, None, 1.0, 916.0, None, None, None,2020-01-29 11:00:00, None, None,5
None, 4.599, 74.96, None, None, 17.91, 9.14, 222.1, None, None, None, None, None, None, 0.0, 917.0, None, None, None,2020-01-29 12:00:00, None, None,5
None, 6.251, 54.8, None, None, 46.79, 6.402, 242.1, None, None, None, None, None, None, -2.0, 917.0, None, None, None,2020-01-29 13:00:00, None, None,5
None, 6.153, 51.94, None, None, 40.36, 6.256, 242.0, None, None, None, None, None, None, -3.0, 918.0, None, None, None,2020-01-29 14:00:00, None, None,5
None, 4.802, 54.36, None, None, 47.13, 7.795, 245.8, None, None, None, None, None, None, -4.0, 919.0, None, None, None,2020-01-29 15:00:00, None, None,5
None, 4.221, 52.79, None, None, 41.86, 6.32, 243.9, None, None, None, None, None, None, -4.0, 921.0, None, None, None,2020-01-29 16:00:00, None, None,5
None, 3.252, 50.88, None, None, 41.59, 7.914, 243.7, None, None, None, None, None, None, -6.0, 922.0, None, None, None,2020-01-29 17:00:00, None, None,5
None, 2.428, 52.86, None, None, 38.16, 8.44, 244.2, None, None, None, None, None, None, -6.0, 923.0, None, None, None,2020-01-29 18:00:00, None, None,5
