air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
0.4, 0.41, -2.0, 0.0, 1.0, 1.1, 213.94,2020-01-29 00:00:00, 214.0, -53.0, 472.0,5
0.4, 0.43, -2.0, 0.0, 0.0, 1.1, 213.64,2020-01-29 01:00:00, 214.0, -53.0, 475.0,5
0.4, 0.355, -2.0, 0.0, 0.0, 1.1, 213.18,2020-01-29 02:00:00, 213.0, -53.0, 476.0,5
0.2, 0.243, -2.0, 0.0, -2.0, 1.1, 210.76,2020-01-29 03:00:00, 211.0, -53.0, 477.0,5
0.0, 0.01, -2.0, 0.0, 3.0, 1.1, 213.98,2020-01-29 04:00:00, 214.0, -53.0, 476.0,5
-0.1, -0.056, -2.0, 0.0, 0.0, 1.1, 214.04,2020-01-29 05:00:00, 214.0, -49.0, 475.0,5
-0.2, -0.158, -2.0, 0.0, -2.0, 1.1, 212.35,2020-01-29 06:00:00, 212.0, -49.0, 474.0,5
-0.5, -0.503, -0.5, 0.0, 5.0, -0.1, 217.13,2020-01-29 07:00:00, 217.0, -50.0, 474.0,5
-0.6, -0.605, -0.6, 0.0, -2.0, -0.1, 215.35,2020-01-29 08:00:00, 215.0, -50.0, 473.0,5
-1.0, -1.006, -1.0, 0.0, 12.0, -0.1, 227.18,2020-01-29 09:00:00, 227.0, -50.0, 471.0,5
-1.0, -1.015, -1.1, 0.0, 4.0, -0.1, 231.01,2020-01-29 10:00:00, 231.0, -50.0, 470.0,5
-1.6, -1.586, -1.6, 0.0, 0.0, -0.1, 230.82,2020-01-29 11:00:00, 231.0, -50.0, 470.0,5
-1.4, -1.35, -1.8, 0.0, 2.0, -0.1, 233.05,2020-01-29 12:00:00, 233.0, -50.0, 469.0,5
-1.4, -1.379, -1.8, 0.0, 1.0, -0.1, 233.64,2020-01-29 13:00:00, 234.0, -50.0, 473.0,5
-2.2, -2.229, -2.3, 0.0, 1.0, -0.1, 234.36,2020-01-29 14:00:00, 234.0, -51.0, 472.0,5
-2.8, -2.77, -2.8, 0.0, 2.0, -0.1, 236.63,2020-01-29 15:00:00, 237.0, -51.0, 468.0,5
-3.1, -3.119, -3.1, 0.0, 4.0, -0.1, 240.84,2020-01-29 16:00:00, 241.0, -51.0, 459.0,5
-3.3, -3.316, -3.4, 0.0, -1.0, -0.1, 240.01,2020-01-29 17:00:00, 240.0, -51.0, 451.0,5
-3.2, -3.193, -3.4, 0.0, -1.0, -0.1, 239.12,2020-01-29 18:00:00, 239.0, -51.0, 445.0,5
-3.2, -3.23, -3.3, 0.0, 0.0, -2.9, 238.64,2020-01-29 19:00:00, 239.0, -51.0, 442.0,5
-3.0, -2.996, -3.3, 0.0, 0.0, -2.9, 238.3,2020-01-29 20:00:00, 238.0, -51.0, 441.0,5
-2.8, -2.8, -3.3, 0.0, 0.0, -2.8, 237.91,2020-01-29 21:00:00, 238.0, -51.0, 442.0,5
-3.0, -2.988, -3.3, 0.0, -2.0, -2.8, 236.31,2020-01-29 22:00:00, 236.0, -51.0, 443.0,5
-2.8, -2.791, -3.3, 0.0, 0.0, -2.8, 236.36,2020-01-29 23:00:00, 236.0, -51.0, 442.0,5
-3.1, -3.053, -3.3, 0.0, -1.0, -2.8, 235.55,2020-01-30 00:00:00, 236.0, -51.0, 442.0,5
-3.1, -3.054, -3.3, 0.0, 0.0, -2.8, 235.46,2020-01-30 01:00:00, 235.0, -51.0, 442.0,5
-3.0, -3.008, -3.3, 0.0, -1.0, -2.8, 234.7,2020-01-30 02:00:00, 235.0, -51.0, 441.0,5
-3.1, -3.053, -3.3, 0.0, 1.0, -2.8, 235.29,2020-01-30 03:00:00, 235.0, -51.0, 441.0,5
-3.1, -3.082, -3.3, 0.0, 0.0, -2.8, 235.37,2020-01-30 04:00:00, 235.0, -51.0, 440.0,5
-3.0, -2.951, -3.3, 0.0, 0.0, -2.8, 235.02,2020-01-30 05:00:00, 235.0, -51.0, 441.0,5
-2.7, -2.737, -3.3, 0.0, 2.0, -2.7, 236.88,2020-01-30 06:00:00, 237.0, -51.0, 441.0,5
