CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 16.98, 39.8, None, None, None, None, 17.92, 25.61, 170.1, 3.0, None, 17.0, 16.4, None, None, None, 18.6, None, None, 40.0, None,2022-08-13 00:00:00, None, None,33
None, 15.19, 63.17, None, None, None, None, 23.68, 21.78, 189.7, 8.0, None, 15.2, 15.2, None, None, None, 18.6, None, None, 63.0, None,2022-08-13 01:00:00, None, None,33
None, 14.89, 55.95, None, None, None, None, 10.18, 19.86, 214.8, 6.0, None, 14.9, 14.7, None, None, None, 18.6, None, None, 56.0, None,2022-08-13 02:00:00, None, None,33
None, 14.42, 57.4, None, None, None, None, 12.03, 14.8, 218.8, 6.0, None, 14.4, 14.4, None, None, None, 18.6, None, None, 57.0, None,2022-08-13 03:00:00, None, None,33
None, 14.24, 56.67, None, None, None, None, 13.0, 13.26, 209.7, 6.0, None, 14.2, 14.2, None, None, None, 18.6, None, None, 57.0, None,2022-08-13 04:00:00, None, None,33
None, 14.59, 53.61, None, None, None, None, 12.03, 16.64, 167.5, 5.0, None, 14.6, 14.0, None, None, None, 18.6, None, None, 54.0, None,2022-08-13 05:00:00, None, None,33
None, 14.39, 54.09, None, None, None, None, 7.167, 17.98, 185.4, 5.0, None, 14.4, 14.0, None, None, None, 18.6, None, None, 54.0, None,2022-08-13 06:00:00, None, None,33
None, 14.33, 50.84, None, None, None, None, 11.86, 17.64, 195.9, 4.0, None, 14.3, 14.1, None, None, None, 14.4, None, None, 51.0, None,2022-08-13 07:00:00, None, None,33
None, 15.46, 50.56, None, None, None, None, 13.75, 12.9, 180.0, 5.0, None, 15.5, 14.1, None, None, None, 15.3, None, None, 51.0, None,2022-08-13 08:00:00, None, None,33
None, 13.51, 55.71, None, None, None, None, 16.01, 13.06, 179.1, 5.0, None, 13.5, 13.2, None, None, None, 15.5, None, None, 56.0, None,2022-08-13 09:00:00, None, None,33
