pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 19.41, 25.5, None, None, None, None, 19.4, 19.3, -0.4, None, 0.0,2022-08-13 00:00:00, 2.0, 2.331, None,33
None, 20.38, 25.5, None, None, None, None, 20.4, 19.3, -0.1, None, 0.0,2022-08-13 01:00:00, 2.0, 2.489, None,33
None, 18.59, 25.5, None, None, None, None, 18.6, 18.3, -0.2, None, 0.0,2022-08-13 02:00:00, 3.0, 2.566, None,33
None, 18.08, 25.5, None, None, None, None, 18.1, 16.4, 0.8, None, 1.0,2022-08-13 03:00:00, 3.0, 3.23, None,33
None, 15.98, 25.5, None, None, None, None, 16.0, 16.0, -0.2, None, 0.0,2022-08-13 04:00:00, 3.0, 3.139, None,33
None, 14.9, 25.5, None, None, None, None, 14.9, 14.9, -0.3, None, 0.0,2022-08-13 05:00:00, 3.0, 3.154, None,33
None, 14.73, 25.5, None, None, None, None, 14.7, 14.7, 0.0, None, 0.0,2022-08-13 06:00:00, 3.0, 2.807, None,33
None, 15.14, 15.6, None, None, None, None, 15.1, 14.7, 0.0, None, 0.0,2022-08-13 07:00:00, 3.0, 2.699, None,33
None, 15.8, 16.0, None, None, None, None, 15.8, 14.5, 0.0, None, 0.0,2022-08-13 08:00:00, 3.0, 2.681, None,33
None, 18.17, 18.2, None, None, None, None, 18.2, 14.5, -0.1, None, 0.0,2022-08-13 09:00:00, 3.0, 2.834, None,33
None, 21.28, 21.9, None, None, None, None, 21.3, 14.5, 0.0, None, 0.0,2022-08-13 10:00:00, 3.0, 2.859, None,33
None, 25.89, 25.9, None, None, None, None, 25.9, 14.5, -0.2, None, 0.0,2022-08-13 11:00:00, 3.0, 2.961, None,33
None, 28.64, 30.2, None, None, None, None, 28.6, 14.5, 0.0, None, -1.0,2022-08-13 12:00:00, 2.0, 1.94, None,33
None, 25.25, 30.5, None, None, None, None, 25.3, 14.5, 0.2, None, 0.0,2022-08-13 13:00:00, 2.0, 2.23, None,33
None, 22.94, 30.5, None, None, None, None, 22.9, 14.5, -0.2, None, 0.0,2022-08-13 14:00:00, 2.0, 2.448, None,33
None, 20.91, 30.5, None, None, None, None, 20.9, 14.5, 0.0, None, 0.0,2022-08-13 15:00:00, 2.0, 2.447, None,33
None, 21.44, 30.5, None, None, None, None, 21.4, 14.5, 0.0, None, 0.0,2022-08-13 16:00:00, 2.0, 2.499, None,33
None, 22.79, 30.5, None, None, None, None, 22.8, 14.5, -0.1, None, 0.0,2022-08-13 17:00:00, 2.0, 2.464, None,33
None, 25.92, 30.5, None, None, None, None, 25.9, 14.5, 0.0, None, 0.0,2022-08-13 18:00:00, 2.0, 2.354, None,33
None, 24.46, 25.9, None, None, None, None, 24.5, 24.5, -0.1, None, 0.0,2022-08-13 19:00:00, 2.0, 2.38, None,33
None, 23.16, 25.9, None, None, None, None, 23.2, 23.2, -0.4, None, 0.0,2022-08-13 20:00:00, 2.0, 2.418, None,33
None, 22.55, 25.9, None, None, None, None, 22.6, 22.6, -0.1, None, 0.0,2022-08-13 21:00:00, 2.0, 2.402, None,33
None, 21.01, 25.9, None, None, None, None, 21.0, 21.0, 0.0, None, 0.0,2022-08-13 22:00:00, 2.0, 2.399, None,33
None, 19.48, 25.9, None, None, None, None, 19.5, 18.9, -0.3, None, 0.0,2022-08-13 23:00:00, 2.0, 2.405, None,33
None, 17.6, 25.9, None, None, None, None, 17.6, 17.4, -0.1, None, 0.0,2022-08-14 00:00:00, 2.0, 2.241, None,33
None, 16.59, 25.9, None, None, None, None, 16.6, 16.5, 0.0, None, 0.0,2022-08-14 01:00:00, 2.0, 2.221, None,33
None, 16.43, 25.9, None, None, None, None, 16.4, 16.1, -0.3, None, 0.0,2022-08-14 02:00:00, 2.0, 2.332, None,33
None, 14.88, 25.9, None, None, None, None, 14.9, 14.9, 0.0, None, 0.0,2022-08-14 03:00:00, 2.0, 2.105, None,33
None, 14.46, 25.9, None, None, None, None, 14.5, 13.9, -0.1, None, 0.0,2022-08-14 04:00:00, 2.0, 2.156, None,33
None, 12.8, 25.9, None, None, None, None, 12.8, 12.8, 0.0, None, 0.0,2022-08-14 05:00:00, 2.0, 2.152, None,33
None, 11.32, 25.9, None, None, None, None, 11.3, 11.3, -0.1, None, 0.0,2022-08-14 06:00:00, 2.0, 2.247, None,33
None, 10.97, 12.4, None, None, None, None, 11.0, 10.6, -0.3, None, 0.0,2022-08-14 07:00:00, 2.0, 2.027, None,33
None, 13.0, 13.2, None, None, None, None, 13.0, 10.6, 0.0, None, 0.0,2022-08-14 08:00:00, 2.0, 2.205, None,33
None, 15.69, 15.7, None, None, None, None, 15.7, 10.6, -0.1, None, 0.0,2022-08-14 09:00:00, 3.0, 2.535, None,33
None, 20.2, 20.2, None, None, None, None, 20.2, 10.6, 0.0, None, 0.0,2022-08-14 10:00:00, 3.0, 2.694, None,33
None, 23.84, 23.9, None, None, None, None, 23.8, 10.6, 0.2, None, 0.0,2022-08-14 11:00:00, 2.0, 2.332, None,33
None, 26.25, 26.6, None, None, None, None, 26.3, 10.6, -0.1, None, 1.0,2022-08-14 12:00:00, 3.0, 2.896, None,33
None, 29.08, 29.2, None, None, None, None, 29.1, 10.6, 0.0, None, -1.0,2022-08-14 13:00:00, 2.0, 1.737, None,33
None, 27.91, 29.3, None, None, None, None, 27.9, 10.6, 0.1, None, 0.0,2022-08-14 14:00:00, 2.0, 2.017, None,33
None, 24.95, 29.3, None, None, None, None, 25.0, 10.6, 0.2, None, 0.0,2022-08-14 15:00:00, 2.0, 2.228, None,33
None, 24.48, 29.3, None, None, None, None, 24.5, 10.6, 0.0, None, 0.0,2022-08-14 16:00:00, 2.0, 2.319, None,33
None, 27.53, 29.3, None, None, None, None, 27.5, 10.6, -0.1, None, 0.0,2022-08-14 17:00:00, 2.0, 2.202, None,33
None, 25.37, 29.3, None, None, None, None, 25.4, 10.6, 0.0, None, 0.0,2022-08-14 18:00:00, 2.0, 2.218, None,33
None, 23.05, 25.4, None, None, None, None, 23.1, 23.1, -0.1, None, 0.0,2022-08-14 19:00:00, 2.0, 2.294, None,33
None, 21.48, 25.4, None, None, None, None, 21.5, 21.5, -0.3, None, 0.0,2022-08-14 20:00:00, 2.0, 2.4, None,33
None, 20.46, 25.4, None, None, None, None, 20.5, 20.4, -0.2, None, 0.0,2022-08-14 21:00:00, 3.0, 2.545, None,33
None, 18.98, 25.4, None, None, None, None, 19.0, 18.8, 0.0, None, 0.0,2022-08-14 22:00:00, 2.0, 2.456, None,33
None, 18.29, 25.4, None, None, None, None, 18.3, 18.3, -0.3, None, 0.0,2022-08-14 23:00:00, 2.0, 2.392, None,33
None, 17.53, 25.4, None, None, None, None, 17.5, 17.5, -0.2, None, 0.0,2022-08-15 00:00:00, 2.0, 2.242, None,33
None, 16.43, 25.4, None, None, None, None, 16.4, 16.4, -0.1, None, 0.0,2022-08-15 01:00:00, 2.0, 2.31, None,33
None, 14.9, 25.4, None, None, None, None, 14.9, 14.9, 0.0, None, 0.0,2022-08-15 02:00:00, 2.0, 2.141, None,33
None, 13.93, 25.4, None, None, None, None, 13.9, 13.9, -0.1, None, 0.0,2022-08-15 03:00:00, 2.0, 1.996, None,33
None, 13.53, 25.4, None, None, None, None, 13.5, 13.5, -0.2, None, 0.0,2022-08-15 04:00:00, 2.0, 2.271, None,33
None, 12.38, 25.4, None, None, None, None, 12.4, 11.9, 0.0, None, 0.0,2022-08-15 05:00:00, 2.0, 2.345, None,33
None, 11.6, 25.4, None, None, None, None, 11.6, 11.3, 0.0, None, 0.0,2022-08-15 06:00:00, 2.0, 2.257, None,33
None, 11.38, 12.0, None, None, None, None, 11.4, 11.2, -0.5, None, 0.0,2022-08-15 07:00:00, 2.0, 2.25, None,33
None, 13.07, 13.1, None, None, None, None, 13.1, 11.2, 0.0, None, 0.0,2022-08-15 08:00:00, 2.0, 2.242, None,33
None, 14.74, 14.7, None, None, None, None, 14.7, 11.2, 0.0, None, 0.0,2022-08-15 09:00:00, 3.0, 2.641, None,33
None, 20.09, 20.1, None, None, None, None, 20.1, 11.2, 0.0, None, 0.0,2022-08-15 10:00:00, 3.0, 2.669, None,33
None, 23.64, 23.7, None, None, None, None, 23.6, 11.2, 0.1, None, 0.0,2022-08-15 11:00:00, 2.0, 2.399, None,33
None, 24.24, 26.0, None, None, None, None, 24.2, 11.2, 0.2, None, 0.0,2022-08-15 12:00:00, 3.0, 2.823, None,33
