air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
13.1, 13.08, 12.6, 0.0, 4.0, 18.0, None,2022-08-13 00:00:00, -8.0, -45.0, 417.0,33
13.1, 13.07, 12.6, 0.0, 0.0, 18.0, None,2022-08-13 01:00:00, -8.0, -45.0, 415.0,33
12.9, 12.93, 12.6, 0.0, 1.0, 18.0, None,2022-08-13 02:00:00, -8.0, -45.0, 415.0,33
12.5, 12.46, 12.4, 0.0, 1.0, 18.0, None,2022-08-13 03:00:00, -7.0, -46.0, 413.0,33
11.7, 11.7, 11.7, 0.0, 0.0, 18.0, None,2022-08-13 04:00:00, -7.0, -46.0, 411.0,33
10.3, 10.32, 10.1, 0.0, 4.0, 18.0, None,2022-08-13 05:00:00, -3.0, -47.0, 407.0,33
10.2, 10.23, 10.1, 0.0, -5.0, 18.0, None,2022-08-13 06:00:00, -8.0, -47.0, 403.0,33
10.0, 10.01, 10.0, 0.0, -3.0, 10.2, None,2022-08-13 07:00:00, -11.0, -47.0, 402.0,33
10.3, 10.28, 9.9, 0.0, -2.0, 10.3, None,2022-08-13 08:00:00, -14.0, -47.0, 403.0,33
10.4, 10.4, 9.9, 0.0, 1.0, 10.7, None,2022-08-13 09:00:00, -12.0, -47.0, 408.0,33
10.3, 10.31, 9.9, 0.0, 0.0, 10.8, None,2022-08-13 10:00:00, -12.0, -47.0, 410.0,33
9.8, 9.79, 9.8, 0.0, 2.0, 10.8, None,2022-08-13 11:00:00, -10.0, -47.0, 414.0,33
10.0, 10.0, 9.8, 0.0, 1.0, 10.8, None,2022-08-13 12:00:00, -9.0, -47.0, 416.0,33
10.8, 10.81, 9.8, 0.0, 3.0, 10.9, None,2022-08-13 13:00:00, -6.0, -47.0, 423.0,33
10.6, 10.55, 9.8, 0.0, -2.0, 11.3, None,2022-08-13 14:00:00, -8.0, -47.0, 435.0,33
11.1, 11.09, 9.8, 0.0, 1.0, 11.5, None,2022-08-13 15:00:00, -7.0, -47.0, 434.0,33
10.8, 10.8, 9.8, 0.0, 0.0, 11.5, None,2022-08-13 16:00:00, -7.0, -47.0, 433.0,33
10.5, 10.47, 9.8, 0.0, -1.0, 11.5, None,2022-08-13 17:00:00, -8.0, -47.0, 426.0,33
10.7, 10.74, 9.8, 0.0, 0.0, 11.5, None,2022-08-13 18:00:00, -7.0, -47.0, 424.0,33
10.7, 10.74, 10.7, 0.0, -2.0, 11.0, None,2022-08-13 19:00:00, -9.0, -47.0, 424.0,33
10.3, 10.25, 10.3, 0.0, -1.0, 11.0, None,2022-08-13 20:00:00, -10.0, -47.0, 418.0,33
10.0, 10.03, 10.0, 0.0, -1.0, 11.0, None,2022-08-13 21:00:00, -11.0, -47.0, 412.0,33
9.9, 9.9, 9.8, 0.0, 3.0, 11.0, None,2022-08-13 22:00:00, -8.0, -47.0, 408.0,33
10.0, 10.0, 9.8, 0.0, 0.0, 11.0, None,2022-08-13 23:00:00, -8.0, -47.0, 407.0,33
10.0, 9.95, 9.8, 0.0, 0.0, 11.0, None,2022-08-14 00:00:00, -8.0, -47.0, 406.0,33
10.2, 10.15, 9.8, 0.0, -1.0, 11.0, None,2022-08-14 01:00:00, -9.0, -47.0, 406.0,33
10.1, 10.11, 9.8, 0.0, -2.0, 11.0, None,2022-08-14 02:00:00, -12.0, -47.0, 407.0,33
9.8, 9.83, 9.8, 0.0, 3.0, 11.0, None,2022-08-14 03:00:00, -8.0, -47.0, 407.0,33
10.0, 9.95, 9.8, 0.0, -1.0, 11.0, None,2022-08-14 04:00:00, -9.0, -47.0, 407.0,33
9.9, 9.86, 9.8, 0.0, 0.0, 11.0, None,2022-08-14 05:00:00, -9.0, -47.0, 407.0,33
9.7, 9.68, 9.7, 0.0, 0.0, 11.0, None,2022-08-14 06:00:00, -9.0, -47.0, 407.0,33
9.9, 9.87, 9.6, 0.0, 0.0, 9.9, None,2022-08-14 07:00:00, -9.0, -47.0, 407.0,33
10.4, 10.36, 9.6, 0.0, -1.0, 10.4, None,2022-08-14 08:00:00, -10.0, -47.0, 410.0,33
11.1, 11.11, 9.6, 0.0, 0.0, 11.1, None,2022-08-14 09:00:00, -11.0, -47.0, 419.0,33
10.9, 10.94, 9.6, 0.0, 1.0, 11.4, None,2022-08-14 10:00:00, -10.0, -47.0, 433.0,33
11.9, 11.93, 9.6, 0.0, 0.0, 12.4, None,2022-08-14 11:00:00, -10.0, -46.0, 464.0,33
13.6, 13.55, 9.6, 0.0, 2.0, 13.9, None,2022-08-14 12:00:00, -7.0, -45.0, 500.0,33
12.8, 12.78, 9.6, 0.0, -1.0, 13.9, None,2022-08-14 13:00:00, -9.0, -46.0, 519.0,33
12.9, 12.93, 9.6, 0.0, -1.0, 13.9, None,2022-08-14 14:00:00, -9.0, -45.0, 493.0,33
13.6, 13.59, 9.6, 0.0, 2.0, 13.9, None,2022-08-14 15:00:00, -7.0, -45.0, 479.0,33
13.2, 13.15, 9.6, 0.0, -1.0, 13.9, None,2022-08-14 16:00:00, -8.0, -45.0, 472.0,33
12.9, 12.85, 9.6, 0.0, 0.0, 13.9, None,2022-08-14 17:00:00, -8.0, -46.0, 463.0,33
13.0, 13.0, 9.6, 0.0, 0.0, 13.9, None,2022-08-14 18:00:00, -8.0, -45.0, 453.0,33
12.9, 12.91, 12.6, 0.0, 1.0, 13.0, None,2022-08-14 19:00:00, -7.0, -45.0, 457.0,33
12.3, 12.34, 12.3, 0.0, 1.0, 13.0, None,2022-08-14 20:00:00, -7.0, -46.0, 449.0,33
12.0, 11.98, 12.0, 0.0, -6.0, 13.0, None,2022-08-14 21:00:00, -13.0, -46.0, 437.0,33
11.8, 11.81, 11.4, 0.0, -1.0, 13.0, None,2022-08-14 22:00:00, -14.0, -46.0, 427.0,33
11.5, 11.53, 11.4, 0.0, 0.0, 13.0, None,2022-08-14 23:00:00, -13.0, -46.0, 422.0,33
11.8, 11.77, 11.3, 0.0, 0.0, 13.0, None,2022-08-15 00:00:00, -14.0, -46.0, 419.0,33
11.3, 11.27, 11.3, 0.0, -1.0, 13.0, None,2022-08-15 01:00:00, -14.0, -46.0, 419.0,33
11.2, 11.23, 11.2, 0.0, -1.0, 13.0, None,2022-08-15 02:00:00, -15.0, -46.0, 419.0,33
