wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
171.0, 62.0, 10.9, 0.0, -9.4, 15.6, -3.2, -3.5, 158.0, 0.0, 0.0, 62.0,2021-04-02 00:00:00,14
175.0, 61.0, 14.2, 0.0, -9.8, 16.1, -3.4, -3.6, 174.0, 0.0, 0.0, 67.0,2021-04-02 01:00:00,14
173.0, 62.0, 15.6, 0.0, -9.7, 18.2, -3.5, -3.5, 171.0, 0.0, 0.0, 68.0,2021-04-02 02:00:00,14
179.0, 67.0, 16.1, 0.0, -8.8, 18.5, -3.6, -3.8, 175.0, 0.0, 0.0, 65.0,2021-04-02 03:00:00,14
171.0, 68.0, 18.2, 0.0, -8.5, 8.5, -3.5, -4.2, 173.0, 0.0, 0.0, 65.0,2021-04-02 04:00:00,14
173.0, 65.0, 18.5, 0.0, -9.4, 7.9, -3.8, -4.3, 179.0, 0.0, 0.0, 64.0,2021-04-02 05:00:00,14
177.0, 65.0, 8.5, 0.0, -9.8, 17.6, -4.2, -3.2, 171.0, 0.0, 0.0, 60.0,2021-04-02 06:00:00,14
178.0, 64.0, 7.9, 0.0, -10.1, 18.6, -4.3, -1.5, 173.0, 0.0, 0.0, 53.0,2021-04-02 07:00:00,14
179.0, 60.0, 17.6, 0.0, -9.9, 18.8, -3.2, 0.4, 177.0, 0.0, 0.0, 45.0,2021-04-02 08:00:00,14
184.0, 53.0, 18.6, 0.0, -9.8, 17.0, -1.5, 1.6, 178.0, 0.0, 0.0, 44.0,2021-04-02 09:00:00,14
175.0, 45.0, 18.8, 0.0, -10.2, 20.1, 0.4, 2.6, 179.0, 0.0, 0.0, 41.0,2021-04-02 10:00:00,14
184.0, 44.0, 17.0, 0.0, -9.3, 20.0, 1.6, 2.2, 184.0, 0.0, 0.0, 39.0,2021-04-02 11:00:00,14
229.0, 41.0, 20.1, 0.0, -9.3, 16.1, 2.6, 2.7, 175.0, 0.0, 0.0, 39.0,2021-04-02 12:00:00,14
328.0, 39.0, 20.0, 0.0, -10.3, 12.0, 2.2, 0.5, 184.0, 0.0, 0.0, 60.0,2021-04-02 13:00:00,14
358.0, 39.0, 16.1, 0.0, -9.9, 10.7, 2.7, 0.2, 229.0, 0.0, 0.0, 65.0,2021-04-02 14:00:00,14
6.0, 60.0, 12.0, 0.0, -6.4, 12.4, 0.5, -0.8, 328.0, 0.0, 0.0, 74.0,2021-04-02 15:00:00,14
2.0, 65.0, 10.7, 0.0, -5.6, 10.8, 0.2, -1.7, 358.0, 0.0, 0.0, 79.0,2021-04-02 16:00:00,14
14.0, 74.0, 12.4, 0.0, -4.8, 7.4, -0.8, -2.7, 6.0, 0.0, 0.0, 80.0,2021-04-02 17:00:00,14
94.0, 79.0, 10.8, 0.0, -4.9, 5.2, -1.7, -3.7, 2.0, 0.0, 0.0, 91.0,2021-04-02 18:00:00,14
138.0, 80.0, 7.4, 0.0, -5.7, 5.4, -2.7, -5.1, 14.0, 0.0, 0.0, 93.0,2021-04-02 19:00:00,14
147.0, 91.0, 5.2, 0.0, -5.0, 9.7, -3.7, -4.9, 94.0, 0.0, 0.0, 93.0,2021-04-02 20:00:00,14
