air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
0.6, 0.559, 92.1, 6.1, 92.0, 0.5,2021-03-19 00:00:00, 0.0,12
-0.3, -0.294, 94.8, 6.1, 95.0, -0.2,2021-03-19 01:00:00, -1.0,12
-0.5, -0.526, 95.3, 6.1, 95.0, -0.5,2021-03-19 02:00:00, -1.0,12
-1.2, -1.189, 96.7, 6.1, 97.0, -1.3,2021-03-19 03:00:00, -2.0,12
-1.3, -1.252, 96.7, 6.1, 97.0, -1.5,2021-03-19 04:00:00, -2.0,12
-1.6, -1.584, 96.7, 6.1, 97.0, -1.7,2021-03-19 05:00:00, -2.0,12
-1.4, -1.425, 93.5, 6.1, 94.0, -1.7,2021-03-19 06:00:00, -2.0,12
-2.1, -2.131, 93.5, -1.4, 94.0, -2.2,2021-03-19 07:00:00, -3.0,12
-1.3, -1.332, 93.7, -1.4, 94.0, -2.4,2021-03-19 08:00:00, -2.0,12
1.0, 0.996, 78.06, 0.9, 78.0, -2.4,2021-03-19 09:00:00, -2.0,12
2.9, 2.935, 71.33, 2.8, 71.0, -2.4,2021-03-19 10:00:00, -2.0,12
5.8, 5.832, 52.09, 5.8, 52.0, -2.4,2021-03-19 11:00:00, -3.0,12
6.9, 6.869, 46.19, 7.0, 46.0, -2.4,2021-03-19 12:00:00, -4.0,12
7.2, 7.182, 42.87, 7.5, 43.0, -2.4,2021-03-19 13:00:00, -5.0,12
8.1, 8.12, 35.83, 8.3, 36.0, -2.4,2021-03-19 14:00:00, -6.0,12
6.5, 6.489, 45.16, 8.3, 45.0, -2.4,2021-03-19 15:00:00, -5.0,12
5.6, 5.629, 60.37, 8.3, 60.0, -2.4,2021-03-19 16:00:00, -2.0,12
5.1, 5.128, 59.77, 8.3, 60.0, -2.4,2021-03-19 17:00:00, -2.0,12
5.0, 5.044, 56.46, 8.3, 56.0, -2.4,2021-03-19 18:00:00, -3.0,12
3.1, 3.095, 68.23, 5.1, 68.0, 2.6,2021-03-19 19:00:00, -2.0,12
0.0, 0.006, 83.6, 5.1, 84.0, -0.2,2021-03-19 20:00:00, -2.0,12
0.8, 0.79, 75.7, 5.1, 76.0, -0.2,2021-03-19 21:00:00, -3.0,12
1.0, 0.998, 75.13, 5.1, 75.0, -0.2,2021-03-19 22:00:00, -3.0,12
-0.8, -0.821, 84.6, 5.1, 85.0, -0.8,2021-03-19 23:00:00, -3.0,12
-1.4, -1.406, 88.0, 5.1, 88.0, -1.5,2021-03-20 00:00:00, -3.0,12
-1.8, -1.818, 89.7, 5.1, 90.0, -2.1,2021-03-20 01:00:00, -3.0,12
-1.7, -1.691, 85.1, 5.1, 85.0, -2.1,2021-03-20 02:00:00, -3.0,12
-2.0, -1.961, 87.7, 5.1, 88.0, -2.1,2021-03-20 03:00:00, -3.0,12
-2.2, -2.179, 88.2, 5.1, 88.0, -2.2,2021-03-20 04:00:00, -4.0,12
-1.4, -1.437, 87.6, 5.1, 88.0, -2.2,2021-03-20 05:00:00, -3.0,12
-0.9, -0.906, 82.2, 5.1, 82.0, -2.2,2021-03-20 06:00:00, -3.0,12
-0.7, -0.704, 86.5, -0.6, 87.0, -0.9,2021-03-20 07:00:00, -3.0,12
0.1, 0.131, 82.6, 0.1, 83.0, -0.9,2021-03-20 08:00:00, -2.0,12
2.1, 2.102, 72.36, 2.9, 72.0, -0.9,2021-03-20 09:00:00, -2.0,12
3.5, 3.461, 61.89, 4.1, 62.0, -0.9,2021-03-20 10:00:00, -3.0,12
4.6, 4.62, 52.64, 5.4, 53.0, -0.9,2021-03-20 11:00:00, -4.0,12
5.6, 5.586, 49.16, 6.0, 49.0, -0.9,2021-03-20 12:00:00, -4.0,12
6.0, 5.978, 45.23, 6.2, 45.0, -0.9,2021-03-20 13:00:00, -5.0,12
5.9, 5.903, 46.1, 6.4, 46.0, -0.9,2021-03-20 14:00:00, -5.0,12
5.6, 5.558, 49.93, 6.4, 50.0, -0.9,2021-03-20 15:00:00, -4.0,12
6.0, 6.017, 51.34, 6.4, 51.0, -0.9,2021-03-20 16:00:00, -3.0,12
4.7, 4.668, 53.98, 6.4, 54.0, -0.9,2021-03-20 17:00:00, -4.0,12
4.2, 4.18, 56.73, 6.4, 57.0, -0.9,2021-03-20 18:00:00, -4.0,12
3.2, 3.15, 61.59, 4.2, 62.0, 3.1,2021-03-20 19:00:00, -4.0,12
2.7, 2.712, 61.52, 4.2, 62.0, 2.6,2021-03-20 20:00:00, -4.0,12
2.4, 2.417, 61.45, 4.2, 61.0, 2.4,2021-03-20 21:00:00, -4.0,12
