CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
-0.961, 88.0, 1.7, 88.0, None, 61.06, None, 188.8, 12.5, -1.0, -1.4, -3.0, None, -3.0,2021-03-19 00:00:00,12
-1.995, 99.0, 1.7, 99.0, None, 54.2, None, 285.7, 12.11, -2.0, -2.1, -2.0, None, -2.0,2021-03-19 01:00:00,12
-2.022, 97.4, 1.7, 97.0, None, 46.72, None, 276.4, 9.78, -2.0, -2.6, -3.0, None, -3.0,2021-03-19 02:00:00,12
-2.354, 99.2, 1.7, 99.0, None, None, None, None, None, -2.4, -2.8, -3.0, None, -3.0,2021-03-19 03:00:00,12
-2.993, 99.1, 1.7, 99.0, None, 30.72, None, 274.1, 19.51, -3.0, -3.0, -3.0, None, -3.0,2021-03-19 04:00:00,12
-3.708, 99.2, 1.7, 99.0, None, 28.84, None, 282.6, 19.58, -3.7, -3.9, -4.0, None, -4.0,2021-03-19 05:00:00,12
-4.15, 80.8, 1.7, 81.0, None, 30.35, None, 269.0, 18.2, -4.2, -4.6, -7.0, None, -7.0,2021-03-19 06:00:00,12
-5.173, 99.1, -4.1, 99.0, None, 33.29, None, 268.0, 11.85, -5.2, -5.2, -5.0, None, -5.0,2021-03-19 07:00:00,12
-5.364, 99.1, -4.1, 99.0, None, 40.41, None, 276.7, 10.84, -5.4, -5.5, -5.0, None, -5.0,2021-03-19 08:00:00,12
-5.59, 99.0, -4.1, 99.0, None, 28.95, None, 291.9, 14.05, -5.6, -5.7, -5.0, None, -5.0,2021-03-19 09:00:00,12
