ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,snw_dpth
0.0, 0.0, -7.0, 0.0,2020-01-29, 166.0, -3.5,5,,,,,,,,,,,,,
, None, -9.0, None,2020-01-30, 165.0, None,5,,,,,,,,,,,,,
3.0, 0.0, None, 3.0,2020-01-31, None, 0.5,5,,,,,,,,,,,,,
, None, -1.5, None,2020-02-01, 166.0, None,5,,,,,,,,,,,,,
8.0, 0.0, None, 8.0,2020-02-02, None, -10.0,5,,,,,,,,,,,,,
0.0, 0.0, -16.0, 0.0,2020-02-03, 178.0, -12.0,5,,,,,,,,,,,,,
6.0, 0.0, -18.0, 6.0,2020-02-04, 172.0, -5.0,5,,,,,,,,,,,,,
, None, -3.0, None,2020-01-29, 120.0, None,5,,,,,,,,,,,,,
0.0, 0.0, None, 0.0,2020-01-31, None, 5.5,5,,,,,,,,,,,,,
, None, -1.0, None,2020-02-01, 111.0, None,5,,,,,,,,,,,,,
6.0, 0.0, None, 6.0,2020-02-02, None, -4.5,5,,,,,,,,,,,,,
0.0, 0.0, -11.5, 0.0,2020-02-03, 118.0, -6.0,5,,,,,,,,,,,,,
6.0, 0.0, -16.0, 6.0,2020-02-04, 113.0, -8.0,5,,,,,,,,,,,,,
1.0,0.0,-7.5,1.0,2020-01-29,196.0,-4.0,5,,,,,,,,,,,,,
0.0,0.0,-9.5,0.0,2020-01-30,196.0,-3.0,5,,,,,,,,,,,,,
5.0,0.0,-8.5,5.0,2020-01-31,193.0,0.0,5,,,,,,,,,,,,,
4.0,0.0,-2.0,4.0,2020-02-01,194.0,-7.5,5,,,,,,,,,,,,,
11.0,0.0,-16.0,11.0,2020-02-02,198.0,-11.0,5,,,,,,,,,,,,,
0.0,0.0,-17.5,0.0,2020-02-03,209.0,-14.5,5,,,,,,,,,,,,,
7.0,0.0,-18.0,7.0,2020-02-04,206.0,-6.0,5,,,,,,,,,,,,,
,,,,2020-01-29 00:00:00,,,5,57.0, 96.0, 4.7, 0.0, -4.1, 4.1, -3.6, -4.0, 82.0, 0.0, 0.0, 95.0,
,,,,2020-01-29 01:00:00,,,5,104.0, 95.0, 4.1, 0.0, -4.7, 4.6, -4.0, -4.0, 57.0, 0.0, 0.0, 95.0,
,,,,2020-01-29 02:00:00,,,5,107.0, 95.0, 4.6, 0.0, -4.7, 4.5, -4.0, -4.3, 104.0, 0.0, 0.0, 95.0,
,,,,2020-01-29 03:00:00,,,5,104.0, 95.0, 4.5, 0.0, -5.0, 6.2, -4.3, -4.1, 107.0, 0.0, 0.0, 94.0,
,,,,2020-01-29 04:00:00,,,5,66.0, 94.0, 6.2, 0.0, -4.9, 3.0, -4.1, -4.2, 104.0, 0.0, 0.0, 95.0,
,,,,2020-01-29 05:00:00,,,5,98.0, 95.0, 3.0, 0.0, -4.9, 3.2, -4.2, -4.0, 66.0, 0.0, 0.0, 95.0,
,,,,2020-01-29 06:00:00,,,5,121.0, 95.0, 3.2, 0.0, -4.7, 4.4, -4.0, -3.8, 98.0, 0.0, 0.0, 94.0,
,,,,2020-01-29 07:00:00,,,5,107.0, 94.0, 4.4, 0.0, -4.6, 5.1, -3.8, -4.0, 121.0, 0.0, 0.0, 95.0,
,,,,2020-01-29 08:00:00,,,5,112.0, 95.0, 5.1, 0.0, -4.7, 4.4, -4.0, -3.7, 107.0, 0.0, 0.0, 94.0,
,,,,2020-01-29 09:00:00,,,5,87.0, 94.0, 4.4, 0.0, -4.5, 4.4, -3.7, -3.7, 112.0, 0.0, 0.0, 94.0,
,,,,2020-01-29 10:00:00,,,5,81.0, 94.0, 4.4, 0.0, -4.5, 4.2, -3.7, -3.6, 87.0, 0.0, 0.0, 94.0,
,,,,2020-01-29 11:00:00,,,5,44.0, 94.0, 4.2, 0.0, -4.4, 3.7, -3.6, -3.5, 81.0, 0.0, 0.0, 94.0,
,,,,2020-01-29 12:00:00,,,5,50.0, 94.0, 3.7, 0.0, -4.3, 4.5, -3.5, -3.2, 44.0, 0.0, 0.0, 93.0,
,,,,2020-01-29 13:00:00,,,5,100.0, 93.0, 4.5, 0.0, -4.2, 3.1, -3.2, -3.0, 50.0, 0.0, 0.0, 93.0,
,,,,2020-01-29 14:00:00,,,5,123.0, 93.0, 3.1, 0.0, -4.0, 3.7, -3.0, -2.9, 100.0, 0.0, 0.0, 94.0,
,,,,2020-01-29 15:00:00,,,5,150.0, 94.0, 3.7, 0.0, -3.7, 3.2, -2.9, -2.5, 123.0, 0.0, 0.0, 95.0,
,,,,2020-01-29 16:00:00,,,5,238.0, 95.0, 3.2, 0.0, -3.2, 3.9, -2.5, -2.3, 150.0, 0.0, 0.0, 96.0,
,,,,2020-01-29 17:00:00,,,5,266.0, 96.0, 3.9, 0.0, -2.9, 5.6, -2.3, -2.7, 238.0, 0.0, 0.0, 94.0,
,,,,2020-01-29 18:00:00,,,5,275.0, 94.0, 5.6, 0.0, -3.5, 8.8, -2.7, -3.3, 266.0, 0.0, 0.0, 91.0,
,,,,2020-01-29 19:00:00,,,5,270.0, 91.0, 8.8, 0.0, -4.6, 5.8, -3.3, -4.6, 275.0, 0.0, 0.0, 91.0,
,,,,2020-01-29 20:00:00,,,5,281.0, 91.0, 5.8, 0.0, -5.8, 5.3, -4.6, -5.6, 270.0, 0.0, 0.0, 90.0,
,,,,2020-01-29 21:00:00,,,5,291.0, 90.0, 5.3, 0.0, -7.0, 4.5, -5.6, -6.1, 281.0, 0.0, 0.0, 89.0,
,,,,2020-01-29 22:00:00,,,5,310.0, 89.0, 4.5, 0.0, -7.6, 5.6, -6.1, -5.9, 291.0, 0.0, 0.0, 86.0,
,,,,2020-01-29 23:00:00,,,5,74.0, 86.0, 5.6, 0.0, -7.9, 1.4, -5.9, -7.2, 310.0, 0.0, 0.0, 91.0,
,,,,2020-01-30 00:00:00,,,5,300.0, 91.0, 1.4, 0.0, -8.4, 3.3, -7.2, -7.7, 74.0, 0.0, 0.0, 89.0,
,,,,2020-01-30 01:00:00,,,5,282.0, 89.0, 3.3, 0.0, -9.2, 2.7, -7.7, -8.1, 300.0, 0.0, 0.0, 89.0,
,,,,2020-01-30 02:00:00,,,5,326.0, 89.0, 2.7, 0.0, -9.6, 3.6, -8.1, -8.7, 282.0, 0.0, 0.0, 89.0,
,,,,2020-01-30 03:00:00,,,5,318.0, 89.0, 3.6, 0.0, -10.2, 3.1, -8.7, -9.3, 326.0, 0.0, 0.0, 89.0,
,,,,2020-01-30 04:00:00,,,5,354.0, 89.0, 3.1, 0.0, -10.8, 1.5, -9.3, -8.2, 318.0, 0.0, 0.0, 90.0,
,,,,2020-01-30 05:00:00,,,5,298.0, 90.0, 1.5, 0.0, -9.5, 2.7, -8.2, -8.1, 354.0, 0.0, 0.0, 91.0,
,,,,2020-01-30 06:00:00,,,5,277.0, 91.0, 2.7, 0.0, -9.3, 2.2, -8.1, -6.9, 298.0, 0.0, 0.0, 90.0,
,,,,2020-01-30 07:00:00,,,5,44.0, 90.0, 2.2, 0.0, -8.3, 4.2, -6.9, -6.3, 277.0, 0.0, 0.0, 92.0,
,,,,2020-01-30 08:00:00,,,5,45.0, 92.0, 4.2, 0.0, -7.4, 4.4, -6.3, -5.6, 44.0, 0.0, 0.0, 93.0,
,,,,2020-01-30 09:00:00,,,5,107.0, 93.0, 4.4, 0.0, -6.6, 3.2, -5.6, -5.2, 45.0, 0.0, 0.0, 90.0,
,,,,2020-01-30 10:00:00,,,5,106.0, 90.0, 3.2, 0.0, -6.6, 3.2, -5.2, -4.9, 107.0, 0.0, 0.0, 91.0,
,,,,2020-01-30 11:00:00,,,5,54.0, 91.0, 3.2, 0.0, -6.1, 5.8, -4.9, -4.8, 106.0, 0.0, 0.0, 89.0,
,,,,2020-01-30 12:00:00,,,5,34.0, 89.0, 5.8, 0.0, -6.3, 7.4, -4.8, -4.8, 54.0, 0.0, 0.0, 90.0,
,,,,2020-01-30 13:00:00,,,5,53.0, 90.0, 7.4, 0.0, -6.2, 6.6, -4.8, -5.3, 34.0, 0.0, 0.0, 91.0,
,,,,2020-01-30 14:00:00,,,5,86.0, 91.0, 6.6, 0.0, -6.5, 5.4, -5.3, -5.3, 53.0, 0.0, 0.0, 89.0,
,,,,2020-01-30 15:00:00,,,5,62.0, None, None, 0.0, None, 5.2, None, -5.3, None, None, None, 88.0,
,,,,2020-01-30 16:00:00,,,5,85.0, 88.0, 5.2, 0.0, -7.0, 5.0, -5.3, -5.6, 62.0, 0.0, 0.0, 90.0,
,,,,2020-01-30 17:00:00,,,5,67.0, 90.0, 5.0, 0.0, -7.0, 4.2, -5.6, -5.3, 85.0, 0.0, 0.0, 90.0,
,,,,2020-01-30 18:00:00,,,5,80.0, 90.0, 4.2, 0.0, -6.7, 4.6, -5.3, -5.0, 67.0, 0.0, 0.0, 88.0,
,,,,2020-01-30 19:00:00,,,5,115.0, 88.0, 4.6, 0.0, -6.7, 6.4, -5.0, -4.5, 80.0, 0.0, 0.0, 87.0,
,,,,2020-01-30 20:00:00,,,5,145.0, 87.0, 6.4, 0.0, -6.3, 5.7, -4.5, -4.2, 115.0, 0.0, 0.0, 85.0,
,,,,2020-01-30 21:00:00,,,5,110.0, 85.0, 5.7, 0.0, -6.3, 5.3, -4.2, -3.8, 145.0, 0.0, 0.0, 88.0,
,,,,2020-01-30 22:00:00,,,5,83.0, 88.0, 5.3, 0.0, -5.5, 4.7, -3.8, -4.3, 110.0, 0.0, 0.0, 93.0,
,,,,2020-01-30 23:00:00,,,5,139.0, 93.0, 4.7, 0.0, -5.3, 5.0, -4.3, -3.6, 83.0, 0.0, 0.0, 93.0,
,,,,2020-01-31 00:00:00,,,5,198.0, 93.0, 5.0, 0.0, -4.6, 3.3, -3.6, -2.8, 139.0, 0.0, 0.0, 92.0,
,,,,2020-01-31 01:00:00,,,5,211.0, 92.0, 3.3, 0.0, -3.9, 5.1, -2.8, -2.3, 198.0, 0.0, 0.0, 93.0,
,,,,2020-01-31 02:00:00,,,5,293.0, 93.0, 5.1, 0.0, -3.3, 4.0, -2.3, -3.0, 211.0, 0.0, 0.0, 94.0,
,,,,2020-01-31 03:00:00,,,5,266.0, 94.0, 4.0, 0.0, -3.8, 2.5, -3.0, -2.8, 293.0, 0.0, 0.0, 94.0,
,,,,2020-01-31 04:00:00,,,5,79.0, 94.0, 2.5, 0.0, -3.6, 2.7, -2.8, -1.9, 266.0, 0.0, 0.0, 95.0,
,,,,2020-01-31 05:00:00,,,5,188.0, 95.0, 2.7, 0.0, -2.6, 2.5, -1.9, -1.6, 79.0, 0.0, 0.0, 96.0,
,,,,2020-01-31 06:00:00,,,5,139.0, 96.0, 2.5, 0.0, -2.2, 0.0, -1.6, -1.9, 188.0, 0.0, 0.0, 95.0,
,,,,2020-01-31 07:00:00,,,5,66.0, 95.0, 0.0, 0.0, -2.6, 4.6, -1.9, -1.8, 139.0, 0.0, 0.0, 94.0,
,,,,2020-01-31 08:00:00,,,5,117.0, 94.0, 4.6, 0.0, -2.6, 0.6, -1.8, -1.8, 66.0, 0.0, 0.0, 96.0,
,,,,2020-01-31 09:00:00,,,5,175.0, 96.0, 0.6, 0.0, -2.4, 1.1, -1.8, -1.3, 117.0, 0.0, 0.0, 96.0,
,,,,2020-01-31 10:00:00,,,5,151.0, 96.0, 1.1, 0.0, -1.9, 3.8, -1.3, -0.5, 175.0, 0.0, 0.0, 96.0,
