RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year,PRECIP_DETECTOR_RATIO,mslp
14.94, None, None, None,3.183,66.23,-9.0,18.6, -9.0, None, None, None, None, None, None, None, None, None,18.58, None,23.1,15.0, None,31.03, None,18.6,0.0, None,2021-08-13 00:00:00, None,33,,
15.24, None, None, None,10.52,62.25,-9.0,17.6, -9.0, None, None, None, None, None, None, None, None, None,17.58, None,23.1,15.0, None,8.6, None,17.6,-0.2, None,2021-08-13 01:00:00, None,33,,
15.45, None, None, None,11.37,59.32,-10.0,16.9, -10.0, None, None, None, None, None, None, None, None, None,16.87, None,23.1,15.0, None,9.99, None,16.9,-0.2, None,2021-08-13 02:00:00, None,33,,
15.4, None, None, None,15.18,55.16,-9.0,16.8, -9.0, None, None, None, None, None, None, None, None, None,17.27, None,23.1,15.0, None,8.9, None,17.3,-0.1, None,2021-08-13 03:00:00, None,33,,
15.73, None, None, None,14.8,56.0,-10.0,16.2, -10.0, None, None, None, None, None, None, None, None, None,16.17, None,23.1,16.0, None,8.19, None,16.2,0.0, None,2021-08-13 04:00:00, None,33,,
15.94, None, None, None,12.97,61.95,-10.0,15.5, -10.0, None, None, None, None, None, None, None, None, None,15.47, None,23.1,16.0, None,12.05, None,15.5,-0.1, None,2021-08-13 05:00:00, None,33,,
15.76, None, None, None,16.98,57.46,-10.0,15.4, -10.0, None, None, None, None, None, None, None, None, None,16.05, None,23.1,16.0, None,10.11, None,16.1,0.0, None,2021-08-13 06:00:00, None,33,,
15.61, None, None, None,18.03,52.29,-10.0,16.0, -10.0, None, None, None, None, None, None, None, None, None,16.33, None,16.8,16.0, None,11.26, None,16.3,-0.2, None,2021-08-13 07:00:00, None,33,,
15.61, None, None, None,14.27,48.47,-10.0,15.6, -10.0, None, None, None, None, None, None, None, None, None,16.54, None,16.8,16.0, None,11.26, None,16.5,0.0, None,2021-08-13 08:00:00, None,33,,
15.49, None, None, None,10.98,53.59,-9.0,15.6, -9.0, None, None, None, None, None, None, None, None, None,16.96, None,18.1,15.0, None,14.5, None,17.0,0.0, None,2021-08-13 09:00:00, None,33,,
15.44, None, None, None,8.9,51.11,-9.0,15.6, -9.0, None, None, None, None, None, None, None, None, None,17.11, None,18.1,15.0, None,12.01, None,17.1,0.0, None,2021-08-13 10:00:00, None,33,,
14.68, None, None, None,6.322,53.07,-8.0,15.6, -8.0, None, None, None, None, None, None, None, None, None,19.66, None,19.7,15.0, None,11.7, None,19.7,-0.3, None,2021-08-13 11:00:00, None,33,,
12.79, None, None, None,3.282,256.1,-5.0,15.6, -5.0, None, None, None, None, None, None, None, None, None,26.16, None,26.2,13.0, None,38.22, None,26.2,0.0, None,2021-08-13 12:00:00, None,33,,
12.39, None, None, None,7.09,198.4,-4.0,15.6, -4.0, None, None, None, None, None, None, None, None, None,27.51, None,27.6,12.0, None,22.69, None,27.5,0.0, None,2021-08-13 13:00:00, None,33,,
12.21, None, None, None,10.49,202.7,-4.0,15.6, -4.0, None, None, None, None, None, None, None, None, None,28.09, None,28.1,12.0, None,18.84, None,28.1,-0.3, None,2021-08-13 14:00:00, None,33,,
12.04, None, None, None,9.72,199.8,-4.0,15.6, -4.0, None, None, None, None, None, None, None, None, None,28.45, None,28.5,12.0, None,21.27, None,28.5,0.0, None,2021-08-13 15:00:00, None,33,,
12.2, None, None, None,9.04,201.5,-4.0,15.6, -4.0, None, None, None, None, None, None, None, None, None,27.92, None,28.6,12.0, None,17.95, None,27.9,0.2, None,2021-08-13 16:00:00, None,33,,
