wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,snw_dpth,stn_pres
348.0, 47.0, 6.8, 0.0, 5.3, 5.2, 16.6, 15.6, 336.0, 0.0, 0.0, 51.0,2021-08-13 00:00:00,33,,,,,,,,,,,,,,,,
336.0, None, None, 0.0, None, 6.1, None, 15.2, None, None, None, 52.0,2021-08-13 01:00:00,33,,,,,,,,,,,,,,,,
4.0, 51.0, 5.2, 0.0, 5.5, 6.4, 15.6, 15.1, 348.0, 0.0, 0.0, 52.0,2021-08-13 02:00:00,33,,,,,,,,,,,,,,,,
358.0, 52.0, 6.1, 0.0, 5.4, 6.3, 15.2, 14.6, 336.0, 0.0, 0.0, 53.0,2021-08-13 03:00:00,33,,,,,,,,,,,,,,,,
350.0, 52.0, 6.4, 0.0, 5.3, 6.0, 15.1, 13.9, 4.0, 0.0, 0.0, 57.0,2021-08-13 04:00:00,33,,,,,,,,,,,,,,,,
352.0, 53.0, 6.3, 0.0, 5.1, 5.8, 14.6, 13.9, 358.0, 0.0, 0.0, 57.0,2021-08-13 05:00:00,33,,,,,,,,,,,,,,,,
4.0, 57.0, 6.0, 0.0, 5.5, 3.2, 13.9, 15.1, 350.0, 0.0, 0.0, 58.0,2021-08-13 06:00:00,33,,,,,,,,,,,,,,,,
178.0, None, None, 0.0, None, 2.3, None, 19.5, None, None, None, 43.0,2021-08-13 07:00:00,33,,,,,,,,,,,,,,,,
171.0, None, None, 0.0, None, 3.7, None, 21.3, None, None, None, 42.0,2021-08-13 08:00:00,33,,,,,,,,,,,,,,,,
154.0, None, None, 0.0, None, 4.6, None, 22.0, None, None, None, 41.0,2021-08-13 09:00:00,33,,,,,,,,,,,,,,,,
162.0, 42.0, 3.7, 0.0, 7.9, 4.6, 21.3, 24.0, 171.0, 0.0, 0.0, 35.0,2021-08-13 10:00:00,33,,,,,,,,,,,,,,,,
176.0, None, None, 0.0, None, 8.0, None, 25.3, None, None, None, 32.0,2021-08-13 11:00:00,33,,,,,,,,,,,,,,,,
193.0, None, None, 0.0, None, 7.0, None, 27.8, None, None, None, 29.0,2021-08-13 12:00:00,33,,,,,,,,,,,,,,,,
171.0, None, None, 0.0, None, 6.9, None, 28.6, None, None, None, 30.0,2021-08-13 13:00:00,33,,,,,,,,,,,,,,,,
185.0, None, None, 0.0, None, 7.9, None, 29.9, None, None, None, 25.0,2021-08-13 14:00:00,33,,,,,,,,,,,,,,,,
168.0, None, None, 0.0, None, 5.0, None, 30.5, None, None, None, 20.0,2021-08-13 15:00:00,33,,,,,,,,,,,,,,,,
177.0, 25.0, 7.9, 0.0, 7.8, 4.8, 29.9, 29.9, 185.0, 0.0, None, 17.0,2021-08-13 16:00:00,33,,,,,,,,,,,,,,,,
208.0, 20.0, 5.0, 0.0, 5.0, 0.0, 30.5, 27.4, 168.0, 0.0, 0.0, 22.0,2021-08-13 17:00:00,33,,,,,,,,,,,,,,,,
356.0, 17.0, 4.8, 0.0, 2.2, 5.3, 29.9, 22.8, 177.0, 0.0, 0.0, 29.0,2021-08-13 18:00:00,33,,,,,,,,,,,,,,,,
11.0, 22.0, 0.0, 0.0, 3.8, 5.9, 27.4, 20.4, 208.0, 0.0, 0.0, 31.0,2021-08-13 19:00:00,33,,,,,,,,,,,,,,,,
8.0, None, None, 0.0, None, 7.0, None, 19.3, None, None, None, 35.0,2021-08-13 20:00:00,33,,,,,,,,,,,,,,,,
13.0, None, None, 0.0, None, 7.3, None, 19.3, None, None, None, 38.0,2021-08-13 21:00:00,33,,,,,,,,,,,,,,,,
10.0, None, None, 0.0, None, 7.2, None, 19.0, None, None, None, 38.0,2021-08-13 22:00:00,33,,,,,,,,,,,,,,,,
10.0, 38.0, 7.3, 0.0, 4.6, 6.5, 19.3, 18.3, 13.0, 0.0, 0.0, 41.0,2021-08-13 23:00:00,33,,,,,,,,,,,,,,,,
9.0, None, None, 0.0, None, 6.7, None, 17.9, None, None, None, 42.0,2021-08-14 00:00:00,33,,,,,,,,,,,,,,,,
16.0, None, None, 0.0, None, 5.8, None, 17.6, None, None, None, 42.0,2021-08-14 01:00:00,33,,,,,,,,,,,,,,,,
16.0, None, None, 0.0, None, 5.1, None, 16.8, None, None, None, 45.0,2021-08-14 02:00:00,33,,,,,,,,,,,,,,,,
1.0, 42.0, 5.8, 0.0, 4.5, 6.4, 17.6, 16.2, 16.0, 0.0, 0.0, 46.0,2021-08-14 03:00:00,33,,,,,,,,,,,,,,,,
359.0, 45.0, 5.1, 0.0, 4.8, 6.5, 16.8, 15.7, 16.0, 0.0, 0.0, 48.0,2021-08-14 04:00:00,33,,,,,,,,,,,,,,,,
349.0, None, None, 0.0, None, 6.3, None, 15.7, None, None, None, 46.0,2021-08-14 05:00:00,33,,,,,,,,,,,,,,,,
16.0, 48.0, 6.5, 0.0, 4.7, 4.8, 15.7, 16.9, 359.0, 0.0, None, 46.0,2021-08-14 06:00:00,33,,,,,,,,,,,,,,,,
19.0, None, None, 0.0, None, 6.3, None, 20.4, None, None, None, 34.0,2021-08-14 07:00:00,33,,,,,,,,,,,,,,,,
165.0, None, None, 0.0, None, 4.8, None, 22.9, None, None, None, 32.0,2021-08-14 08:00:00,33,,,,,,,,,,,,,,,,
165.0, 34.0, 6.3, 0.0, 4.0, 4.6, 20.4, 24.2, 19.0, 0.0, None, 29.0,2021-08-14 09:00:00,33,,,,,,,,,,,,,,,,
147.0, None, None, 0.0, None, 5.6, None, 25.1, None, None, None, 28.0,2021-08-14 10:00:00,33,,,,,,,,,,,,,,,,
170.0, None, None, 0.0, None, 8.6, None, 26.0, None, None, None, 28.0,2021-08-14 11:00:00,33,,,,,,,,,,,,,,,,
194.0, 28.0, 5.6, 0.0, 5.3, 7.1, 25.1, 27.9, 147.0, 0.0, 0.0, 25.0,2021-08-14 12:00:00,33,,,,,,,,,,,,,,,,
