time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-09-02,3.8,17.2,9.4,36
2016-09-03,3.0,18.2,10.2,36
2016-09-04,0.0,21.9,8.6,36
2016-09-05,1.0,13.5,8.4,36
2016-09-06,0.0,21.6,9.7,36
2016-09-07,3.0,13.8,10.8,36
2016-09-08,0.0,21.2,8.0,36
