time,tasmin,tasmax,pcp,week_of_year
2017-04-02,-6.6,5.1,0.3,14
2017-04-03,-12.5,7.4,0.3,14
2017-04-04,-7.8,7.4,9.7,14
2017-04-05,-5.7,4.4,7.8,14
2017-04-06,-9.8,6.0,0.0,14
2017-04-07,-3.7,3.0,3.7,14
2017-04-08,-3.4,2.7,0.0,14
