station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, time, MINIMUM_AIR_TEMPERATURE, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, DEW_POINT, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, PRECIPITATION_NEW, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -3.225, None, None, 2012-01-01 22:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.101, None, None, 2012-01-01 23:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.701, None, None, 2012-01-02 00:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.084, None, None, 2012-01-02 01:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.961, None, None, 2012-01-02 02:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.487, None, None, 2012-01-02 03:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.601, None, None, 2012-01-02 04:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.336, None, None, 2012-01-02 05:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.531, None, None, 2012-01-02 06:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.616, None, None, 2012-01-02 07:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.806, None, None, 2012-01-02 08:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.986, None, None, 2012-01-02 09:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.263, None, None, 2012-01-02 10:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.613, None, None, 2012-01-02 11:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.952, None, None, 2012-01-02 12:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.813, None, None, 2012-01-02 13:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.879, None, None, 2012-01-02 14:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.627, None, None, 2012-01-02 15:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.419, None, None, 2012-01-02 16:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.116, None, None, 2012-01-02 17:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.183, None, None, 2012-01-02 18:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.624, None, None, 2012-01-02 19:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.529, None, None, 2012-01-02 20:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.056, None, None, 2012-01-02 21:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.659, None, None, 2012-01-02 22:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.28, None, None, 2012-01-02 23:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.669, None, None, 2012-01-03 00:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.113, None, None, 2012-01-03 01:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.331, None, None, 2012-01-03 02:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.933, None, None, 2012-01-03 03:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.886, None, None, 2012-01-03 04:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.782, None, None, 2012-01-03 05:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.64, None, None, 2012-01-03 06:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.64, None, None, 2012-01-03 07:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.508, None, None, 2012-01-03 08:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.782, None, None, 2012-01-03 09:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.113, None, None, 2012-01-03 10:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.539, None, None, 2012-01-03 11:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.415, None, None, 2012-01-03 12:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.094, None, None, 2012-01-03 13:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.914, None, None, 2012-01-03 14:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.791, None, None, 2012-01-03 15:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.403, None, None, 2012-01-03 16:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.423, None, None, 2012-01-03 17:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.47, None, None, 2012-01-03 18:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.565, None, None, 2012-01-03 19:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.849, None, None, 2012-01-03 20:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.302, None, None, 2012-01-03 21:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.738, None, None, 2012-01-03 22:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.738, None, None, 2012-01-03 23:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.097, None, None, 2012-01-04 00:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.618, None, None, 2012-01-04 01:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 3.121, None, None, 2012-01-04 02:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 3.13, None, None, 2012-01-04 03:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 3.643, None, None, 2012-01-04 04:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 3.69, None, None, 2012-01-04 05:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 3.253, None, None, 2012-01-04 06:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 3.51, None, None, 2012-01-04 07:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.409, None, None, 2012-01-04 08:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.841, None, None, 2012-01-04 09:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.311, None, None, 2012-01-04 10:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.886, None, None, 2012-01-04 11:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.574, None, None, 2012-01-04 12:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.404, None, None, 2012-01-04 13:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.252, None, None, 2012-01-04 14:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.489, None, None, 2012-01-04 15:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.028, None, None, 2012-01-04 16:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.264, None, None, 2012-01-04 17:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.482, None, None, 2012-01-04 18:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.107, None, None, 2012-01-04 19:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.429, None, None, 2012-01-04 20:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.239, None, None, 2012-01-04 21:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.315, None, None, 2012-01-04 22:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.173, None, None, 2012-01-04 23:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.217, None, None, 2012-01-05 00:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.715, None, None, 2012-01-05 01:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.271, None, None, 2012-01-05 02:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.215, None, None, 2012-01-05 03:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.04, None, None, 2012-01-05 04:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.211, None, None, 2012-01-05 05:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.39, None, None, 2012-01-05 06:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.646, None, None, 2012-01-05 07:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.958, None, None, 2012-01-05 08:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.261, None, None, 2012-01-05 09:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.394, None, None, 2012-01-05 10:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.716, None, None, 2012-01-05 11:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.602, None, None, 2012-01-05 12:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.981, None, None, 2012-01-05 13:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.63, None, None, 2012-01-05 14:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.887, None, None, 2012-01-05 15:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.811, None, None, 2012-01-05 16:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.829, None, None, 2012-01-05 17:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.677, None, None, 2012-01-05 18:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.592, None, None, 2012-01-05 19:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.583, None, None, 2012-01-05 20:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.592, None, None, 2012-01-05 21:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.763, None, None, 2012-01-05 22:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.839, None, None, 2012-01-05 23:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.446, None, None, 2012-01-06 00:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.962, None, None, 2012-01-06 01:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.009, None, None, 2012-01-06 02:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.199, None, None, 2012-01-06 03:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.446, None, None, 2012-01-06 04:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.721, None, None, 2012-01-06 05:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.112, None, None, 2012-01-06 06:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.502, None, None, 2012-01-06 07:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.673, None, None, 2012-01-06 08:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.483, None, None, 2012-01-06 09:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.32, None, None, 2012-01-06 10:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.159, None, None, 2012-01-06 11:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.035, None, None, 2012-01-06 12:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.826, None, None, 2012-01-06 13:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.845, None, None, 2012-01-06 14:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.912, None, None, 2012-01-06 15:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.121, None, None, 2012-01-06 16:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.235, None, None, 2012-01-06 17:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.388, None, None, 2012-01-06 18:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.444, None, None, 2012-01-06 19:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.569, None, None, 2012-01-06 20:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.616, None, None, 2012-01-06 21:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.635, None, None, 2012-01-06 22:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.893, None, None, 2012-01-06 23:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.683, None, None, 2012-01-07 00:00:00, None, None, None, None, None, None, None, None, None, None, 74.0
None, -3.654, None, None, 2012-01-07 01:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.836, None, None, 2012-01-07 02:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.912, None, None, 2012-01-07 03:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.673, None, None, 2012-01-07 04:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.616, None, None, 2012-01-07 05:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.454, None, None, 2012-01-07 06:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.473, None, None, 2012-01-07 07:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.473, None, None, 2012-01-07 08:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.244, None, None, 2012-01-07 09:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.997, None, None, 2012-01-07 10:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.892, None, None, 2012-01-07 11:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.788, None, None, 2012-01-07 12:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.664, None, None, 2012-01-07 13:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.617, None, None, 2012-01-07 14:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.541, None, None, 2012-01-07 15:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.493, None, None, 2012-01-07 16:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.256, None, None, 2012-01-07 17:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.094, None, None, 2012-01-07 18:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.905, None, None, 2012-01-07 19:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.487, None, None, 2012-01-07 20:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.213, None, None, 2012-01-07 21:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.232, None, None, 2012-01-07 22:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.655, None, None, 2012-01-07 23:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.56, None, None, 2012-01-08 00:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.731, None, None, 2012-01-08 01:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.56, None, None, 2012-01-08 02:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.419, None, None, 2012-01-08 03:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.466, None, None, 2012-01-08 04:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.438, None, None, 2012-01-08 05:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.296, None, None, 2012-01-08 06:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.173, None, None, 2012-01-08 07:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.173, None, None, 2012-01-08 08:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.158, None, None, 2012-01-08 09:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.489, None, None, 2012-01-08 10:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.877, None, None, 2012-01-08 11:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.454, None, None, 2012-01-08 12:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.974, None, None, 2012-01-08 13:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.586, None, None, 2012-01-08 14:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.765, None, None, 2012-01-08 15:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.746, None, None, 2012-01-08 16:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.135, None, None, 2012-01-08 17:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.438, None, None, 2012-01-08 18:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.145, None, None, 2012-01-08 19:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.23, None, None, 2012-01-08 20:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.116, None, None, 2012-01-08 21:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.23, None, None, 2012-01-08 22:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.6, None, None, 2012-01-08 23:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.419, None, None, 2012-01-09 00:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.003, None, None, 2012-01-09 01:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.258, None, None, 2012-01-09 02:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.125, None, None, 2012-01-09 03:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.87, None, None, 2012-01-09 04:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.983, None, None, 2012-01-09 05:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.908, None, None, 2012-01-09 06:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.946, None, None, 2012-01-09 07:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.879, None, None, 2012-01-09 08:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.898, None, None, 2012-01-09 09:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.334, None, None, 2012-01-09 10:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.789, None, None, 2012-01-09 11:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.618, None, None, 2012-01-09 12:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.665, None, None, 2012-01-09 13:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.522, None, None, 2012-01-09 14:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 2.191, None, None, 2012-01-09 15:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.841, None, None, 2012-01-09 16:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.633, None, None, 2012-01-09 17:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.539, None, None, 2012-01-09 18:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.34, None, None, 2012-01-09 19:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 1.009, None, None, 2012-01-09 20:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.716, None, None, 2012-01-09 21:00:00, None, None, None, None, None, None, None, None, None, None, None
None, 0.47, None, None, 2012-01-09 22:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.135, None, None, 2012-01-09 23:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.39, None, None, 2012-01-10 00:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -0.854, None, None, 2012-01-10 01:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.46, None, None, 2012-01-10 02:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.142, None, None, 2012-01-10 03:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.646, None, None, 2012-01-10 04:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.626, None, None, 2012-01-10 05:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.273, None, None, 2012-01-10 06:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -4.709, None, None, 2012-01-10 07:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -5.518, None, None, 2012-01-10 08:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -5.818, None, None, 2012-01-10 09:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -5.885, None, None, 2012-01-10 10:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -6.392, None, None, 2012-01-10 11:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -4.573, None, None, 2012-01-10 12:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -4.711, None, None, 2012-01-10 13:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -4.116, None, None, 2012-01-10 14:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -4.652, None, None, 2012-01-10 15:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -5.897, None, None, 2012-01-10 16:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -7.11, None, None, 2012-01-10 17:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -7.48, None, None, 2012-01-10 18:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -7.3, None, None, 2012-01-10 19:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -7.56, None, None, 2012-01-10 20:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -7.58, None, None, 2012-01-10 21:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -7.81, None, None, 2012-01-10 22:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -8.13, None, None, 2012-01-10 23:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -7.99, None, None, 2012-01-11 00:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -8.31, None, None, 2012-01-11 01:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -8.44, None, None, 2012-01-11 02:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -9.09, None, None, 2012-01-11 03:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -9.41, None, None, 2012-01-11 04:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -10.07, None, None, 2012-01-11 05:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -10.18, None, None, 2012-01-11 06:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -10.72, None, None, 2012-01-11 07:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -10.77, None, None, 2012-01-11 08:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -10.48, None, None, 2012-01-11 09:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -9.89, None, None, 2012-01-11 10:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -9.29, None, None, 2012-01-11 11:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -6.605, None, None, 2012-01-11 12:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -7.47, None, None, 2012-01-11 13:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -7.29, None, None, 2012-01-11 14:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -7.29, None, None, 2012-01-11 15:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -7.89, None, None, 2012-01-11 16:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -8.46, None, None, 2012-01-11 17:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -9.35, None, None, 2012-01-11 18:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -9.33, None, None, 2012-01-11 19:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -9.39, None, None, 2012-01-11 20:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -9.03, None, None, 2012-01-11 21:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -9.87, None, None, 2012-01-11 22:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -10.26, None, None, 2012-01-11 23:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -10.48, None, None, 2012-01-12 00:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -10.69, None, None, 2012-01-12 01:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -9.91, None, None, 2012-01-12 02:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -10.38, None, None, 2012-01-12 03:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -9.45, None, None, 2012-01-12 04:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -9.09, None, None, 2012-01-12 05:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -8.58, None, None, 2012-01-12 06:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -8.07, None, None, 2012-01-12 07:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -7.45, None, None, 2012-01-12 08:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -6.693, None, None, 2012-01-12 09:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -5.497, None, None, 2012-01-12 10:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -4.668, None, None, 2012-01-12 11:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -4.247, None, None, 2012-01-12 12:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.387, None, None, 2012-01-12 13:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.753, None, None, 2012-01-12 14:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.01, None, None, 2012-01-12 15:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.131, None, None, 2012-01-12 16:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -3.35, None, None, 2012-01-12 17:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.978, None, None, 2012-01-12 18:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.487, None, None, 2012-01-12 19:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -1.383, None, None, 2012-01-12 20:00:00, None, None, None, None, None, None, None, None, None, None, None
None, -2.113, None, None, 2012-01-12 21:00:00, None, None, None, None, None, None, None, None, None, None, None
