station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
90.0, None, None, None, 0.069, 300.3, None, None, -13.0, 907.0, None, None, None, None, None, 61.71, None, None, -11.95, None, None, None, None, 10.86, None, None, None, None, None, 2012-01-01 00:00:00, None
86.4, None, None, None, 0.069, 298.7, None, None, -15.0, 906.0, None, None, None, None, None, 61.72, None, None, -13.35, None, None, None, None, 11.91, None, None, None, None, None, 2012-01-01 01:00:00, None
85.8, None, None, None, 0.068, 298.2, None, None, -16.0, 906.0, None, None, None, None, None, 61.53, None, None, -14.25, None, None, None, None, 14.61, None, None, None, None, None, 2012-01-01 02:00:00, None
86.7, None, None, None, 0.07, 298.0, None, None, -16.0, 905.0, None, None, None, None, None, 61.73, None, None, -14.48, None, None, None, None, 8.25, None, None, None, None, None, 2012-01-01 03:00:00, None
89.2, None, None, None, 0.067, 294.4, None, None, -15.0, 905.0, None, None, None, None, None, 61.7, None, None, -13.67, None, None, None, None, 18.49, None, None, None, None, None, 2012-01-01 04:00:00, None
89.8, None, None, None, 0.07, 293.7, None, None, -14.0, 904.0, None, None, None, None, None, 61.66, None, None, -13.14, None, None, None, None, 8.88, None, None, None, None, None, 2012-01-01 05:00:00, None
89.7, None, None, None, 0.069, 291.9, None, None, -14.0, 903.0, None, None, None, None, None, 61.73, None, None, -12.82, None, None, None, None, 10.66, None, None, None, None, None, 2012-01-01 06:00:00, None
90.1, None, None, None, 0.069, 290.0, None, None, -14.0, 903.0, None, None, None, None, None, 61.67, None, None, -12.55, None, None, None, None, 10.84, None, None, None, None, None, 2012-01-01 07:00:00, None
90.5, None, None, None, 0.069, 289.5, None, None, -13.0, 902.0, None, None, None, None, None, 60.97, None, None, -12.32, None, None, None, None, 13.65, None, None, None, None, None, 2012-01-01 08:00:00, None
90.7, None, None, None, 0.07, 292.4, None, None, -13.0, 902.0, None, None, None, None, None, 62.07, None, None, -12.17, None, None, None, None, 5.807, None, None, None, None, None, 2012-01-01 09:00:00, None
91.2, None, None, None, 0.069, 295.4, None, None, -13.0, 902.0, None, None, None, None, None, 63.11, None, None, -11.9, None, None, None, None, 10.84, None, None, None, None, None, 2012-01-01 10:00:00, None
87.6, None, None, None, 0.065, 294.5, None, None, -14.0, 901.0, None, None, None, None, None, 64.0, None, None, -12.16, None, None, None, None, 23.79, None, None, None, None, None, 2012-01-01 11:00:00, None
