station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -1.579, None, None, None, None, None, 14.56, None, 19.41, 183.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 18:00:00, None, None
None, -1.082, None, None, None, None, None, 12.85, None, 22.42, 181.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 19:00:00, None, None
None, -1.283, None, None, None, None, None, 10.45, None, 22.75, 182.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 20:00:00, None, None
None, -0.929, None, None, None, None, None, 13.43, None, 27.88, 187.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 21:00:00, None, None
None, -0.823, None, None, None, None, None, 16.16, None, 23.43, 182.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 22:00:00, None, None
None, -0.346, None, None, None, None, None, 17.96, None, 25.87, 195.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 23:00:00, None, None
None, 0.142, None, None, None, None, None, 13.13, None, 35.69, 196.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 00:00:00, None, None
None, 0.811, None, None, None, None, None, 19.75, None, 31.76, 215.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 01:00:00, None, None
None, 0.945, None, None, None, None, None, 20.36, None, 33.7, 219.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 02:00:00, None, None
None, 1.548, None, None, None, None, None, 17.83, None, 37.83, 203.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 03:00:00, None, None
None, 1.51, None, None, None, None, None, 15.14, None, 34.76, 186.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 04:00:00, None, None
None, 1.683, None, None, None, None, None, 16.08, None, 32.06, 180.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 05:00:00, None, None
None, 1.424, None, None, None, None, None, 16.91, None, 31.52, 180.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 06:00:00, None, None
None, 1.616, None, None, None, None, None, 33.18, None, 24.42, 216.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 07:00:00, None, None
None, -0.525, None, None, None, None, None, 45.32, None, 11.52, 220.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 08:00:00, None, None
None, -1.042, None, None, None, None, None, 27.72, None, 16.43, 169.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 09:00:00, None, None
None, -0.736, None, None, None, None, None, 24.85, None, 21.0, 169.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 10:00:00, None, None
None, -0.909, None, None, None, None, None, 25.61, None, 17.69, 171.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 11:00:00, None, None
None, -1.129, None, None, None, None, None, 21.68, None, 16.02, 171.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 12:00:00, None, None
None, -1.12, None, None, None, None, None, 16.66, None, 18.35, 171.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 13:00:00, None, None
None, -1.292, None, None, None, None, None, 15.24, None, 19.21, 170.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 14:00:00, None, None
None, -0.89, None, None, None, None, None, 16.07, None, 19.42, 167.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 15:00:00, None, None
None, -0.671, None, None, None, None, None, 16.92, None, 18.88, 165.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 16:00:00, None, None
None, -0.488, None, None, None, None, None, 17.05, None, 18.38, 167.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 17:00:00, None, None
None, -0.718, None, None, None, None, None, 17.24, None, 4.062, 169.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 18:00:00, None, None
None, -0.604, None, None, None, None, None, 17.14, None, 0.023, 175.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 19:00:00, None, None
None, -0.747, None, None, None, None, None, 24.68, None, 0.008, 170.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 20:00:00, None, None
None, -1.542, None, None, None, None, None, 28.07, None, 20.36, 221.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 21:00:00, None, None
None, -2.251, None, None, None, None, None, 24.86, None, 41.01, 236.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 22:00:00, None, None
None, -2.914, None, None, None, None, None, 22.54, None, 46.38, 234.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 23:00:00, None, None
None, -2.933, None, None, None, None, None, 26.56, None, 30.93, 229.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 00:00:00, None, None
None, -3.384, None, None, None, None, None, 27.41, None, 28.1, 231.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 01:00:00, None, None
None, -3.682, None, None, None, None, None, 27.34, None, 24.21, 224.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 02:00:00, None, None
None, -3.906, None, None, None, None, None, 23.09, None, 31.57, 247.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 03:00:00, None, None
None, -4.021, None, None, None, None, None, 26.13, None, 27.26, 227.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 04:00:00, None, None
None, -4.738, None, None, None, None, None, 25.87, None, 33.31, 223.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 05:00:00, None, None
None, -4.923, None, None, None, None, None, 26.03, None, 31.9, 221.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 06:00:00, None, None
None, -4.991, None, None, None, None, None, 24.39, None, 29.77, 231.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 07:00:00, None, None
None, -5.958, None, None, None, None, None, 22.93, None, 38.33, 218.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 08:00:00, None, None
None, -6.302, None, None, None, None, None, 22.71, None, 42.01, 223.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 09:00:00, None, None
None, -6.371, None, None, None, None, None, 22.74, None, 40.22, 221.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 10:00:00, None, None
None, -6.538, None, None, None, None, None, 23.79, None, 30.59, 218.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 11:00:00, None, None
None, -6.519, None, None, None, None, None, 28.33, None, 21.92, 211.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 12:00:00, None, None
None, -6.233, None, None, None, None, None, 21.61, None, 30.85, 232.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 13:00:00, None, None
None, -6.106, None, None, None, None, None, 22.79, None, 25.66, 239.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 14:00:00, None, None
None, -5.801, None, None, None, None, None, 23.01, None, 24.15, 229.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 15:00:00, None, None
None, -5.586, None, None, None, None, None, 24.26, None, 24.11, 221.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 16:00:00, None, None
None, -5.664, None, None, None, None, None, 21.89, None, 21.48, 233.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 17:00:00, None, None
None, -5.968, None, None, None, None, None, 23.26, None, 19.79, 230.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 18:00:00, None, None
None, -5.791, None, None, None, None, None, 24.07, None, 16.76, 237.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 19:00:00, None, None
None, -5.87, None, None, None, None, None, 25.07, None, 16.71, 231.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 20:00:00, None, None
None, -6.085, None, None, None, None, None, 24.35, None, 16.77, 218.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 21:00:00, None, None
None, -6.331, None, None, None, None, None, 24.7, None, 16.99, 235.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 22:00:00, None, None
None, -6.223, None, None, None, None, None, 23.5, None, 15.44, 242.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 23:00:00, None, None
None, -6.184, None, None, None, None, None, 26.0, None, 9.21, 227.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 00:00:00, None, None
None, -6.351, None, None, None, None, None, 25.1, None, 11.73, 218.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 01:00:00, None, None
None, -6.45, None, None, None, None, None, 27.71, None, 11.67, 224.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 02:00:00, None, None
None, -6.736, None, None, None, None, None, 27.09, None, 12.22, 218.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 03:00:00, None, None
None, -7.33, None, None, None, None, None, 24.06, None, 18.9, 223.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 04:00:00, None, None
None, -7.66, None, None, None, None, None, 21.44, None, 19.48, 241.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 05:00:00, None, None
None, -7.91, None, None, None, None, None, 19.7, None, 19.59, 239.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 06:00:00, None, None
None, -8.28, None, None, None, None, None, 23.8, None, 18.24, 229.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 07:00:00, None, None
None, -8.06, None, None, None, None, None, 20.11, None, 16.59, 234.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 08:00:00, None, None
None, -8.27, None, None, None, None, None, 21.81, None, 17.03, 233.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 09:00:00, None, None
None, -8.08, None, None, None, None, None, 21.35, None, 13.82, 247.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 10:00:00, None, None
None, -7.91, None, None, None, None, None, 26.03, None, 9.38, 229.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 11:00:00, None, None
None, -7.86, None, None, None, None, None, 22.72, None, 11.52, 233.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 12:00:00, None, None
None, -7.63, None, None, None, None, None, 22.25, None, 11.05, 249.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 13:00:00, None, None
None, -7.36, None, None, None, None, None, 19.42, None, 9.2, 259.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 14:00:00, None, None
None, -7.25, None, None, None, None, None, 19.73, None, 6.703, 288.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 15:00:00, None, None
None, -7.47, None, None, None, None, None, 11.78, None, 5.476, 290.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 16:00:00, None, None
None, -7.62, None, None, None, None, None, 22.51, None, 4.615, 272.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 17:00:00, None, None
None, -7.79, None, None, None, None, None, 10.41, None, 4.948, 274.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 18:00:00, None, None
None, -7.76, None, None, None, None, None, 22.16, None, 6.281, 246.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 19:00:00, None, None
None, -7.87, None, None, None, None, None, 26.69, None, 5.809, 255.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 20:00:00, None, None
None, -7.84, None, None, None, None, None, 21.69, None, 5.313, 251.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 21:00:00, None, None
None, -7.78, None, None, None, None, None, 17.36, None, 7.5, 265.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 22:00:00, None, None
None, -7.83, None, None, None, None, None, 19.61, None, 6.918, 260.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 23:00:00, None, None
None, -7.8, None, None, None, None, None, 21.69, None, 4.839, 238.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 00:00:00, None, None
None, -7.86, None, None, None, None, None, 17.51, None, 6.155, 241.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 01:00:00, None, None
None, -7.79, None, None, None, None, None, 20.75, None, 6.869, 237.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 02:00:00, None, None
None, -7.72, None, None, None, None, None, 18.06, None, 10.14, 239.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 03:00:00, None, None
None, -7.61, None, None, None, None, None, 20.22, None, 9.38, 256.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 04:00:00, None, None
None, -7.56, None, None, None, None, None, 21.2, None, 8.33, 243.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 05:00:00, None, None
None, -7.65, None, None, None, None, None, 23.12, None, 6.192, 223.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 06:00:00, None, None
None, -7.59, None, None, None, None, None, 23.95, None, 7.17, 217.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 07:00:00, None, None
None, -7.36, None, None, None, None, None, 23.72, None, 9.36, 228.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 08:00:00, None, None
None, -7.06, None, None, None, None, None, 20.54, None, 11.43, 237.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 09:00:00, None, None
None, -6.686, None, None, None, None, None, 18.41, None, 14.07, 244.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 10:00:00, None, None
None, -6.458, None, None, None, None, None, 20.91, None, 11.35, 236.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 11:00:00, None, None
None, -6.234, None, None, None, None, None, 17.05, None, 12.96, 242.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 12:00:00, None, None
None, -5.762, None, None, None, None, None, 21.82, None, 12.22, 235.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 13:00:00, None, None
None, -5.263, None, None, None, None, None, 21.93, None, 13.42, 232.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 14:00:00, None, None
None, -5.204, None, None, None, None, None, 24.51, None, 15.9, 242.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 15:00:00, None, None
None, -5.068, None, None, None, None, None, 23.83, None, 17.0, 240.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 16:00:00, None, None
None, -5.019, None, None, None, None, None, 23.53, None, 16.22, 233.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 17:00:00, None, None
None, -4.66, None, None, None, None, None, 21.33, None, 18.99, 242.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 18:00:00, None, None
None, -4.311, None, None, None, None, None, 20.06, None, 20.97, 244.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 19:00:00, None, None
None, -3.77, None, None, None, None, None, 21.79, None, 19.32, 254.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 20:00:00, None, None
None, -3.412, None, None, None, None, None, 21.7, None, 19.06, 254.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 21:00:00, None, None
None, -3.008, None, None, None, None, None, 21.58, None, 16.79, 249.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 22:00:00, None, None
None, -2.711, None, None, None, None, None, 25.13, None, 13.46, 247.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 23:00:00, None, None
