station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
74.9, None, None, None, None, None, None, None, -10.0, 913.0, None, None, None, None, None, 266.8, None, -6.922, None, None, None, None, None, None, None, None, None, None, 2012-01-01 00:00:00, None
None, None, None, None, None, None, None, None, None, 912.0, None, None, None, None, None, None, None, -6.807, None, None, None, None, None, None, None, None, None, None, 2012-01-01 01:00:00, None
None, None, None, None, None, None, None, None, None, 912.0, None, None, None, None, None, None, None, -6.536, None, None, None, None, None, None, None, None, None, None, 2012-01-01 02:00:00, None
None, None, None, None, None, None, None, None, None, 911.0, None, None, None, None, None, None, None, -6.219, None, None, None, None, None, None, None, None, None, None, 2012-01-01 03:00:00, None
None, None, None, None, None, None, None, None, None, 911.0, None, None, None, None, None, None, None, -6.056, None, None, None, None, None, None, None, None, None, None, 2012-01-01 04:00:00, None
None, None, None, None, None, None, None, None, None, 909.0, None, None, None, None, None, None, None, -5.529, None, None, None, None, None, None, None, None, None, None, 2012-01-01 05:00:00, None
None, None, None, None, None, None, None, None, None, 909.0, None, None, None, None, None, None, None, -6.152, None, None, None, None, None, None, None, None, None, None, 2012-01-01 06:00:00, None
None, None, None, None, None, None, None, None, None, 908.0, None, None, None, None, None, None, None, -5.52, None, None, None, None, None, None, None, None, None, None, 2012-01-01 07:00:00, None
None, None, None, None, None, None, None, None, None, 907.0, None, None, None, None, None, None, None, -4.161, None, None, None, None, None, None, None, None, None, None, 2012-01-01 08:00:00, None
None, None, None, None, None, None, None, None, None, 907.0, None, None, None, None, None, None, None, -3.972, None, None, None, None, None, None, None, None, None, None, 2012-01-01 09:00:00, None
None, None, None, None, None, None, None, None, None, 905.0, None, None, None, None, None, None, None, -2.908, None, None, None, None, None, None, None, None, None, None, 2012-01-01 10:00:00, None
None, None, None, None, None, None, None, None, None, 904.0, None, None, None, None, None, None, None, -2.42, None, None, None, None, None, None, None, None, None, None, 2012-01-01 11:00:00, None
None, None, None, None, None, None, None, None, None, 903.0, None, None, None, None, None, None, None, -2.637, None, None, None, None, None, None, None, None, None, None, 2012-01-01 12:00:00, None
None, None, None, None, None, None, None, None, None, 901.0, None, None, None, None, None, None, None, -2.449, None, None, None, None, None, None, None, None, None, None, 2012-01-01 13:00:00, None
None, None, None, None, None, None, None, None, None, 900.0, None, None, None, None, None, None, None, -2.018, None, None, None, None, None, None, None, None, None, None, 2012-01-01 14:00:00, None
None, None, None, None, None, None, None, None, None, 899.0, None, None, None, None, None, None, None, -2.835, None, None, None, None, None, None, None, None, None, None, 2012-01-01 15:00:00, None
