station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, HEIGHT_OF_SNOW
None, None, -2.369, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 18:00:00, None, None
None, None, -2.836, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 19:00:00, None, None
None, None, -3.811, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 20:00:00, None, None
None, None, -3.962, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 21:00:00, None, None
None, None, -4.442, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 22:00:00, None, None
None, None, -4.48, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-01 23:00:00, None, None
None, None, -4.461, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 00:00:00, None, None
None, None, -4.63, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 01:00:00, None, None
None, None, -4.311, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 02:00:00, None, None
None, None, -4.49, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 03:00:00, None, None
None, None, -4.309, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 04:00:00, None, None
None, None, -4.442, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 05:00:00, None, None
None, None, -3.642, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 06:00:00, None, None
None, None, -3.924, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 07:00:00, None, None
None, None, -3.765, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 08:00:00, None, None
None, None, -4.131, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 09:00:00, None, None
None, None, -3.568, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 10:00:00, None, None
None, None, -1.418, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 11:00:00, None, None
None, None, -0.049, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 12:00:00, None, None
None, None, 0.268, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 13:00:00, None, None
None, None, 0.27, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 14:00:00, None, None
None, None, 0.306, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 15:00:00, None, None
None, None, 0.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 16:00:00, None, None
None, None, -0.02, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 17:00:00, None, None
None, None, 0.221, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 18:00:00, None, None
None, None, 0.286, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 19:00:00, None, None
None, None, 0.193, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 20:00:00, None, None
None, None, 0.026, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 21:00:00, None, None
None, None, 0.11, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 22:00:00, None, None
None, None, 0.211, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-02 23:00:00, None, None
None, None, 0.174, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 00:00:00, None, None
None, None, 0.258, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 01:00:00, None, None
None, None, 0.295, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 02:00:00, None, None
None, None, 0.23, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 03:00:00, None, None
None, None, 0.239, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 04:00:00, None, None
None, None, 0.239, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 05:00:00, None, None
None, None, 0.072, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 06:00:00, None, None
None, None, 0.025, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 07:00:00, None, None
None, None, -0.551, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 08:00:00, None, None
None, None, -0.644, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 09:00:00, None, None
None, None, -0.467, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 10:00:00, None, None
None, None, 0.342, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 11:00:00, None, None
None, None, 0.707, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 12:00:00, None, None
None, None, 0.568, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 13:00:00, None, None
None, None, 0.465, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 14:00:00, None, None
None, None, 0.195, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 15:00:00, None, None
None, None, 0.185, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 16:00:00, None, None
None, None, 0.351, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 17:00:00, None, None
None, None, 0.184, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 18:00:00, None, None
None, None, 0.007, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 19:00:00, None, None
None, None, 0.063, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 20:00:00, None, None
None, None, 0.174, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 21:00:00, None, None
None, None, 0.388, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 22:00:00, None, None
None, None, 0.546, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-03 23:00:00, None, None
None, None, 0.76, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 00:00:00, None, None
None, None, 0.798, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 01:00:00, None, None
None, None, 0.741, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 02:00:00, None, None
None, None, 0.965, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 03:00:00, None, None
None, None, 1.309, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 04:00:00, None, None
None, None, 0.593, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 05:00:00, None, None
None, None, 1.086, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 06:00:00, None, None
None, None, 1.532, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 07:00:00, None, None
None, None, 1.505, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 08:00:00, None, None
None, None, 1.514, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 09:00:00, None, None
None, None, 1.012, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 10:00:00, None, None
None, None, 0.603, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 11:00:00, None, None
None, None, 0.203, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 12:00:00, None, None
None, None, 0.119, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 13:00:00, None, None
None, None, 0.128, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 14:00:00, None, None
None, None, 0.119, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 15:00:00, None, None
None, None, 0.054, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 16:00:00, None, None
None, None, 0.24, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 17:00:00, None, None
None, None, 0.304, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 18:00:00, None, None
None, None, 0.63, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 19:00:00, None, None
None, None, 0.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 20:00:00, None, None
None, None, 1.169, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 21:00:00, None, None
None, None, 1.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 22:00:00, None, None
None, None, 1.225, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-04 23:00:00, None, None
None, None, 0.946, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 00:00:00, None, None
None, None, -0.039, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 01:00:00, None, None
None, None, -0.393, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 02:00:00, None, None
None, None, -0.616, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 03:00:00, None, None
None, None, -0.83, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 04:00:00, None, None
None, None, -0.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 05:00:00, None, None
None, None, -1.361, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 06:00:00, None, None
None, None, -1.436, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 07:00:00, None, None
None, None, -1.604, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 08:00:00, None, None
None, None, -2.294, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 09:00:00, None, None
None, None, -2.452, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 10:00:00, None, None
None, None, -2.788, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 11:00:00, None, None
None, None, -3.06, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 12:00:00, None, None
None, None, -3.003, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 13:00:00, None, None
None, None, -2.741, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 14:00:00, None, None
None, None, -2.648, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 15:00:00, None, None
None, None, -2.489, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 16:00:00, None, None
None, None, -2.471, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 17:00:00, None, None
None, None, -2.686, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 18:00:00, None, None
None, None, -2.593, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 19:00:00, None, None
None, None, -2.845, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 20:00:00, None, None
None, None, -2.836, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 21:00:00, None, None
None, None, -3.089, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 22:00:00, None, None
None, None, -3.088, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-05 23:00:00, None, None
None, None, -2.995, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 00:00:00, None, None
None, None, -3.061, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 01:00:00, None, None
None, None, -3.295, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 02:00:00, None, None
None, None, -3.295, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 03:00:00, None, None
None, None, -3.567, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 04:00:00, None, None
None, None, -3.886, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 05:00:00, None, None
None, None, -4.178, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 06:00:00, None, None
None, None, -4.329, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 07:00:00, None, None
None, None, -4.404, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 08:00:00, None, None
None, None, -4.385, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 09:00:00, None, None
None, None, -4.234, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 10:00:00, None, None
None, None, -4.036, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 11:00:00, None, None
None, None, -3.828, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 12:00:00, None, None
None, None, -3.969, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 13:00:00, None, None
None, None, -3.904, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 14:00:00, None, None
None, None, -4.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 15:00:00, None, None
None, None, -4.243, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 16:00:00, None, None
None, None, -4.413, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 17:00:00, None, None
None, None, -4.536, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 18:00:00, None, None
None, None, -4.526, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 19:00:00, None, None
None, None, -4.574, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 20:00:00, None, None
None, None, -4.678, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 21:00:00, None, None
None, None, -4.678, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 22:00:00, None, None
None, None, -4.687, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-06 23:00:00, None, None
None, None, -4.602, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, 2012-01-07 00:00:00, None, 154.6
None, None, -4.65, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 01:00:00, None, None
None, None, -4.687, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 02:00:00, None, None
None, None, -4.725, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 03:00:00, None, None
None, None, -4.697, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 04:00:00, None, None
None, None, -4.659, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 05:00:00, None, None
None, None, -4.612, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 06:00:00, None, None
None, None, -4.47, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 07:00:00, None, None
None, None, -4.348, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 08:00:00, None, None
None, None, -4.009, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 09:00:00, None, None
None, None, -3.868, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 10:00:00, None, None
None, None, -3.736, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 11:00:00, None, None
None, None, -3.454, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 12:00:00, None, None
None, None, -3.369, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 13:00:00, None, None
None, None, -3.181, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 14:00:00, None, None
None, None, -3.387, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 15:00:00, None, None
None, None, -2.976, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 16:00:00, None, None
None, None, -2.967, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 17:00:00, None, None
None, None, -2.734, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 18:00:00, None, None
None, None, -2.369, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 19:00:00, None, None
None, None, -1.968, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 20:00:00, None, None
None, None, -1.641, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 21:00:00, None, None
None, None, -1.185, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 22:00:00, None, None
None, None, -0.877, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-07 23:00:00, None, None
None, None, -0.273, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 00:00:00, None, None
None, None, -0.579, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 01:00:00, None, None
None, None, -0.784, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 02:00:00, None, None
None, None, -0.774, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 03:00:00, None, None
None, None, -0.737, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 04:00:00, None, None
None, None, -0.617, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 05:00:00, None, None
None, None, -0.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 06:00:00, None, None
None, None, -0.123, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 07:00:00, None, None
None, None, 0.434, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 08:00:00, None, None
None, None, 0.388, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 09:00:00, None, None
None, None, 0.881, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 10:00:00, None, None
None, None, 0.715, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 11:00:00, None, None
None, None, 0.893, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 12:00:00, None, None
None, None, 0.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 13:00:00, None, None
None, None, 0.409, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 14:00:00, None, None
None, None, 0.753, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 15:00:00, None, None
None, None, 0.446, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 16:00:00, None, None
None, None, 0.417, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 17:00:00, None, None
None, None, 0.351, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 18:00:00, None, None
None, None, 0.24, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 19:00:00, None, None
None, None, 0.472, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 20:00:00, None, None
None, None, 0.38, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 21:00:00, None, None
None, None, 0.193, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 22:00:00, None, None
None, None, 0.416, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-08 23:00:00, None, None
None, None, 0.482, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 00:00:00, None, None
None, None, 0.76, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 01:00:00, None, None
None, None, 0.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 02:00:00, None, None
None, None, 0.844, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 03:00:00, None, None
None, None, 0.63, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 04:00:00, None, None
None, None, 0.454, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 05:00:00, None, None
None, None, 0.584, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 06:00:00, None, None
None, None, 0.584, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 07:00:00, None, None
None, None, 0.798, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 08:00:00, None, None
None, None, 0.807, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 09:00:00, None, None
None, None, 2.286, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 10:00:00, None, None
None, None, 2.661, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 11:00:00, None, None
None, None, 2.29, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 12:00:00, None, None
None, None, 2.383, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 13:00:00, None, None
None, None, 2.048, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 14:00:00, None, None
None, None, 1.181, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 15:00:00, None, None
None, None, 1.73, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 16:00:00, None, None
None, None, 0.659, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 17:00:00, None, None
None, None, 0.324, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 18:00:00, None, None
None, None, 0.063, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 19:00:00, None, None
None, None, 0.035, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 20:00:00, None, None
None, None, -0.197, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 21:00:00, None, None
None, None, -0.43, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 22:00:00, None, None
None, None, -0.625, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-09 23:00:00, None, None
None, None, -1.435, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-10 00:00:00, None, None
None, None, -1.976, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-10 01:00:00, None, None
None, None, -2.461, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-10 02:00:00, None, None
None, None, -2.845, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-10 03:00:00, None, None
None, None, -3.294, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-10 04:00:00, None, None
None, None, -3.585, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-10 05:00:00, None, None
None, None, -3.886, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-10 06:00:00, None, None
None, None, -5.103, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-10 07:00:00, None, None
None, None, -6.561, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-10 08:00:00, None, None
None, None, -6.84, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2012-01-10 09:00:00, None, None
