station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
91.4, None, None, None, 5.915, 5.717, None, None, -3.0, 964.0, None, None, None, None, None, 48.77, None, None, -2.368, None, None, None, None, 26.97, None, None, None, None, None, None, 2012-01-01 00:00:00, None
90.0, None, None, None, 5.227, 11.41, None, None, -4.0, 963.0, None, None, None, None, None, 48.77, None, None, -2.417, None, None, None, None, 28.38, None, None, None, None, None, None, 2012-01-01 01:00:00, None
93.7, None, None, None, 4.034, 4.456, None, None, -3.0, 965.0, None, None, None, None, None, 48.79, None, None, -2.422, None, None, None, None, 24.13, None, None, None, None, None, None, 2012-01-01 02:00:00, None
90.5, None, None, None, 5.251, 19.59, None, None, -3.0, 965.0, None, None, None, None, None, 48.73, None, None, -2.264, None, None, None, None, 25.01, None, None, None, None, None, None, 2012-01-01 03:00:00, None
90.0, None, None, None, 5.755, 20.46, None, None, -4.0, 965.0, None, None, None, None, None, 48.76, None, None, -2.28, None, None, None, None, 29.53, None, None, None, None, None, None, 2012-01-01 04:00:00, None
90.1, None, None, None, 5.0, 7.756, None, None, -4.0, 965.0, None, None, None, None, None, 48.83, None, None, -2.264, None, None, None, None, 29.29, None, None, None, None, None, None, 2012-01-01 05:00:00, None
90.0, None, None, None, 4.967, 12.54, None, None, -3.0, 964.0, None, None, None, None, None, 48.75, None, None, -2.167, None, None, None, None, 25.62, None, None, None, None, None, None, 2012-01-01 06:00:00, None
86.9, None, None, None, 5.742, 18.27, None, None, -4.0, 964.0, None, None, None, None, None, 48.72, None, None, -1.935, None, None, None, None, 26.73, None, None, None, None, None, None, 2012-01-01 07:00:00, None
85.2, None, None, None, 6.408, 15.98, None, None, -4.0, 964.0, None, None, None, None, None, 48.71, None, None, -1.885, None, None, None, None, 29.23, None, None, None, None, None, None, 2012-01-01 08:00:00, None
89.9, None, None, None, 5.944, 17.12, None, None, -3.0, 965.0, None, None, None, None, None, 48.69, None, None, -1.765, None, None, None, None, 27.15, None, None, None, None, None, None, 2012-01-01 09:00:00, None
