station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
93.9, None, None, None, 0.471, 346.0, None, None, -11.0, 852.0, None, None, None, None, None, 73.48, None, None, -10.02, None, None, None, None, 18.2, None, None, None, None, None, None, 2012-01-01 00:00:00, None
93.8, None, None, None, 1.036, 339.7, None, None, -10.0, 852.0, None, None, None, None, None, 73.41, None, None, -9.26, None, None, None, None, 20.44, None, None, None, None, None, None, 2012-01-01 01:00:00, None
93.0, None, None, None, 1.033, 336.7, None, None, -10.0, 852.0, None, None, None, None, None, 73.27, None, None, -9.53, None, None, None, None, 21.65, None, None, None, None, None, None, 2012-01-01 02:00:00, None
92.9, None, None, None, 0.751, 344.8, None, None, -11.0, 853.0, None, None, None, None, None, 73.17, None, None, -9.82, None, None, None, None, 18.3, None, None, None, None, None, None, 2012-01-01 03:00:00, None
93.1, None, None, None, 0.78, 338.7, None, None, -10.0, 853.0, None, None, None, None, None, 73.17, None, None, -9.45, None, None, None, None, 15.2, None, None, None, None, None, None, 2012-01-01 04:00:00, None
93.0, None, None, None, 0.296, 346.9, None, None, -10.0, 853.0, None, None, None, None, None, 73.09, None, None, -9.49, None, None, None, None, 12.74, None, None, None, None, None, None, 2012-01-01 05:00:00, None
93.2, None, None, None, 0.273, 346.5, None, None, -10.0, 853.0, None, None, None, None, None, 72.88, None, None, -9.12, None, None, None, None, 15.75, None, None, None, None, None, None, 2012-01-01 06:00:00, None
93.2, None, None, None, 0.405, 345.0, None, None, -10.0, 853.0, None, None, None, None, None, 72.6, None, None, -8.76, None, None, None, None, 14.73, None, None, None, None, None, None, 2012-01-01 07:00:00, None
93.1, None, None, None, 0.237, 350.5, None, None, -9.0, 854.0, None, None, None, None, None, 72.67, None, None, -8.65, None, None, None, None, 23.15, None, None, None, None, None, None, 2012-01-01 08:00:00, None
92.0, None, None, None, 0.246, 350.6, None, None, -9.0, 854.0, None, None, None, None, None, 72.57, None, None, -7.952, None, None, None, None, 17.75, None, None, None, None, None, None, 2012-01-01 09:00:00, None
87.8, None, None, None, 0.266, 355.9, None, None, -8.0, 855.0, None, None, None, None, None, 72.33, None, None, -6.817, None, None, None, None, 24.86, None, None, None, None, None, None, 2012-01-01 10:00:00, None
79.34, None, None, None, 0.774, 5.942, None, None, -8.0, 855.0, None, None, None, None, None, 72.3, None, None, -5.007, None, None, None, None, 37.16, None, None, None, None, None, None, 2012-01-01 11:00:00, None
82.9, None, None, None, 1.319, 3.047, None, None, -7.0, 855.0, None, None, None, None, None, 72.41, None, None, -5.003, None, None, None, None, 41.47, None, None, None, None, None, None, 2012-01-01 12:00:00, None
83.3, None, None, None, 1.067, 6.07, None, None, -7.0, 854.0, None, None, None, None, None, 72.32, None, None, -4.846, None, None, None, None, 42.13, None, None, None, None, None, None, 2012-01-01 13:00:00, None
84.5, None, None, None, 0.79, 0.166, None, None, -7.0, 855.0, None, None, None, None, None, 72.33, None, None, -5.154, None, None, None, None, 36.79, None, None, None, None, None, None, 2012-01-01 14:00:00, None
87.3, None, None, None, 0.615, 354.8, None, None, -7.0, 855.0, None, None, None, None, None, 72.2, None, None, -5.609, None, None, None, None, 34.42, None, None, None, None, None, None, 2012-01-01 15:00:00, None
91.8, None, None, None, 0.603, 351.8, None, None, -8.0, 855.0, None, None, None, None, None, 72.19, None, None, -6.708, None, None, None, None, 29.75, None, None, None, None, None, None, 2012-01-01 16:00:00, None
