station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time
81.3, None, None, None, None, None, None, None, -12.0, None, None, None, None, None, None, 58.44, None, None, -9.86, None, None, None, None, None, None, None, None, None, 2012-01-01 00:00:00
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -9.86, None, None, None, None, None, None, None, None, None, 2012-01-01 01:00:00
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -9.81, None, None, None, None, None, None, None, None, None, 2012-01-01 02:00:00
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -9.76, None, None, None, None, None, None, None, None, None, 2012-01-01 03:00:00
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -9.55, None, None, None, None, None, None, None, None, None, 2012-01-01 04:00:00
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -9.35, None, None, None, None, None, None, None, None, None, 2012-01-01 05:00:00
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -9.24, None, None, None, None, None, None, None, None, None, 2012-01-01 06:00:00
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -9.12, None, None, None, None, None, None, None, None, None, 2012-01-01 07:00:00
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -9.08, None, None, None, None, None, None, None, None, None, 2012-01-01 08:00:00
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -8.77, None, None, None, None, None, None, None, None, None, 2012-01-01 09:00:00
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -8.61, None, None, None, None, None, None, None, None, None, 2012-01-01 10:00:00
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -8.3, None, None, None, None, None, None, None, None, None, 2012-01-01 11:00:00
