WDIR_VECT,time,TEMP_MEAN,week_of_year
188.5,2022-01-08 00:00:00, None,2
198.1,2022-01-08 01:00:00, None,2
353.7,2022-01-08 02:00:00, None,2
6.7,2022-01-08 03:00:00, None,2
0.9,2022-01-08 04:00:00, None,2
6.2,2022-01-08 05:00:00, None,2
4.7,2022-01-08 06:00:00, None,2
5.8,2022-01-08 07:00:00, None,2
9.7,2022-01-08 08:00:00, None,2
8.1,2022-01-08 09:00:00, None,2
18.6,2022-01-08 10:00:00, None,2
45.4,2022-01-08 11:00:00, None,2
32.6,2022-01-08 12:00:00, None,2
24.1,2022-01-08 13:00:00, None,2
12.4,2022-01-08 14:00:00, None,2
13.4,2022-01-08 15:00:00, None,2
17.0,2022-01-08 16:00:00, None,2
18.2,2022-01-08 17:00:00, None,2
14.1,2022-01-08 18:00:00, None,2
15.3,2022-01-08 19:00:00, None,2
14.8,2022-01-08 20:00:00, None,2
13.6,2022-01-08 21:00:00, None,2
13.1,2022-01-08 22:00:00, None,2
14.3,2022-01-08 23:00:00, None,2
16.4,2022-01-09 00:00:00, None,2
9.6,2022-01-09 01:00:00, None,2
4.0,2022-01-09 02:00:00, None,2
7.1,2022-01-09 03:00:00, None,2
10.4,2022-01-09 04:00:00, None,2
12.6,2022-01-09 05:00:00, None,2
26.1,2022-01-09 06:00:00, None,2
23.3,2022-01-09 07:00:00, None,2
21.7,2022-01-09 08:00:00, None,2
26.9,2022-01-09 09:00:00, None,2
19.1,2022-01-09 10:00:00, None,2
74.3,2022-01-09 11:00:00, None,2
82.3,2022-01-09 12:00:00, None,2
36.9,2022-01-09 13:00:00, None,2
47.0,2022-01-09 14:00:00, None,2
348.8,2022-01-09 15:00:00, None,2
270.6,2022-01-09 16:00:00, None,2
94.7,2022-01-09 17:00:00, None,2
12.7,2022-01-09 18:00:00, None,2
7.6,2022-01-09 19:00:00, None,2
4.7,2022-01-09 20:00:00, None,2
358.1,2022-01-09 21:00:00, None,2
14.6,2022-01-09 22:00:00, None,2
8.2,2022-01-09 23:00:00, None,2
27.0,2022-01-10 00:00:00, None,2
210.3,2022-01-10 01:00:00, None,2
21.4,2022-01-10 02:00:00, None,2
19.4,2022-01-10 03:00:00, None,2
13.9,2022-01-10 04:00:00, None,2
8.3,2022-01-10 05:00:00, None,2
193.4,2022-01-10 06:00:00, None,2
152.1,2022-01-10 07:00:00, None,2
220.0,2022-01-10 08:00:00, None,2
7.2,2022-01-10 09:00:00, None,2
16.6,2022-01-10 10:00:00, None,2
31.1,2022-01-10 11:00:00, None,2
23.6,2022-01-10 12:00:00, None,2
18.4,2022-01-10 13:00:00, None,2
16.4,2022-01-10 14:00:00, None,2
21.0,2022-01-10 15:00:00, None,2
17.0,2022-01-10 16:00:00, None,2
18.0,2022-01-10 17:00:00, None,2
19.6,2022-01-10 18:00:00, None,2
17.0,2022-01-10 19:00:00, None,2
14.8,2022-01-10 20:00:00, None,2
27.5,2022-01-10 21:00:00, None,2
12.9,2022-01-10 22:00:00, None,2
356.9,2022-01-10 23:00:00, None,2
14.4,2022-01-11 00:00:00, None,2
6.6,2022-01-11 01:00:00, None,2
26.2,2022-01-11 02:00:00, None,2
27.8,2022-01-11 03:00:00, None,2
30.6,2022-01-11 04:00:00, None,2
37.8,2022-01-11 05:00:00, None,2
10.1,2022-01-11 06:00:00, None,2
20.3,2022-01-11 07:00:00, None,2
11.3,2022-01-11 08:00:00, None,2
5.6,2022-01-11 09:00:00, None,2
9.0,2022-01-11 10:00:00, None,2
10.0,2022-01-11 11:00:00, None,2
8.2,2022-01-11 12:00:00, None,2
1.8,2022-01-11 13:00:00, None,2
7.8,2022-01-11 14:00:00, None,2
10.0,2022-01-11 15:00:00, None,2
5.0,2022-01-11 16:00:00, None,2
4.3,2022-01-11 17:00:00, None,2
6.8,2022-01-11 18:00:00, None,2
7.4,2022-01-11 19:00:00, None,2
7.4,2022-01-11 20:00:00, None,2
