time,HUMIDITY,week_of_year
2022-01-08 00:00:00,80.8,2
2022-01-08 01:00:00,80.1,2
2022-01-08 02:00:00,78.8,2
2022-01-08 03:00:00,80.2,2
2022-01-08 04:00:00,80.1,2
2022-01-08 05:00:00,80.8,2
2022-01-08 06:00:00,78.6,2
2022-01-08 07:00:00,78.6,2
2022-01-08 08:00:00,78.4,2
2022-01-08 09:00:00,78.1,2
2022-01-08 10:00:00,77.5,2
2022-01-08 11:00:00,76.5,2
2022-01-08 12:00:00,74.6,2
2022-01-08 13:00:00,71.4,2
2022-01-08 14:00:00,72.4,2
2022-01-08 15:00:00,73.7,2
2022-01-08 16:00:00,73.8,2
2022-01-08 17:00:00,74.7,2
2022-01-08 18:00:00,76.9,2
2022-01-08 19:00:00,77.1,2
2022-01-08 20:00:00,76.5,2
2022-01-08 21:00:00,76.6,2
2022-01-08 22:00:00,77.3,2
2022-01-08 23:00:00,77.8,2
2022-01-09 00:00:00,78.5,2
2022-01-09 01:00:00,78.4,2
2022-01-09 02:00:00,78.5,2
2022-01-09 03:00:00,78.4,2
2022-01-09 04:00:00,77.9,2
2022-01-09 05:00:00,77.0,2
2022-01-09 06:00:00,77.3,2
2022-01-09 07:00:00,77.3,2
2022-01-09 08:00:00,76.7,2
2022-01-09 09:00:00,76.3,2
2022-01-09 10:00:00,75.5,2
2022-01-09 11:00:00,74.4,2
2022-01-09 12:00:00,73.8,2
2022-01-09 13:00:00,73.2,2
2022-01-09 14:00:00,73.1,2
2022-01-09 15:00:00,74.3,2
2022-01-09 16:00:00,74.8,2
2022-01-09 17:00:00,73.8,2
2022-01-09 18:00:00,73.2,2
2022-01-09 19:00:00,72.9,2
2022-01-09 20:00:00,74.5,2
2022-01-09 21:00:00,77.0,2
2022-01-09 22:00:00,79.9,2
2022-01-09 23:00:00,79.6,2
2022-01-10 00:00:00,78.5,2
2022-01-10 01:00:00,75.9,2
2022-01-10 02:00:00,75.1,2
2022-01-10 03:00:00,75.4,2
2022-01-10 04:00:00,75.9,2
2022-01-10 05:00:00,77.3,2
2022-01-10 06:00:00,77.8,2
2022-01-10 07:00:00,78.0,2
2022-01-10 08:00:00,79.6,2
2022-01-10 09:00:00,82.8,2
2022-01-10 10:00:00,77.0,2
2022-01-10 11:00:00,74.9,2
2022-01-10 12:00:00,76.1,2
2022-01-10 13:00:00,79.3,2
2022-01-10 14:00:00,79.3,2
2022-01-10 15:00:00,78.5,2
2022-01-10 16:00:00,80.2,2
2022-01-10 17:00:00,82.5,2
2022-01-10 18:00:00,89.6,2
2022-01-10 19:00:00,87.9,2
2022-01-10 20:00:00,92.7,2
2022-01-10 21:00:00,90.2,2
2022-01-10 22:00:00,80.5,2
2022-01-10 23:00:00,73.2,2
2022-01-11 00:00:00,65.4,2
2022-01-11 01:00:00,65.8,2
2022-01-11 02:00:00,76.5,2
2022-01-11 03:00:00,73.9,2
2022-01-11 04:00:00,80.6,2
2022-01-11 05:00:00,91.0,2
2022-01-11 06:00:00,96.2,2
2022-01-11 07:00:00,96.6,2
2022-01-11 08:00:00,97.8,2
2022-01-11 09:00:00,97.8,2
2022-01-11 10:00:00,97.9,2
2022-01-11 11:00:00,97.5,2
2022-01-11 12:00:00,96.8,2
2022-01-11 13:00:00,92.5,2
2022-01-11 14:00:00,88.4,2
2022-01-11 15:00:00,90.0,2
2022-01-11 16:00:00,71.7,2
2022-01-11 17:00:00,66.3,2
2022-01-11 18:00:00,75.9,2
2022-01-11 19:00:00,80.4,2
2022-01-11 20:00:00,91.3,2
2022-01-11 21:00:00,95.4,2
2022-01-11 22:00:00,86.9,2
2022-01-11 23:00:00,88.1,2
2022-01-12 00:00:00,88.6,2
2022-01-12 01:00:00,94.3,2
2022-01-12 02:00:00,95.8,2
2022-01-12 03:00:00,93.3,2
2022-01-12 04:00:00,94.1,2
2022-01-12 05:00:00,96.4,2
2022-01-12 06:00:00,97.3,2
2022-01-12 07:00:00,95.4,2
