pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,week_of_year
None, None, None, -2.3, 72.0, -8.0, -4.1, -4.2, None, 0.0, 0.0,2021-04-23 00:00:00, -6999.0,17
None, None, None, -2.3, 74.0, -8.0, -4.7, -4.7, None, 0.0, 0.0,2021-04-23 01:00:00, -6999.0,17
None, None, None, -2.3, 71.0, -9.0, -4.7, -4.8, None, 0.0, 0.0,2021-04-23 02:00:00, -6999.0,17
None, None, None, -2.3, 73.0, -8.0, -4.8, -4.9, None, 0.0, 0.0,2021-04-23 03:00:00, -6999.0,17
None, None, None, -2.3, 71.0, -9.0, -5.0, -5.1, None, 0.0, 0.0,2021-04-23 04:00:00, -6999.0,17
None, None, None, -2.3, 72.0, -9.0, -5.0, -5.1, None, 0.0, 0.0,2021-04-23 05:00:00, -6999.0,17
None, None, None, -2.3, 71.0, -9.0, -5.1, -5.1, None, 0.0, 0.0,2021-04-23 06:00:00, -6999.0,17
None, None, None, -5.0, 72.0, -9.0, -5.2, -5.2, None, 0.0, 0.0,2021-04-23 07:00:00, -6999.0,17
None, -4.69, 70.39, -4.7, 70.0, -9.0, -4.7, -5.2, -9.0, 0.0, 0.0,2021-04-23 08:00:00, -6999.0,17
None, -3.165, 62.11, -3.3, 62.0, -9.0, -3.2, -5.2, -9.0, 0.0, 0.0,2021-04-23 09:00:00, -6999.0,17
None, -2.699, 60.45, -2.3, 60.0, -9.0, -2.7, -5.2, -9.0, 0.0, 0.0,2021-04-23 10:00:00, -6999.0,17
None, -1.934, 61.7, -1.7, 62.0, -8.0, -1.9, -5.2, -8.0, 0.0, 0.0,2021-04-23 11:00:00, -6999.0,17
None, -1.71, 60.5, -1.5, 61.0, -8.0, -1.7, -5.2, -8.0, 0.0, 0.0,2021-04-23 12:00:00, -6999.0,17
None, -0.733, 58.45, -0.7, 58.0, -7.0, -0.7, -5.2, -7.0, 0.0, 0.0,2021-04-23 13:00:00, -6999.0,17
0.0, 1.424, 55.41, 2.3, 55.0, -7.0, 1.4, -5.2, -7.0, 0.0, 0.0,2021-04-23 14:00:00, -6999.0,17
0.0, 3.237, 52.28, 3.3, 52.0, -5.0, 3.2, -5.2, -5.0, 0.0, 0.0,2021-04-23 15:00:00, -6999.0,17
0.0, 3.672, 53.56, 3.7, 54.0, -5.0, 3.7, -5.2, -5.0, 0.0, 0.0,2021-04-23 16:00:00, -6999.0,17
0.0, 3.845, 53.49, 4.5, 53.0, -5.0, 3.8, -5.2, -5.0, 0.0, 0.0,2021-04-23 17:00:00, -6999.0,17
0.0, 3.535, 58.01, 4.5, 58.0, -4.0, 3.5, -5.2, -4.0, 0.0, 0.0,2021-04-23 18:00:00, -6999.0,17
0.0, 2.682, 64.03, 4.0, 64.0, -3.0, 2.7, 2.7, -3.0, 0.0, 0.0,2021-04-23 19:00:00, -6999.0,17
0.0, 1.018, 70.47, 4.0, 70.0, -4.0, 1.0, 1.0, -4.0, 0.0, 0.0,2021-04-23 20:00:00, -6999.0,17
0.2, -0.545, 83.3, 4.0, 83.0, -3.0, -0.5, -0.5, -3.0, 0.2, 0.0,2021-04-23 21:00:00, -6999.0,17
0.5, -1.054, 88.1, 4.0, 88.0, -3.0, -1.1, -1.1, -3.0, 0.3, 0.0,2021-04-23 22:00:00, -6999.0,17
1.0, -1.591, 93.4, 4.0, 93.0, -2.0, -1.6, -1.7, -2.0, 0.5, 0.0,2021-04-23 23:00:00, -6999.0,17
1.0, -1.949, 92.3, 4.0, 92.0, -3.0, -1.9, -1.9, -3.0, 0.0, 0.0,2021-04-24 00:00:00, -6999.0,17
1.3, -2.338, 92.7, 4.0, 93.0, -3.0, -2.3, -2.3, -3.0, 0.3, 0.0,2021-04-24 01:00:00, -6999.0,17
1.5, -2.392, 93.1, 4.0, 93.0, -3.0, -2.4, -2.5, -3.0, 0.2, 0.0,2021-04-24 02:00:00, -6999.0,17
1.5, -2.358, 92.1, 4.0, 92.0, -3.0, -2.4, -2.5, -3.0, 0.0, 0.0,2021-04-24 03:00:00, -6999.0,17
1.5, -2.527, 89.9, 4.0, 90.0, -4.0, -2.5, -2.5, -4.0, 0.1, 0.0,2021-04-24 04:00:00, -6999.0,17
1.5, -2.593, 84.8, 4.0, 85.0, -5.0, -2.6, -2.6, -5.0, 0.1, 0.0,2021-04-24 05:00:00, -6999.0,17
1.5, -2.585, 82.6, 4.0, 83.0, -5.0, -2.6, -2.7, -5.0, 0.0, 0.0,2021-04-24 06:00:00, -6999.0,17
1.5, -2.613, 81.7, -2.6, 82.0, -5.0, -2.6, -2.7, -5.0, 0.0, 0.0,2021-04-24 07:00:00, -6999.0,17
1.5, -2.699, 83.8, -2.4, 84.0, -5.0, -2.7, -2.7, -5.0, 0.1, 0.0,2021-04-24 08:00:00, -6999.0,17
1.5, -2.039, 80.4, -2.2, 80.0, -5.0, -2.0, -2.8, -5.0, 0.0, 0.0,2021-04-24 09:00:00, -6999.0,17
1.5, -1.714, 75.01, -1.7, 75.0, -5.0, -1.7, -2.8, -5.0, 0.0, 0.0,2021-04-24 10:00:00, -6999.0,17
1.5, -0.844, 72.8, -0.8, 73.0, -5.0, -0.8, -2.8, -5.0, 0.0, 0.0,2021-04-24 11:00:00, -6999.0,17
1.5, -0.508, 69.7, -0.6, 70.0, -5.0, -0.5, -2.8, -5.0, 0.0, 0.0,2021-04-24 12:00:00, -6999.0,17
1.5, -0.359, 70.31, -0.1, 70.0, -5.0, -0.4, -2.8, -5.0, 0.0, 0.0,2021-04-24 13:00:00, -6999.0,17
1.5, 0.049, 67.99, 0.3, 68.0, -5.0, 0.0, -2.8, -5.0, 0.0, 0.0,2021-04-24 14:00:00, -6999.0,17
1.5, 0.343, 67.45, 0.5, 67.0, -5.0, 0.3, -2.8, -5.0, 0.0, 0.0,2021-04-24 15:00:00, -6999.0,17
1.5, 0.303, 67.66, 0.7, 68.0, -5.0, 0.3, -2.8, -5.0, 0.0, 0.0,2021-04-24 16:00:00, -6999.0,17
1.5, 0.456, 66.35, 0.8, 66.0, -5.0, 0.5, -2.8, -5.0, 0.0, 0.0,2021-04-24 17:00:00, -6999.0,17
1.5, -0.049, 70.31, 0.8, 70.0, -4.0, 0.0, -2.8, -4.0, 0.0, 0.0,2021-04-24 18:00:00, -6999.0,17
1.5, -1.028, 75.6, 0.0, 76.0, -4.0, -1.0, -1.0, -4.0, 0.0, 0.0,2021-04-24 19:00:00, -6999.0,17
1.5, -1.048, 77.04, 0.0, 77.0, -4.0, -1.0, -1.1, -4.0, 0.0, 0.0,2021-04-24 20:00:00, -6999.0,17
1.3, -1.115, 77.89, 0.0, 78.0, -4.0, -1.1, -1.2, -4.0, 0.0, 0.0,2021-04-24 21:00:00, -6999.0,17
1.0, -1.232, 79.18, 0.0, 79.0, -4.0, -1.2, -1.3, -4.0, 0.0, 0.0,2021-04-24 22:00:00, -6999.0,17
0.5, -1.279, 79.84, 0.0, 80.0, -4.0, -1.3, -1.3, -4.0, 0.0, 0.0,2021-04-24 23:00:00, -6999.0,17
0.5, -1.59, 82.8, 0.0, 83.0, -4.0, -1.6, -1.6, -4.0, 0.1, 0.0,2021-04-25 00:00:00, -6999.0,17
