pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, None, None, 4.2, None, None, None, None, -1.0, None, 1.8, 1.8, None, 0.0, None, None, None, 0.0, 80.0,2021-04-23 00:00:00, -6999.0, 910.0,17
None, None, None, 4.2, None, None, None, None, -2.0, None, 1.1, 1.1, None, 0.0, None, None, None, 0.0, 82.0,2021-04-23 01:00:00, -6999.0, 910.0,17
None, None, None, 4.2, None, None, None, None, -2.0, None, 1.2, 0.8, None, 0.0, None, None, None, 0.0, 80.0,2021-04-23 02:00:00, -6999.0, 910.0,17
None, None, None, 4.2, None, None, None, None, -2.0, None, 1.3, 0.8, 1017.1, 0.0, None, None, None, 0.0, 75.0,2021-04-23 03:00:00, -6999.0, 910.0,17
None, None, None, 4.2, None, None, None, None, -2.0, None, 1.0, 0.8, 1017.3, 0.0, None, None, None, 0.0, 81.0,2021-04-23 04:00:00, -6999.0, 910.0,17
None, None, None, 4.2, None, None, None, None, -2.0, None, 0.6, 0.6, 1017.3, 0.0, None, None, None, 0.0, 79.0,2021-04-23 05:00:00, -6999.0, 910.0,17
None, None, None, 4.2, None, None, None, None, -3.0, None, 1.1, 0.6, 1017.3, 0.0, None, None, None, 0.0, 75.0,2021-04-23 06:00:00, -6999.0, 910.0,17
None, None, None, 1.4, None, None, None, None, -3.0, None, 1.4, 0.7, 1018.5, 0.0, None, None, None, 0.0, 71.0,2021-04-23 07:00:00, -6999.0, 911.0,17
None, 2.247, 54.76, 2.2, None, 40.79, 4.494, 332.7, -6.0, None, 2.2, 0.7, 1018.4, 0.0, -6.0, 911.0, None, 0.0, 55.0,2021-04-23 08:00:00, -6999.0, 911.0,17
None, 3.633, 55.95, 3.6, None, 35.04, 3.401, 337.2, -5.0, None, 3.6, 0.7, 1017.2, 0.0, -5.0, 910.0, None, 0.0, 56.0,2021-04-23 09:00:00, -6999.0, 910.0,17
None, 4.943, 50.57, 5.1, None, 47.83, 2.85, 341.0, -5.0, None, 4.9, 0.7, 1017.1, 0.0, -5.0, 910.0, None, 0.0, 51.0,2021-04-23 10:00:00, -6999.0, 910.0,17
None, 5.664, 47.65, 5.7, None, 75.87, 1.963, 310.9, -4.0, None, 5.7, 0.7, 1017.0, 0.0, -4.0, 910.0, None, 0.0, 48.0,2021-04-23 11:00:00, -6999.0, 910.0,17
None, 7.132, 44.58, 8.1, None, 64.27, 3.203, 119.3, -4.0, None, 7.1, 0.7, 1015.7, 0.0, -4.0, 909.0, None, 0.0, 45.0,2021-04-23 12:00:00, -6999.0, 909.0,17
None, 7.664, 46.62, 8.7, None, 71.97, 4.174, 78.89, -3.0, None, 7.7, 0.7, 1015.7, 0.0, -3.0, 909.0, None, 0.0, 47.0,2021-04-23 13:00:00, -6999.0, 909.0,17
0.7, 9.05, 40.73, 9.6, None, 62.96, 3.963, 112.6, -3.0, None, 9.1, 0.7, 1014.4, 0.0, -3.0, 908.0, None, 0.0, 41.0,2021-04-23 14:00:00, -6999.0, 908.0,17
0.7, 9.91, 42.79, 10.0, None, 33.06, 6.196, 137.7, -2.0, None, 9.9, 0.7, 1014.3, 0.0, -2.0, 908.0, None, 0.0, 43.0,2021-04-23 15:00:00, -6999.0, 908.0,17
0.4, 10.26, 40.72, 10.6, None, 53.95, 2.714, 107.5, -3.0, None, 10.3, 0.7, 1013.2, 0.0, -3.0, 907.0, None, 0.0, 41.0,2021-04-23 16:00:00, -6999.0, 907.0,17
0.4, 11.11, 39.28, 11.3, None, 55.52, 4.761, 125.5, -2.0, None, 11.1, 0.7, 1012.1, 0.0, -2.0, 906.0, None, 0.0, 39.0,2021-04-23 17:00:00, -6999.0, 906.0,17
0.4, 11.02, 42.56, 11.5, None, 36.66, 4.741, 133.9, -1.0, None, 11.0, 0.7, 1012.0, 0.0, -1.0, 906.0, None, 0.0, 43.0,2021-04-23 18:00:00, -6999.0, 906.0,17
0.4, 8.99, 56.95, 11.0, None, 65.82, 3.184, 168.6, 1.0, None, 9.0, 9.1, 1012.2, 0.0, 1.0, 906.0, None, 0.0, 57.0,2021-04-23 19:00:00, -6999.0, 906.0,17
0.4, 6.306, 67.95, 11.0, None, 15.08, 3.25, 315.9, 1.0, None, 6.3, 6.3, 1012.4, 0.0, 1.0, 906.0, None, 0.0, 68.0,2021-04-23 20:00:00, -6999.0, 906.0,17
0.0, 5.917, 68.8, 11.0, None, 24.42, 2.668, 314.0, 1.0, None, 5.9, 5.8, 1012.3, 0.0, 1.0, 906.0, None, 0.0, 69.0,2021-04-23 21:00:00, -6999.0, 906.0,17
0.0, 4.941, 73.46, 11.0, None, 24.8, 2.659, 314.0, 1.0, None, 4.9, 5.0, 1012.3, 0.0, 1.0, 906.0, None, 0.0, 73.0,2021-04-23 22:00:00, -6999.0, 906.0,17
0.0, 4.848, 75.14, 11.0, None, 47.51, 0.97, 323.2, 1.0, None, 4.8, 4.9, 1012.2, 0.0, 1.0, 906.0, None, 0.0, 75.0,2021-04-23 23:00:00, -6999.0, 906.0,17
0.0, 4.914, 73.08, 11.0, None, 26.05, 2.651, 333.1, 0.0, None, 4.9, 4.7, 1012.0, 0.0, 0.0, 906.0, None, 0.0, 73.0,2021-04-24 00:00:00, -6999.0, 906.0,17
0.0, 5.005, 72.64, 11.0, None, 25.03, 4.48, 330.8, 1.0, None, 5.0, 4.7, 1011.9, 0.0, 1.0, 906.0, None, 0.0, 73.0,2021-04-24 01:00:00, -6999.0, 906.0,17
0.0, 4.526, 75.19, 11.0, None, 25.26, 4.576, 333.0, 0.0, None, 4.5, 4.5, 1010.7, 0.0, 0.0, 905.0, None, 0.0, 75.0,2021-04-24 02:00:00, -6999.0, 905.0,17
0.0, 4.215, 76.23, 11.0, None, 28.25, 4.634, 334.4, 0.0, None, 4.2, 4.2, 1010.7, 0.0, 0.0, 905.0, None, 0.0, 76.0,2021-04-24 03:00:00, -6999.0, 905.0,17
0.0, 4.097, 78.74, 11.0, None, 32.77, 4.446, 333.9, 1.0, None, 4.1, 4.1, 1010.6, 0.0, 1.0, 905.0, None, 0.0, 79.0,2021-04-24 04:00:00, -6999.0, 905.0,17
0.0, 3.595, 86.6, 11.0, None, 22.85, 4.906, 322.8, 2.0, None, 3.6, 3.6, 1010.6, 0.1, 2.0, 905.0, None, 0.0, 87.0,2021-04-24 05:00:00, -6999.0, 905.0,17
0.0, 3.183, 87.9, 11.0, None, 19.61, 6.742, 314.1, 1.0, None, 3.2, 3.2, 1010.6, 0.1, 1.0, 905.0, None, 0.0, 88.0,2021-04-24 06:00:00, -6999.0, 905.0,17
0.0, 3.456, 87.4, 3.6, None, 23.89, 6.615, 320.3, 1.0, None, 3.5, 3.2, 1010.8, 0.0, 1.0, 905.0, None, 0.0, 87.0,2021-04-24 07:00:00, -6999.0, 905.0,17
0.2, 3.126, 91.6, 3.6, None, 28.24, 5.188, 321.8, 2.0, None, 3.1, 3.1, 1011.2, 0.2, 2.0, 905.0, None, 0.0, 92.0,2021-04-24 08:00:00, -6999.0, 905.0,17
0.4, 3.272, 91.9, 3.6, None, 26.93, 5.881, 321.5, 2.0, None, 3.3, 3.1, 1011.2, 0.2, 2.0, 905.0, None, 0.0, 92.0,2021-04-24 09:00:00, -6999.0, 905.0,17
0.6, 3.389, 92.0, 3.6, None, 26.55, 6.551, 321.0, 2.0, None, 3.4, 3.1, 1010.2, 0.2, 2.0, 904.0, None, 0.0, 92.0,2021-04-24 10:00:00, -6999.0, 904.0,17
0.8, 3.899, 90.6, 4.0, None, 25.33, 8.3, 316.9, 3.0, None, 3.9, 3.1, 1010.2, 0.2, 3.0, 904.0, None, 0.0, 91.0,2021-04-24 11:00:00, -6999.0, 904.0,17
1.1, 4.143, 91.0, 4.4, None, 17.6, 11.35, 313.0, 3.0, None, 4.1, 3.1, 1010.1, 0.3, 3.0, 904.0, None, 0.0, 91.0,2021-04-24 12:00:00, -6999.0, 904.0,17
1.4, 4.325, 90.2, 4.4, None, 17.01, 12.74, 310.6, 3.0, None, 4.3, 3.1, 1010.1, 0.3, 3.0, 904.0, None, 0.0, 90.0,2021-04-24 13:00:00, -6999.0, 904.0,17
1.7, 4.649, 88.8, 4.7, None, 17.52, 10.55, 312.7, 3.0, None, 4.6, 3.1, 1009.0, 0.3, 3.0, 903.0, None, 0.0, 89.0,2021-04-24 14:00:00, -6999.0, 903.0,17
2.0, 5.048, 87.4, 5.1, None, 17.75, 9.55, 310.4, 3.0, None, 5.0, 3.1, 1009.0, 0.3, 3.0, 903.0, None, 0.0, 87.0,2021-04-24 15:00:00, -6999.0, 903.0,17
