CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 2.516, 59.4, None, None, None, 0.0, 26.19, 0.0, 7.15, -5.0, 0.0, 2.5, 2.3, None, None, 7.0, 5.8, None, None, 59.0, None,2020-05-27 00:00:00, None, None,22
None, 1.791, 65.99, None, None, None, 0.0, 25.66, 0.0, 8.42, -4.0, 0.0, 1.8, 1.8, None, None, 8.0, 5.8, None, None, 66.0, None,2020-05-27 01:00:00, None, None,22
None, 1.919, 54.72, None, None, None, 0.0, 28.53, 0.0, 20.85, -7.0, 0.0, 1.9, 1.6, None, None, 21.0, 5.8, None, None, 55.0, None,2020-05-27 02:00:00, None, None,22
None, 1.773, 50.85, None, None, None, 0.0, 34.04, 0.0, 37.66, -7.0, 0.0, 1.8, 1.3, None, None, 38.0, 5.8, None, None, 51.0, None,2020-05-27 03:00:00, None, None,22
None, 1.152, 52.54, None, None, None, 0.0, 35.9, 0.0, 32.07, -8.0, 0.0, 1.2, 0.8, None, None, 32.0, 5.8, None, None, 53.0, None,2020-05-27 04:00:00, None, None,22
None, 1.001, 56.76, None, None, None, 0.0, 24.81, 0.0, 28.18, -7.0, 0.0, 1.0, 0.6, None, None, 28.0, 5.8, None, None, 57.0, None,2020-05-27 05:00:00, None, None,22
None, None, 40.28, None, None, None, 0.0, 33.26, 0.0, 36.33, -6.0, 0.0, 5.8, 0.6, None, None, 36.0, 5.8, None, None, 40.0, None,2020-05-27 06:00:00, None, None,22
None, None, 33.07, None, None, None, 0.0, 36.85, 0.0, 34.9, -7.0, 0.0, 8.6, 3.4, None, None, 35.0, 10.7, None, None, 33.0, None,2020-05-27 07:00:00, None, None,22
None, None, 34.38, None, None, None, 0.0, 24.76, 0.0, 44.91, -7.0, 0.0, 6.9, 3.4, None, None, 45.0, 10.7, None, None, 34.0, None,2020-05-27 08:00:00, None, None,22
None, None, 24.73, None, None, None, 0.0, 42.51, 0.0, 28.08, -8.0, 0.0, 11.7, 3.4, None, None, 28.0, 11.5, None, None, 25.0, None,2020-05-27 09:00:00, None, None,22
None, None, 20.5, None, None, None, 0.0, 50.54, 0.0, 308.6, -9.0, 0.0, 13.5, 3.4, None, None, 309.0, 14.8, None, None, 21.0, None,2020-05-27 10:00:00, None, None,22
None, None, 23.0, None, None, None, 0.0, 49.65, 0.0, 332.7, -8.0, 0.0, 13.1, 3.4, None, None, 333.0, 16.3, None, None, 23.0, None,2020-05-27 11:00:00, None, None,22
None, None, 30.44, None, None, None, 0.0, 32.12, 0.0, 294.4, -7.0, 0.0, 9.1, 3.4, None, None, 294.0, 16.3, None, None, 30.0, None,2020-05-27 12:00:00, None, None,22
None, 6.847, 34.72, None, None, None, 0.0, 19.6, 0.0, 283.7, -8.0, 0.0, 6.8, 3.4, None, None, 284.0, 16.3, None, None, 35.0, None,2020-05-27 13:00:00, None, None,22
None, 9.01, 31.74, None, None, None, 0.0, 24.27, 0.0, 281.4, -6.0, 0.0, 9.0, 3.4, None, None, 281.0, 16.3, None, None, 32.0, None,2020-05-27 14:00:00, None, None,22
None, 8.65, 31.42, None, None, None, 0.0, 22.72, 0.0, 280.8, -7.0, 0.0, 8.7, 3.4, None, None, 281.0, 16.3, None, None, 31.0, None,2020-05-27 15:00:00, None, None,22
None, 8.01, 33.71, None, None, None, 0.0, 16.91, 0.0, 289.8, -7.0, 0.0, 8.0, 3.4, None, None, 290.0, 16.3, None, None, 34.0, None,2020-05-27 16:00:00, None, None,22
None, 9.3, 31.73, None, None, None, 0.0, 20.78, 0.0, 294.1, -7.0, 0.0, 9.3, 3.4, None, None, 294.0, 16.3, None, None, 32.0, None,2020-05-27 17:00:00, None, None,22
None, 8.37, 31.39, None, None, None, 0.0, 14.56, 0.0, 292.2, -7.0, 0.0, 8.4, 3.4, None, None, 292.0, 16.3, None, None, 31.0, None,2020-05-27 18:00:00, None, None,22
None, 8.15, 32.82, None, None, None, 0.0, 11.04, 0.0, 297.3, -7.0, 0.0, 8.2, 8.1, None, None, 297.0, 8.5, None, None, 33.0, None,2020-05-27 19:00:00, None, None,22
None, 8.39, 34.79, None, None, None, 0.0, 20.17, 0.0, 299.6, -6.0, 0.0, 8.4, 7.9, None, None, 300.0, 8.6, None, None, 35.0, None,2020-05-27 20:00:00, None, None,22
None, 5.379, 39.53, None, None, None, 0.0, 31.83, 0.0, 352.8, -7.0, 0.0, 5.4, 5.2, None, None, 353.0, 8.7, None, None, 40.0, None,2020-05-27 21:00:00, None, None,22
None, 5.173, 39.54, None, None, None, 0.0, 24.74, 0.0, 39.5, -7.0, 0.0, 5.2, 5.1, None, None, 40.0, 8.7, None, None, 40.0, None,2020-05-27 22:00:00, None, None,22
None, 5.399, 38.3, None, None, None, 0.0, 40.79, 0.0, 7.122, -8.0, 0.0, 5.4, 5.0, None, None, 7.0, 8.7, None, None, 38.0, None,2020-05-27 23:00:00, None, None,22
None, 4.841, 40.19, None, None, None, 0.0, 21.78, 0.0, 55.71, -7.0, 0.0, 4.8, 4.7, None, None, 56.0, 8.7, None, None, 40.0, None,2020-05-28 00:00:00, None, None,22
None, 5.335, 38.91, None, None, None, 0.0, 10.34, 0.0, 73.09, -7.0, 0.0, 5.3, 4.7, None, None, 73.0, 8.7, None, None, 39.0, None,2020-05-28 01:00:00, None, None,22
None, 5.403, 39.32, None, None, None, 0.0, 16.55, 0.0, 69.43, -7.0, 0.0, 5.4, 4.7, None, None, 69.0, 8.7, None, None, 39.0, None,2020-05-28 02:00:00, None, None,22
None, 5.257, 38.52, None, None, None, 0.0, 9.14, 0.0, 80.2, -8.0, 0.0, 5.3, 4.7, None, None, 80.0, 8.7, None, None, 39.0, None,2020-05-28 03:00:00, None, None,22
None, 5.303, 37.57, None, None, None, 0.0, 6.098, 0.0, 83.8, -8.0, 0.0, 5.3, 4.7, None, None, 84.0, 8.7, None, None, 38.0, None,2020-05-28 04:00:00, None, None,22
None, 5.259, 37.29, None, None, None, 0.0, 6.362, 0.0, 73.51, -8.0, 0.0, 5.3, 4.7, None, None, 74.0, 8.7, None, None, 37.0, None,2020-05-28 05:00:00, None, None,22
None, 6.545, 36.83, None, None, None, 0.0, 7.835, 0.0, 77.09, -7.0, 0.0, 6.5, 4.7, None, None, 77.0, 8.7, None, None, 37.0, None,2020-05-28 06:00:00, None, None,22
None, 8.14, 30.13, None, None, None, 0.0, 11.92, 0.0, 78.44, -8.0, 0.0, 8.1, 6.5, None, None, 78.0, 7.9, None, None, 30.0, None,2020-05-28 07:00:00, None, None,22
None, 8.92, 29.46, None, None, None, 0.0, 6.022, 0.0, 84.4, -8.0, 0.0, 8.9, 6.5, None, None, 84.0, 8.9, None, None, 29.0, None,2020-05-28 08:00:00, None, None,22
None, None, 28.03, None, None, None, 0.0, 7.339, 0.0, 77.93, -6.0, 0.0, 11.7, 6.5, None, None, 78.0, 11.4, None, None, 28.0, None,2020-05-28 09:00:00, None, None,22
