pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
0.0, 2.848, 90.2, 11.6, 90.0, 1.0, 2.8, 2.8, 1021.5, 0.0, 1.0, 889.0, 0.0,2020-05-27 00:00:00, -6999.0, 889.0,22
0.0, 1.982, 91.6, 11.6, 92.0, 1.0, 2.0, 2.0, 1021.6, 0.0, 1.0, 889.0, 0.0,2020-05-27 01:00:00, -6999.0, 889.0,22
0.0, 0.903, 94.0, 11.6, 94.0, 0.0, 0.9, 0.9, 1021.7, 0.0, 0.0, 889.0, 0.0,2020-05-27 02:00:00, -6999.0, 889.0,22
0.0, 0.175, 94.8, 11.6, 95.0, 0.0, 0.2, 0.2, 1023.1, 0.0, 0.0, 890.0, 0.0,2020-05-27 03:00:00, -6999.0, 890.0,22
0.0, -0.354, 95.6, 11.6, 96.0, -1.0, -0.4, -0.5, 1023.5, 0.0, -1.0, 890.0, 0.0,2020-05-27 04:00:00, -6999.0, 890.0,22
0.0, -1.084, 96.1, 11.6, 96.0, -2.0, -1.1, -1.1, 1023.8, 0.0, -2.0, 890.0, 0.0,2020-05-27 05:00:00, -6999.0, 890.0,22
0.0, -0.062, 92.7, 11.6, 93.0, -1.0, -0.1, -1.2, 1023.6, 0.0, -1.0, 890.0, 0.0,2020-05-27 06:00:00, -6999.0, 890.0,22
0.0, 2.974, 77.17, 2.9, 77.0, -1.0, 3.0, -0.1, 1024.5, 0.0, -1.0, 891.0, 0.0,2020-05-27 07:00:00, -6999.0, 891.0,22
0.0, 7.012, 54.87, 6.9, 55.0, -1.0, 7.0, -0.1, 1024.1, 0.0, -1.0, 891.0, 0.0,2020-05-27 08:00:00, -6999.0, 891.0,22
0.0, 10.66, 45.6, 10.5, 46.0, -1.0, 10.7, -0.1, 1022.7, 0.0, -1.0, 890.0, 0.0,2020-05-27 09:00:00, -6999.0, 890.0,22
0.0, 12.51, 32.85, 12.4, 33.0, -3.0, 12.5, -0.1, 1022.5, 0.0, -3.0, 890.0, 0.0,2020-05-27 10:00:00, -6999.0, 890.0,22
0.0, 12.54, 36.23, 13.6, 36.0, -2.0, 12.5, -0.1, 1023.9, 0.0, -2.0, 891.0, 0.0,2020-05-27 11:00:00, -6999.0, 891.0,22
0.0, 14.28, 29.1, 14.8, 29.0, -3.0, 14.3, -0.1, 1023.9, 0.0, -3.0, 891.0, 0.0,2020-05-27 12:00:00, -6999.0, 891.0,22
0.0, 15.7, 19.15, 16.3, 19.0, -8.0, 15.7, -0.1, 1022.7, 0.0, -8.0, 890.0, 0.0,2020-05-27 13:00:00, -6999.0, 890.0,22
0.0, 16.08, 16.06, 16.7, 16.0, -10.0, 16.1, -0.1, 1023.9, 0.0, -10.0, 891.0, 0.0,2020-05-27 14:00:00, -6999.0, 891.0,22
0.0, 16.71, 15.4, 16.8, 15.0, -9.0, 16.7, -0.1, 1023.9, 0.0, -9.0, 891.0, 0.0,2020-05-27 15:00:00, -6999.0, 891.0,22
0.0, 16.76, 16.84, 17.1, 17.0, -9.0, 16.8, -0.1, 1025.2, 0.0, -9.0, 892.0, 0.0,2020-05-27 16:00:00, -6999.0, 892.0,22
0.0, 16.39, 16.7, 17.1, 17.0, -8.0, 16.4, -0.1, 1025.3, 0.0, -8.0, 892.0, 0.0,2020-05-27 17:00:00, -6999.0, 892.0,22
0.0, 16.05, 18.25, 17.1, 18.0, -9.0, 16.1, -0.1, 1025.2, 0.0, -9.0, 892.0, 0.0,2020-05-27 18:00:00, -6999.0, 892.0,22
0.0, 12.62, 27.41, 16.1, 27.0, -6.0, 12.6, 12.2, 1025.3, 0.0, -6.0, 892.0, 0.0,2020-05-27 19:00:00, -6999.0, 892.0,22
None, 10.27, 39.58, None, None, None, None, None, None, None, -2.0, 893.0, None,2020-05-27 20:00:00, None, None,22
None, 7.453, 56.79, 16.1, 57.0, -1.0, 7.5, 7.5, 1027.2, 0.0, -1.0, 894.0, 0.0,2020-05-27 21:00:00, -6999.0, 894.0,22
None, 5.815, 59.68, 16.1, 60.0, -2.0, 5.8, 5.6, 1027.2, 0.0, -2.0, 894.0, 0.0,2020-05-27 22:00:00, -6999.0, 894.0,22
None, 4.122, 68.12, None, None, None, None, None, None, None, -1.0, 895.0, None,2020-05-27 23:00:00, None, None,22
None, 2.838, 74.88, 16.1, 75.0, -1.0, 2.8, 2.8, 1028.5, 0.0, -1.0, 895.0, 0.0,2020-05-28 00:00:00, -6999.0, 895.0,22
None, 2.048, 77.24, 16.1, 77.0, -1.0, 2.0, 2.1, 1028.4, 0.0, -1.0, 895.0, 0.0,2020-05-28 01:00:00, -6999.0, 895.0,22
None, 1.57, 78.93, 16.1, 79.0, -2.0, 1.6, 1.5, 1028.4, 0.0, -2.0, 895.0, 0.0,2020-05-28 02:00:00, -6999.0, 895.0,22
None, 0.732, 83.1, 16.1, 83.0, -2.0, 0.7, 0.8, 1028.5, 0.0, -2.0, 895.0, 0.0,2020-05-28 03:00:00, -6999.0, 895.0,22
None, 0.217, 84.3, 16.1, 84.0, -2.0, 0.2, 0.2, 1028.5, 0.0, -2.0, 895.0, 0.0,2020-05-28 04:00:00, -6999.0, 895.0,22
None, -0.253, 85.6, 16.1, 86.0, -2.0, -0.3, -0.3, 1028.7, 0.0, -2.0, 895.0, 0.0,2020-05-28 05:00:00, -6999.0, 895.0,22
None, 1.397, 81.3, 16.1, 81.0, -2.0, 1.4, -0.4, 1028.4, 0.0, -2.0, 895.0, 0.0,2020-05-28 06:00:00, -6999.0, 895.0,22
None, 4.554, 61.44, 4.4, 61.0, -2.0, 4.6, 1.3, 1028.5, 0.0, -2.0, 895.0, 0.0,2020-05-28 07:00:00, -6999.0, 895.0,22
None, 8.49, 46.46, 8.3, 46.0, -2.0, 8.5, 1.3, 1027.2, 0.0, -2.0, 894.0, 0.0,2020-05-28 08:00:00, -6999.0, 894.0,22
None, 12.09, 35.14, 12.1, 35.0, -3.0, 12.1, 1.3, 1027.0, 0.0, -3.0, 894.0, 0.0,2020-05-28 09:00:00, -6999.0, 894.0,22
None, 13.73, 31.58, 14.3, 32.0, -3.0, 13.7, 1.3, 1027.0, 0.0, -3.0, 894.0, 0.0,2020-05-28 10:00:00, -6999.0, 894.0,22
None, 15.65, 25.72, 15.8, 26.0, -4.0, 15.7, 1.3, 1024.6, 0.0, -4.0, 892.0, 0.0,2020-05-28 11:00:00, -6999.0, 892.0,22
None, 16.8, 24.63, 17.1, 25.0, -3.0, 16.8, 1.3, 1024.7, 0.0, -3.0, 892.0, 0.0,2020-05-28 12:00:00, -6999.0, 892.0,22
None, 18.73, 24.56, 18.9, 25.0, -2.0, 18.7, 1.3, 1023.4, 0.0, -2.0, 891.0, 0.0,2020-05-28 13:00:00, -6999.0, 891.0,22
None, 18.74, 21.73, 19.2, 22.0, -4.0, 18.7, 1.3, 1024.6, 0.0, -4.0, 892.0, 0.0,2020-05-28 14:00:00, -6999.0, 892.0,22
None, 19.24, 20.67, 19.4, 21.0, -4.0, 19.2, 1.3, 1023.5, 0.0, -4.0, 891.0, 0.0,2020-05-28 15:00:00, -6999.0, 891.0,22
None, 19.76, 19.0, 19.8, 19.0, -5.0, 19.8, 1.3, 1023.5, 0.0, -5.0, 891.0, 0.0,2020-05-28 16:00:00, -6999.0, 891.0,22
None, 19.53, 20.36, 19.9, 20.0, -4.0, 19.5, 1.3, 1022.4, 0.0, -4.0, 890.0, 0.0,2020-05-28 17:00:00, -6999.0, 890.0,22
None, 19.85, 20.84, 20.0, 21.0, -3.0, 19.9, 1.3, 1022.1, 0.0, -3.0, 890.0, 0.0,2020-05-28 18:00:00, -6999.0, 890.0,22
None, 18.8, 26.97, 19.9, 27.0, -1.0, 18.8, 18.8, 1020.7, 0.0, -1.0, 889.0, 0.0,2020-05-28 19:00:00, -6999.0, 889.0,22
None, 16.9, 40.7, 19.9, 41.0, 3.0, 16.9, 17.0, 1021.5, 0.0, 3.0, 890.0, 0.0,2020-05-28 20:00:00, -6999.0, 890.0,22
None, 14.87, 44.46, 19.9, 44.0, 3.0, 14.9, 14.9, 1021.3, 0.0, 3.0, 890.0, 0.0,2020-05-28 21:00:00, -6999.0, 890.0,22
None, 13.69, 49.71, 19.9, 50.0, 3.0, 13.7, 13.6, 1021.2, 0.0, 3.0, 890.0, 0.0,2020-05-28 22:00:00, -6999.0, 890.0,22
0.0, 12.68, 54.41, 19.9, 54.0, 4.0, 12.7, 12.5, 1021.1, 0.0, 4.0, 890.0, 0.0,2020-05-28 23:00:00, -6999.0, 890.0,22
0.0, 11.3, 61.26, 19.9, 61.0, 4.0, 11.3, 11.3, 1021.1, 0.0, 4.0, 890.0, 0.0,2020-05-29 00:00:00, -6999.0, 890.0,22
0.0, 9.0, 64.6, 19.9, 65.0, 3.0, 9.0, 9.1, 1021.2, 0.0, 3.0, 890.0, 0.0,2020-05-29 01:00:00, -6999.0, 890.0,22
0.0, 7.35, 71.96, 19.9, 72.0, 3.0, 7.4, 7.3, 1021.4, 0.0, 3.0, 890.0, 0.0,2020-05-29 02:00:00, -6999.0, 890.0,22
0.0, 6.545, 75.91, 19.9, 76.0, 3.0, 6.5, 6.4, 1021.5, 0.0, 3.0, 890.0, 0.0,2020-05-29 03:00:00, -6999.0, 890.0,22
0.0, 5.792, 79.86, 19.9, 80.0, 3.0, 5.8, 5.8, 1021.5, 0.0, 3.0, 890.0, 0.0,2020-05-29 04:00:00, -6999.0, 890.0,22
0.0, 4.745, 83.9, 19.9, 84.0, 2.0, 4.7, 4.8, 1022.9, 0.0, 2.0, 891.0, 0.0,2020-05-29 05:00:00, -6999.0, 891.0,22
0.0, 5.588, 80.3, 19.9, 80.0, 3.0, 5.6, 4.2, 1022.7, 0.0, 3.0, 891.0, 0.0,2020-05-29 06:00:00, -6999.0, 891.0,22
0.0, 8.34, 66.68, 8.5, 67.0, 2.0, 8.3, 5.4, 1022.4, 0.0, 2.0, 891.0, 0.0,2020-05-29 07:00:00, -6999.0, 891.0,22
0.0, 12.27, 52.49, 12.2, 52.0, 3.0, 12.3, 5.4, 1021.0, 0.0, 3.0, 890.0, 0.0,2020-05-29 08:00:00, -6999.0, 890.0,22
0.0, 14.3, 47.66, 14.3, 48.0, 3.0, 14.3, 5.4, 1022.1, 0.0, 3.0, 891.0, 0.0,2020-05-29 09:00:00, -6999.0, 891.0,22
0.0, 16.86, 39.06, 16.9, 39.0, 3.0, 16.9, 5.4, 1019.6, 0.0, 3.0, 889.0, 0.0,2020-05-29 10:00:00, -6999.0, 889.0,22
0.0, 18.4, 37.88, 18.4, 38.0, 4.0, 18.4, 5.4, 1019.6, 0.0, 4.0, 889.0, 0.0,2020-05-29 11:00:00, -6999.0, 889.0,22
0.0, 19.58, 35.75, 19.6, 36.0, 4.0, 19.6, 5.4, 1019.6, 0.0, 4.0, 889.0, 0.0,2020-05-29 12:00:00, -6999.0, 889.0,22
0.0, 20.61, 32.06, 20.6, 32.0, 3.0, 20.6, 5.4, 1019.8, 0.0, 3.0, 889.0, 0.0,2020-05-29 13:00:00, -6999.0, 889.0,22
0.0, 21.77, 28.84, 21.7, 29.0, 3.0, 21.8, 5.4, 1018.7, 0.0, 3.0, 888.0, 0.0,2020-05-29 14:00:00, -6999.0, 888.0,22
0.0, 22.27, 28.28, 22.5, 28.0, 3.0, 22.3, 5.4, 1018.7, 0.0, 3.0, 888.0, 0.0,2020-05-29 15:00:00, -6999.0, 888.0,22
