pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, 2.847, 78.05, 9.7, 8.7, 60.74, 2.654, 300.8, 0.0, 2.7, 2.8, 2.8, 0.0, 0.0, 301.0, 0.0, 78.0,2020-05-27 00:00:00, -6999.0, -6999.0,22
None, 1.942, 81.3, 9.7, 12.2, 28.7, 5.905, 335.4, -1.0, 5.9, 1.9, 1.9, -1.0, 0.0, 335.0, 0.0, 81.0,2020-05-27 01:00:00, -6999.0, -6999.0,22
None, -0.295, 87.9, 9.7, 2.9, 71.06, 0.49, 165.6, -2.0, 0.5, -0.3, -0.2, -2.0, 0.0, 166.0, 0.0, 88.0,2020-05-27 02:00:00, -6999.0, -6999.0,22
None, -1.036, 89.5, 9.7, 9.0, 66.03, 1.535, 268.8, -2.0, 1.5, -1.0, -1.1, -2.0, 0.0, 269.0, 0.0, 90.0,2020-05-27 03:00:00, -6999.0, -6999.0,22
None, -1.7, 91.6, 9.7, 4.1, 32.59, 0.891, 170.8, -2.0, 0.9, -1.7, -1.8, -2.0, 0.0, 171.0, 0.0, 92.0,2020-05-27 04:00:00, -6999.0, -6999.0,22
None, -1.968, 92.8, 9.7, 2.8, 53.67, 0.575, 183.2, -3.0, 0.6, -2.0, -2.1, -3.0, 0.0, 183.0, 0.0, 93.0,2020-05-27 05:00:00, -6999.0, -6999.0,22
None, -1.388, 93.1, 9.7, 4.4, 62.35, 0.734, 192.0, -3.0, 0.7, -1.4, -2.1, -3.0, 0.0, 192.0, 0.0, 93.0,2020-05-27 06:00:00, -6999.0, -6999.0,22
None, 3.035, 73.01, 3.1, 4.8, 42.79, 1.608, 152.3, -1.0, 1.6, 3.0, -1.6, -1.0, 0.0, 152.0, 0.0, 73.0,2020-05-27 07:00:00, -6999.0, -6999.0,22
None, 5.782, 58.41, 5.8, 31.4, 42.71, 11.61, 346.7, -2.0, 11.6, 5.8, -1.6, -2.0, 0.0, 347.0, 0.0, 58.0,2020-05-27 08:00:00, -6999.0, -6999.0,22
None, 8.37, 46.97, 8.4, 20.8, 22.2, 11.48, 350.9, -2.0, 11.5, 8.4, -1.6, -2.0, 0.0, 351.0, 0.0, 47.0,2020-05-27 09:00:00, -6999.0, -6999.0,22
None, 10.11, 35.78, 10.4, 24.4, 54.34, 6.494, 27.19, -4.0, 6.5, 10.1, -1.6, -4.0, 0.0, 27.0, 0.0, 36.0,2020-05-27 10:00:00, -6999.0, -6999.0,22
None, 10.32, 30.22, 10.4, 29.1, 39.89, 9.74, 0.293, -6.0, 9.7, 10.3, -1.6, -6.0, 0.0, 0.0, 0.0, 30.0,2020-05-27 11:00:00, -6999.0, -6999.0,22
