ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_speed,temperature,wind_direction,relative_humidity,precipitation
2.0,0.0,-8.5,2.0,2021-12-03,56.0,-4.5,49,,,,,
9.0,0.0,-9.0,9.0,2021-12-04,57.0,-6.0,49,,,,,
13.0,0.0,-13.0,13.0,2021-12-05,67.0,-9.0,49,,,,,
5.0,0.0,-14.0,5.0,2021-12-06,78.0,-7.0,49,,,,,
0.0,0.0,-15.0,0.0,2021-12-07,77.0,-4.0,49,,,,,
12.6,0.0,-8.0,12.6,2021-12-08,75.0,-5.0,49,,,,,
1.6,0.0,-10.5,1.6,2021-12-09,88.0,-6.5,49,,,,,
,,,,2021-12-03 00:00:00,,,49,1.8,-7.9,314.0,100.0,0.0
,,,,2021-12-03 01:00:00,,,49,0.0,-8.9,314.0,99.0,0.0
,,,,2021-12-03 02:00:00,,,49,0.0,-9.3,314.0,98.0,0.0
,,,,2021-12-03 03:00:00,,,49,0.0,-10.6,314.0,98.0,0.0
,,,,2021-12-03 04:00:00,,,49,0.0,-10.9,314.0,99.0,0.0
,,,,2021-12-03 05:00:00,,,49,0.0,-10.2,314.0,100.0,0.0
,,,,2021-12-03 06:00:00,,,49,0.0,-10.7,322.0,95.0,0.0
,,,,2021-12-03 07:00:00,,,49,0.0,-10.9,344.0,93.0,0.0
,,,,2021-12-03 08:00:00,,,49,0.0,-9.8,344.0,88.0,0.0
,,,,2021-12-03 09:00:00,,,49,1.8,-7.8,344.0,79.0,0.0
,,,,2021-12-03 10:00:00,,,49,1.7,-8.3,344.0,84.0,0.0
,,,,2021-12-03 11:00:00,,,49,0.0,-7.9,344.0,83.0,0.0
,,,,2021-12-03 12:00:00,,,49,0.0,-7.5,344.0,80.0,0.0
,,,,2021-12-03 13:00:00,,,49,0.0,-8.1,344.0,81.0,0.0
,,,,2021-12-03 14:00:00,,,49,2.7,-9.0,344.0,77.0,0.0
,,,,2021-12-03 15:00:00,,,49,5.5,-9.9,9.0,70.0,0.0
,,,,2021-12-03 16:00:00,,,49,5.3,-10.0,34.0,72.0,0.0
,,,,2021-12-03 17:00:00,,,49,7.1,-9.6,73.0,74.0,0.0
,,,,2021-12-03 18:00:00,,,49,1.8,-9.8,75.0,61.0,0.0
,,,,2021-12-03 19:00:00,,,49,1.6,-9.6,76.0,60.0,0.0
,,,,2021-12-03 20:00:00,,,49,0.0,-9.5,80.0,54.0,0.0
,,,,2021-12-03 21:00:00,,,49,0.0,-9.3,100.0,51.0,0.0
,,,,2021-12-03 22:00:00,,,49,0.0,-9.4,108.0,56.0,0.0
,,,,2021-12-03 23:00:00,,,49,0.0,-9.6,112.0,61.0,0.0
,,,,2021-12-04 00:00:00,,,49,0.0,-9.7,115.0,66.0,0.0
,,,,2021-12-04 01:00:00,,,49,0.0,-9.5,124.0,64.0,0.0
,,,,2021-12-04 02:00:00,,,49,4.6,-9.6,139.0,66.0,0.0
,,,,2021-12-04 03:00:00,,,49,14.2,-9.2,195.0,69.0,0.0
,,,,2021-12-04 04:00:00,,,49,6.8,-10.3,198.0,95.0,0.0
,,,,2021-12-04 05:00:00,,,49,7.6,-9.5,204.0,99.0,0.0
,,,,2021-12-04 06:00:00,,,49,2.0,-9.5,205.0,99.0,0.0
,,,,2021-12-04 07:00:00,,,49,7.5,-9.4,205.0,99.0,0.0
,,,,2021-12-04 08:00:00,,,49,7.0,-9.4,220.0,99.0,0.0
,,,,2021-12-04 09:00:00,,,49,4.6,-8.9,262.0,100.0,0.0
,,,,2021-12-04 10:00:00,,,49,8.1,-9.1,264.0,99.0,0.0
,,,,2021-12-04 11:00:00,,,49,9.9,-8.8,272.0,100.0,0.0
,,,,2021-12-04 12:00:00,,,49,8.0,-8.6,302.0,100.0,0.0
,,,,2021-12-04 13:00:00,,,49,8.3,-8.8,323.0,99.0,0.0
