wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
59.0, 60.0, 6.1, 0.0, 5.7, 7.0, 13.3, 12.8, 81.0, 0.0, None, 58.0,2021-07-16 00:00:00,29,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0, 53.0, 8.6, 0.0, 4.8, 4.4, 14.2, 10.4, 79.0, 0.0, None, 68.0,2021-07-16 01:00:00,29,,,,,,,,,,,,,,,,,,,,,,,,,,
345.0, 58.0, 7.0, 0.0, 4.7, 4.7, 12.8, 10.2, 59.0, 0.0, None, 68.0,2021-07-16 02:00:00,29,,,,,,,,,,,,,,,,,,,,,,,,,,
338.0, 68.0, 4.4, 0.0, 4.8, 4.0, 10.4, 9.1, 16.0, 0.0, None, 69.0,2021-07-16 03:00:00,29,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0, 68.0, 4.7, 0.0, 4.6, 5.3, 10.2, 9.7, 345.0, 0.0, None, 68.0,2021-07-16 04:00:00,29,,,,,,,,,,,,,,,,,,,,,,,,,,
335.0, 69.0, 4.0, 0.0, 3.7, 3.4, 9.1, 9.6, 338.0, 0.0, None, 74.0,2021-07-16 05:00:00,29,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0, 68.0, 5.3, 0.0, 4.1, 4.1, 9.7, 15.5, 42.0, 0.0, None, 51.0,2021-07-16 06:00:00,29,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0, 74.0, 3.4, 0.0, 5.2, 3.6, 9.6, 20.3, 335.0, 0.0, None, 40.0,2021-07-16 07:00:00,29,,,,,,,,,,,,,,,,,,,,,,,,,,
272.0, 51.0, 4.1, 0.0, 5.4, 5.4, 15.5, 21.9, 10.0, 0.0, None, 36.0,2021-07-16 08:00:00,29,,,,,,,,,,,,,,,,,,,,,,,,,,
329.0, 40.0, 3.6, 0.0, 6.3, 6.9, 20.3, 23.8, 77.0, 0.0, None, 32.0,2021-07-16 09:00:00,29,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0, 36.0, 5.4, 0.0, 6.2, 6.5, 21.9, 26.6, 272.0, 0.0, None, 25.0,2021-07-16 10:00:00,29,,,,,,,,,,,,,,,,,,,,,,,,,,
297.0, 32.0, 6.9, 0.0, 6.1, 8.0, 23.8, 26.4, 329.0, 0.0, None, 28.0,2021-07-16 11:00:00,29,,,,,,,,,,,,,,,,,,,,,,,,,,
303.0, 25.0, 6.5, 0.0, 5.0, 9.8, 26.6, 25.9, 155.0, 0.0, None, 28.0,2021-07-16 12:00:00,29,,,,,,,,,,,,,,,,,,,,,,,,,,
322.0, 28.0, 8.0, 0.0, 6.4, 9.0, 26.4, 23.7, 297.0, 0.0, None, 33.0,2021-07-16 13:00:00,29,,,,,,,,,,,,,,,,,,,,,,,,,,
261.0, 28.0, 9.8, 0.0, 6.0, 3.8, 25.9, 25.5, 303.0, 0.0, None, 30.0,2021-07-16 14:00:00,29,,,,,,,,,,,,,,,,,,,,,,,,,,
