WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 3.4, 1.789, 78.6, 77.8,2017-10-08 00:00:00, 3.016,41
None, None, 3.0, 1.364, 77.8, 79.1,2017-10-08 01:00:00, 2.848,41
None, None, 2.8, 1.054, 79.1, 84.6,2017-10-08 02:00:00, 2.591,41
None, None, 2.6, 1.112, 84.6, 88.2,2017-10-08 03:00:00, 1.386,41
None, None, 1.4, 1.217, 88.2, 90.6,2017-10-08 04:00:00, 0.976998,41
None, None, 1.0, 1.071, 90.6, 95.6,2017-10-08 05:00:00, -0.261999,41
None, None, -0.3, 1.084, 95.6, 96.3,2017-10-08 06:00:00, -0.916,41
None, None, -0.9, 1.267, 96.3, 98.1,2017-10-08 07:00:00, -1.321,41
None, None, -1.3, 1.359, 98.1, 92.1,2017-10-08 08:00:00, 0.712998,41
None, None, 0.7, 1.022, 92.1, 77.5,2017-10-08 09:00:00, 4.491,41
None, None, 4.5, 1.022, 77.5, 66.38,2017-10-08 10:00:00, 7.5,41
None, None, 7.5, 1.788, 66.4, 48.54,2017-10-08 11:00:00, 11.87,41
None, None, 11.9, 2.647, 48.5, 40.68,2017-10-08 12:00:00, 13.13,41
None, None, 13.1, 3.428, 40.7, 35.09,2017-10-08 13:00:00, 13.72,41
None, None, 13.7, 3.296, 35.1, 32.33,2017-10-08 14:00:00, 14.29,41
None, None, 14.3, 4.82, 32.3, 31.67,2017-10-08 15:00:00, 14.46,41
None, None, 14.5, 5.767, 31.7, 31.49,2017-10-08 16:00:00, 14.13,41
None, None, 14.1, 4.46, 31.5, 34.57,2017-10-08 17:00:00, 12.47,41
None, None, 12.5, 2.145, 34.6, 42.59,2017-10-08 18:00:00, 9.81,41
None, None, 9.8, 1.33, 42.6, 49.47,2017-10-08 19:00:00, 7.78,41
None, None, 7.8, 1.587, 49.5, 52.81,2017-10-08 20:00:00, 6.7,41
None, None, 6.7, 1.346, 52.8, 60.75,2017-10-08 21:00:00, 4.476,41
None, None, 4.5, 0.940998, 60.8, 70.9,2017-10-08 22:00:00, 1.875,41
None, None, 1.9, 1.149, 70.9, 71.8,2017-10-08 23:00:00, 1.351,41
None, None, 1.4, 0.893, 71.8, 79.5,2017-10-09 00:00:00, -0.317999,41
None, None, -0.3, 0.587998, 79.5, 84.0,2017-10-09 01:00:00, -1.429,41
None, None, -1.4, 0.925998, 84.0, 87.2,2017-10-09 02:00:00, -2.54,41
None, None, -2.5, 0.661, 87.2, 90.3,2017-10-09 03:00:00, -3.008,41
None, None, -3.0, 0.694, 90.3, 90.3,2017-10-09 04:00:00, -3.458,41
None, None, -3.5, 0.666, 90.3, 92.8,2017-10-09 05:00:00, -4.55,41
None, None, -4.6, 0.6, 92.8, 95.3,2017-10-09 06:00:00, -4.931,41
None, None, -4.9, 0.726998, 95.3, 95.3,2017-10-09 07:00:00, -4.68,41
None, None, -4.7, 0.681999, 95.3, 84.1,2017-10-09 08:00:00, -1.537,41
None, None, -1.5, 0.662, 84.1, 73.3,2017-10-09 09:00:00, 1.213,41
None, None, 1.2, 0.605, 73.3, 64.2,2017-10-09 10:00:00, 3.702,41
None, None, 3.7, 0.745998, 64.2, 57.85,2017-10-09 11:00:00, 6.029,41
None, None, 6.0, 0.851, 57.9, 50.54,2017-10-09 12:00:00, 8.57,41
None, None, 8.6, 1.383, 50.5, 39.74,2017-10-09 13:00:00, 12.46,41
None, None, 12.5, 4.383, 39.7, 31.44,2017-10-09 14:00:00, 14.79,41
None, None, 14.8, 4.8, 31.4, 30.57,2017-10-09 15:00:00, 15.52,41
None, None, 15.5, 5.029, 30.6, 31.98,2017-10-09 16:00:00, 15.32,41
None, None, 15.3, 3.394, 32.0, 38.65,2017-10-09 17:00:00, 13.3,41
None, None, 13.3, 1.61, 38.7, 45.91,2017-10-09 18:00:00, 11.18,41
None, None, 11.2, 1.154, 45.9, 57.36,2017-10-09 19:00:00, 7.44,41
None, None, 7.4, 0.474999, 57.4, 62.23,2017-10-09 20:00:00, 6.048,41
