CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -8.82, None, None, None, None, None,16.46, None,7.21,106.1, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 00:00:00, None, None, 292.8,12
None, -8.93, None, None, None, None, None,14.79, None,7.81,120.5, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 02:00:00, None, None, 292.8,12
None, -9.18, None, None, None, None, None,8.88, None,8.45,135.5, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 04:00:00, None, None, 292.4,12
None, -9.05, None, None, None, None, None,11.44, None,8.87,133.4, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 05:00:00, None, None, 292.3,12
None, -9.11, None, None, None, None, None,10.74, None,9.52,133.8, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 06:00:00, None, None, 292.2,12
None, -9.18, None, None, None, None, None,9.62, None,9.31,133.9, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 07:00:00, None, None, 292.0,12
None, -7.96, None, None, None, None, None,13.07, None,8.58,120.3, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 08:00:00, None, None, 291.8,12
None, -4.766, None, None, None, None, None,16.18, None,8.19,117.9, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 10:00:00, None, None, 291.8,12
None, -2.719, None, None, None, None, None,23.94, None,5.923,138.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 11:00:00, None, None, 291.3,12
None, -3.503, None, None, None, None, None,42.04, None,3.359,180.8, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 12:00:00, None, None, 291.5,12
None, None, None, None, None, None, None,37.17, None,2.543,213.5, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 13:00:00, None, None, 284.3,12
None, None, None, None, None, None, None,46.3, None,2.605,208.8, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 14:00:00, None, None, 284.2,12
None, None, None, None, None, None, None,33.39, None,4.364,185.2, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 15:00:00, None, None, 284.3,12
None, -0.244, None, None, None, None, None,31.34, None,4.175,180.8, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 16:00:00, None, None, 290.3,12
None, -2.009, None, None, None, None, None,36.27, None,2.751,189.7, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 17:00:00, None, None, 290.9,12
None, -2.47, None, None, None, None, None,39.67, None,2.272,176.4, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 18:00:00, None, None, 290.6,12
None, -5.705, None, None, None, None, None,15.18, None,6.442,108.2, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 19:00:00, None, None, 290.6,12
None, -6.246, None, None, None, None, None,13.64, None,8.34,115.5, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 20:00:00, None, None, 290.4,12
None, -6.355, None, None, None, None, None,15.0, None,7.13,126.2, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 21:00:00, None, None, 290.1,12
None, -6.627, None, None, None, None, None,12.26, None,6.63,98.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-18 22:00:00, None, None, 290.1,12
None, -6.405, None, None, None, None, None,14.84, None,9.76,101.7, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 00:00:00, None, None, 289.9,12
None, -6.735, None, None, None, None, None,11.51, None,11.37,105.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 01:00:00, None, None, 289.7,12
None, -6.676, None, None, None, None, None,10.97, None,12.23,109.3, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 02:00:00, None, None, 289.6,12
None, -6.889, None, None, None, None, None,9.99, None,12.73,112.7, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 03:00:00, None, None, 289.4,12
None, -6.987, None, None, None, None, None,8.21, None,13.92,113.4, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 04:00:00, None, None, 289.2,12
None, -6.891, None, None, None, None, None,8.42, None,10.07,118.7, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 05:00:00, None, None, 289.0,12
None, -6.3, None, None, None, None, None,9.09, None,9.48,131.1, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 06:00:00, None, None, 289.0,12
None, -4.222, None, None, None, None, None,8.99, None,10.88,127.1, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 08:00:00, None, None, 288.8,12
None, -2.548, None, None, None, None, None,8.77, None,8.07,120.3, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 09:00:00, None, None, 288.7,12
None, -0.414, None, None, None, None, None,13.13, None,6.778,123.1, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 10:00:00, None, None, 288.7,12
None, 1.229, None, None, None, None, None,19.63, None,5.372,137.8, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 11:00:00, None, None, 288.3,12
None, 1.794, None, None, None, None, None,24.4, None,4.257,152.8, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 12:00:00, None, None, 288.2,12
None, None, None, None, None, None, None,25.18, None,4.314,148.5, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 13:00:00, None, None, 281.6,12
None, 3.248, None, None, None, None, None,29.48, None,4.041,158.8, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 14:00:00, None, None, 288.0,12
None, 3.197, None, None, None, None, None,27.96, None,4.06,160.4, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 15:00:00, None, None, 287.6,12
None, 4.393, None, None, None, None, None,29.88, None,3.358,171.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 16:00:00, None, None, 287.5,12
None, 2.295, None, None, None, None, None,22.95, None,4.072,185.2, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 17:00:00, None, None, 287.5,12
None, 1.309, None, None, None, None, None,18.73, None,4.809,159.7, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 18:00:00, None, None, 287.6,12
None, -0.667, None, None, None, None, None,24.3, None,4.756,154.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 19:00:00, None, None, 287.2,12
None, -1.062, None, None, None, None, None,15.15, None,6.002,143.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 20:00:00, None, None, 287.2,12
None, -0.547, None, None, None, None, None,8.0, None,6.95,125.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 21:00:00, None, None, 287.1,12
None, -0.086, None, None, None, None, None,5.725, None,6.38,129.9, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 22:00:00, None, None, 287.0,12
None, -0.031, None, None, None, None, None,8.6, None,6.056,135.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-19 23:00:00, None, None, 287.0,12
None, 0.213, None, None, None, None, None,8.48, None,6.456,155.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 00:00:00, None, None, 286.9,12
None, 0.371, None, None, None, None, None,17.67, None,5.742,148.5, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 01:00:00, None, None, 286.8,12
None, 0.792, None, None, None, None, None,14.83, None,6.736,159.4, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 02:00:00, None, None, 286.5,12
None, 0.22, None, None, None, None, None,15.31, None,6.349,154.8, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 03:00:00, None, None, 286.5,12
None, 0.397, None, None, None, None, None,6.408, None,8.77,151.6, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 04:00:00, None, None, 286.3,12
None, 0.456, None, None, None, None, None,9.62, None,9.43,143.2, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 05:00:00, None, None, 286.3,12
None, 0.857, None, None, None, None, None,6.967, None,8.76,149.7, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 06:00:00, None, None, 286.2,12
None, 1.196, None, None, None, None, None,14.46, None,7.48,166.8, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 08:00:00, None, None, 285.8,12
None, 3.742, None, None, None, None, None,11.85, None,8.57,126.1, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 09:00:00, None, None, 285.7,12
None, 5.635, None, None, None, None, None,15.71, None,6.032,118.2, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 10:00:00, None, None, 285.4,12
None, 5.116, None, None, None, None, None,16.36, None,5.854,119.2, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 11:00:00, None, None, 285.4,12
None, 7.43, None, None, None, None, None,20.44, None,5.109,146.6, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 13:00:00, None, None, 283.6,12
None, 7.37, None, None, None, None, None,17.33, None,4.855,146.7, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 14:00:00, None, None, 283.3,12
None, 6.012, None, None, None, None, None,19.05, None,5.698,132.2, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 15:00:00, None, None, 282.9,12
None, 5.235, None, None, None, None, None,19.15, None,6.243,131.9, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 16:00:00, None, None, 283.1,12
None, 4.65, None, None, None, None, None,20.11, None,6.522,138.9, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 17:00:00, None, None, 282.5,12
None, 3.062, None, None, None, None, None,21.29, None,6.021,145.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 18:00:00, None, None, 282.3,12
None, 1.731, None, None, None, None, None,19.73, None,7.72,173.1, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 19:00:00, None, None, 282.3,12
None, 0.845, None, None, None, None, None,22.57, None,9.91,199.6, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 20:00:00, None, None, 282.4,12
None, -1.384, None, None, None, None, None,20.14, None,6.532,178.6, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-20 23:00:00, None, None, 282.4,12
None, -1.684, None, None, None, None, None,17.52, None,9.99,181.5, None, None, None, None, None, None, None, None, None, None, None, None,2016-03-21 00:00:00, None, None, 282.8,12
