CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -0.584, 59.52, None,2016-03-18 00:00:00, None, None,13.05, 11.81,34.74, None, None, None, None, None, 65.05,12
None, -0.742, 57.56, None,2016-03-18 01:00:00, None, None,12.0, 11.61,40.64, None, None, None, None, None, 65.02,12
None, -1.361, 60.44, None,2016-03-18 02:00:00, None, None,13.29, 12.85,43.34, None, None, None, None, None, 65.01,12
None, -1.753, 62.33, None,2016-03-18 03:00:00, None, None,14.62, 13.29,46.55, None, None, None, None, None, 64.85,12
None, -2.487, 65.1, None,2016-03-18 04:00:00, None, None,14.07, 15.41,39.64, None, None, None, None, None, 64.92,12
None, -2.822, 66.91, None,2016-03-18 05:00:00, None, None,14.78, 15.87,40.01, None, None, None, None, None, 64.77,12
None, -2.892, 62.52, None,2016-03-18 06:00:00, None, None,14.08, 17.42,45.44, None, None, None, None, None, 64.88,12
None, -3.075, 62.24, None,2016-03-18 07:00:00, None, None,16.27, 16.02,41.66, None, None, None, None, None, 65.02,12
None, -3.096, 59.93, None,2016-03-18 08:00:00, None, None,16.47, 17.2,36.17, None, None, None, None, None, 64.95,12
None, -4.302, 71.08, None,2016-03-18 09:00:00, None, None,17.25, 14.09,25.3, None, None, None, None, None, 64.87,12
None, -2.237, 57.2, None,2016-03-18 10:00:00, None, None,13.7, 15.3,30.27, None, None, None, None, None, 64.7,12
None, 0.43, 45.98, None,2016-03-18 11:00:00, None, None,15.96, 14.22,34.59, None, None, None, None, None, 64.68,12
None, 2.184, 41.77, None,2016-03-18 12:00:00, None, None,17.54, 15.16,31.31, None, None, None, None, None, 64.65,12
None, 5.009, 33.85, None,2016-03-18 13:00:00, None, None,15.98, 13.04,29.72, None, None, None, None, None, 64.13,12
None, 6.604, 33.21, None,2016-03-18 14:00:00, None, None,18.48, 10.14,13.17, None, None, None, None, None, 64.52,12
None, 7.702, 28.74, None,2016-03-18 15:00:00, None, None,17.63, 10.65,13.37, None, None, None, None, None, 64.36,12
None, 7.41, 32.72, None,2016-03-18 16:00:00, None, None,20.22, 9.97,14.93, None, None, None, None, None, 64.53,12
None, 6.788, 33.61, None,2016-03-18 17:00:00, None, None,17.63, 9.67,28.13, None, None, None, None, None, 64.39,12
None, 5.728, 38.92, None,2016-03-18 18:00:00, None, None,16.2, 11.1,24.69, None, None, None, None, None, 64.51,12
None, 4.934, 40.16, None,2016-03-18 19:00:00, None, None,13.87, 11.45,33.94, None, None, None, None, None, 64.45,12
None, 3.71, 45.6, None,2016-03-18 20:00:00, None, None,11.62, 10.14,37.76, None, None, None, None, None, 64.6,12
None, 3.217, 50.35, None,2016-03-18 21:00:00, None, None,12.57, 9.96,23.33, None, None, None, None, None, 64.45,12
None, 3.354, 52.38, None,2016-03-18 22:00:00, None, None,17.97, 6.598,14.99, None, None, None, None, None, 64.59,12
None, 2.449, 58.54, None,2016-03-18 23:00:00, None, None,33.05, 5.5,21.57, None, None, None, None, None, 64.44,12
None, 2.768, 53.51, None,2016-03-19 00:00:00, None, None,31.08, 4.142,42.56, None, None, None, None, None, 64.45,12
None, 1.754, 56.76, None,2016-03-19 01:00:00, None, None,39.05, 3.3,6.992, None, None, None, None, None, 64.51,12
None, 1.913, 55.4, None,2016-03-19 02:00:00, None, None,40.9, 3.531,6.926, None, None, None, None, None, 64.61,12
None, 0.643, 61.59, None,2016-03-19 03:00:00, None, None,46.98, 4.414,14.49, None, None, None, None, None, 64.47,12
None, 0.975, 62.56, None,2016-03-19 04:00:00, None, None,19.54, 4.663,14.02, None, None, None, None, None, 64.51,12
None, 0.829, 64.35, None,2016-03-19 05:00:00, None, None,16.21, 5.302,21.75, None, None, None, None, None, 64.46,12
None, 0.694, 62.88, None,2016-03-19 06:00:00, None, None,15.86, 4.236,9.41, None, None, None, None, None, 64.36,12
None, 0.776, 56.99, None,2016-03-19 07:00:00, None, None,17.51, 5.249,27.0, None, None, None, None, None, 64.54,12
None, 0.547, 57.06, None,2016-03-19 08:00:00, None, None,17.17, 6.525,37.97, None, None, None, None, None, 64.56,12
None, 2.103, 53.79, None,2016-03-19 09:00:00, None, None,19.41, 3.255,24.91, None, None, None, None, None, 64.41,12
None, 3.255, 48.06, None,2016-03-19 10:00:00, None, None,26.19, 4.442,28.18, None, None, None, None, None, 64.78,12
None, 4.731, 44.25, None,2016-03-19 11:00:00, None, None,19.28, 3.752,11.28, None, None, None, None, None, 64.92,12
None, 5.387, 44.85, None,2016-03-19 12:00:00, None, None,30.05, 2.539,345.2, None, None, None, None, None, 64.63,12
None, 7.729, 41.73, None,2016-03-19 13:00:00, None, None,31.59, 2.755,323.8, None, None, None, None, None, 64.03,12
None, 8.6, 35.34, None,2016-03-19 14:00:00, None, None,25.47, 3.542,332.3, None, None, None, None, None, 63.76,12
None, 9.04, 38.69, None,2016-03-19 15:00:00, None, None,24.3, 3.264,334.7, None, None, None, None, None, 64.03,12
None, 9.41, 42.75, None,2016-03-19 16:00:00, None, None,33.64, 2.446,341.4, None, None, None, None, None, 62.83,12
None, 9.73, 41.62, None,2016-03-19 17:00:00, None, None,25.48, 2.458,0.903, None, None, None, None, None, 62.63,12
None, 8.68, 41.34, None,2016-03-19 18:00:00, None, None,18.91, 4.342,19.49, None, None, None, None, None, 61.19,12
None, 7.205, 45.19, None,2016-03-19 19:00:00, None, None,13.43, 10.36,33.81, None, None, None, None, None, 61.33,12
None, 6.686, 51.19, None,2016-03-19 20:00:00, None, None,15.09, 9.78,31.03, None, None, None, None, None, 61.31,12
None, 6.496, 56.91, None,2016-03-19 21:00:00, None, None,14.9, 8.34,20.73, None, None, None, None, None, 60.62,12
None, 5.503, 64.8, None,2016-03-19 22:00:00, None, None,17.32, 8.18,22.64, None, None, None, None, None, 60.5,12
None, 5.33, 66.88, None,2016-03-19 23:00:00, None, None,12.0, 8.57,32.52, None, None, None, None, None, 61.0,12
None, 4.672, 72.25, None,2016-03-20 00:00:00, None, None,14.56, 7.728,34.03, None, None, None, None, None, 60.77,12
None, 4.715, 75.13, None,2016-03-20 01:00:00, None, None,19.33, 7.659,35.43, None, None, None, None, None, 60.91,12
None, 4.433, 77.5, None,2016-03-20 02:00:00, None, None,15.44, 7.086,33.65, None, None, None, None, None, 60.91,12
None, 4.661, 76.34, None,2016-03-20 03:00:00, None, None,14.39, 7.667,34.4, None, None, None, None, None, 60.99,12
None, 4.283, 78.07, None,2016-03-20 04:00:00, None, None,24.02, 6.092,20.53, None, None, None, None, None, 60.65,12
