wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,snwfl_amt_pst1hr,stn_pres
305.0, None, None,0.0, None,6.4, None,1.8, None, None, None,81.0,2018-04-30 00:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321.0, None, None,0.0, None,10.7, None,2.2, None, None, None,78.0,2018-04-30 01:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312.0, None, None,0.0, None,6.9, None,1.8, None, None, None,82.0,2018-04-30 02:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0, None, None,0.0, None,2.1, None,0.1, None, None, None,95.0,2018-04-30 03:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0, None, None,0.0, None,2.6, None,0.0, None, None, None,95.0,2018-04-30 04:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0, None, None,0.0, None,3.3, None,0.6, None, None, None,91.0,2018-04-30 05:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323.0, None, None,0.0, None,14.2, None,2.4, None, None, None,79.0,2018-04-30 06:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324.0, None, None,0.0, None,19.6, None,2.9, None, None, None,76.0,2018-04-30 07:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324.0, None, None,0.0, None,15.3, None,3.7, None, None, None,72.0,2018-04-30 08:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336.0, None, None,0.0, None,13.7, None,5.9, None, None, None,58.0,2018-04-30 09:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324.0, None, None,0.0, None,15.2, None,6.3, None, None, None,55.0,2018-04-30 10:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338.0, None, None,0.0, None,17.3, None,6.8, None, None, None,43.0,2018-04-30 11:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348.0, None, None,0.0, None,16.8, None,7.5, None, None, None,39.0,2018-04-30 12:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0, None, None,0.0, None,6.1, None,8.3, None, None, None,43.0,2018-04-30 13:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329.0, None, None,0.0, None,13.1, None,9.1, None, None, None,42.0,2018-04-30 14:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344.0, None, None,0.0, None,12.9, None,9.4, None, None, None,38.0,2018-04-30 15:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332.0, None, None,0.0, None,13.0, None,9.0, None, None, None,42.0,2018-04-30 16:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316.0, None, None,0.0, None,11.7, None,8.2, None, None, None,44.0,2018-04-30 17:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308.0, None, None,0.0, None,8.7, None,7.6, None, None, None,50.0,2018-04-30 18:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302.0, None, None,0.0, None,10.1, None,5.5, None, None, None,54.0,2018-04-30 19:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
