pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
6.0, None, 0.0,15.0,572.0, None, None,2022-10-22 00:00:00,0.3, None,41.0, None,43
6.0, None, 0.0,15.0,572.0, None, None,2022-10-22 01:00:00,0.2, None,41.0, None,43
6.0, None, 0.0,15.0,572.0, None, None,2022-10-22 02:00:00,0.1, None,40.0, None,43
6.0, None, 0.0,15.0,572.0, None, None,2022-10-22 03:00:00,0.1, None,42.0, None,43
6.0, None, 0.0,15.0,572.0, None, None,2022-10-22 04:00:00,0.0, None,41.0, None,43
5.0, None, 0.0,14.0,572.0, None, None,2022-10-22 05:00:00,0.0, None,42.0, None,43
4.0, None, 0.0,14.0,572.0, None, None,2022-10-22 06:00:00,0.0, None,41.0, None,43
4.0, None, 0.0,14.0,572.0, None, None,2022-10-22 07:00:00,0.0, None,41.0, None,43
3.0, None, 0.0,14.0,572.0, None, None,2022-10-22 08:00:00,-0.2, None,41.0, None,43
3.0, None, 0.0,14.0,572.0, None, None,2022-10-22 09:00:00,-0.3, None,42.0, None,43
3.0, None, 0.0,14.0,572.0, None, None,2022-10-22 10:00:00,-0.2, None,43.0, None,43
3.0, None, 0.0,14.0,572.0, None, None,2022-10-22 11:00:00,0.7, None,41.0, None,43
3.0, None, 0.0,14.0,572.0, None, None,2022-10-22 12:00:00,2.7, None,37.0, None,43
3.0, None, 0.0,14.0,572.0, None, None,2022-10-22 13:00:00,1.9, None,44.0, None,43
2.0, None, 0.0,14.0,572.0, None, None,2022-10-22 14:00:00,1.7, None,41.0, None,43
1.0, None, 0.0,15.0,572.0, None, None,2022-10-22 15:00:00,4.6, None,44.0, None,43
0.0, None, 0.0,16.0,572.0, None, None,2022-10-22 16:00:00,2.4, None,4.0, None,43
0.0, None, 0.0,15.0,572.0, None, None,2022-10-22 17:00:00,3.5, None,3.0, None,43
0.0, None, 0.0,15.0,572.0, None, None,2022-10-22 18:00:00,-0.6, None,38.0, None,43
0.0, None, 0.0,15.0,572.0, None, None,2022-10-22 19:00:00,-1.3, None,39.0, None,43
1.0, None, 1.0,14.0,573.0, None, None,2022-10-22 20:00:00,-1.3, None,2.0, None,43
1.0, None, 0.0,14.0,573.0, None, None,2022-10-22 21:00:00,-1.6, None,28.0, None,43
1.0, None, 0.0,14.0,573.0, None, None,2022-10-22 22:00:00,-2.0, None,32.0, None,43
1.0, None, 0.0,13.0,573.0, None, None,2022-10-22 23:00:00,-1.6, None,9.0, None,43
1.0, None, 0.0,13.0,573.0, None, None,2022-10-23 00:00:00,-2.0, None,-3.0, None,43
1.0, None, 0.0,13.0,573.0, None, None,2022-10-23 01:00:00,-2.2, None,37.0, None,43
1.0, None, 0.0,13.0,573.0, None, None,2022-10-23 02:00:00,-3.0, None,39.0, None,43
1.0, None, 0.0,12.0,573.0, None, None,2022-10-23 03:00:00,-3.2, None,-1.0, None,43
1.0, None, 0.0,12.0,573.0, None, None,2022-10-23 04:00:00,-3.3, None,37.0, None,43
1.0, None, 0.0,12.0,573.0, None, None,2022-10-23 05:00:00,-3.8, None,43.0, None,43
0.0, None, None,12.0,572.0, None, None,2022-10-23 06:00:00,-3.4, None,46.0, None,43
0.0, None, 0.0,11.0,572.0, None, None,2022-10-23 07:00:00,-2.9, None,40.0, None,43
0.0, None, 0.0,11.0,572.0, None, None,2022-10-23 08:00:00,-2.6, None,6.0, None,43
0.0, None, 0.0,11.0,572.0, None, None,2022-10-23 09:00:00,-2.3, None,38.0, None,43
0.0, None, 0.0,11.0,572.0, None, None,2022-10-23 10:00:00,-1.9, None,40.0, None,43
None, None, None,11.0,571.0, None, None,2022-10-23 11:00:00,-0.9, None,42.0, None,43
0.0, None, 1.0,12.0,572.0, None, None,2022-10-23 12:00:00,-0.6, None,42.0, None,43
1.0, None, 1.0,12.0,573.0, None, None,2022-10-23 13:00:00,-1.0, None,38.0, None,43
1.0, None, 0.0,12.0,573.0, None, None,2022-10-23 14:00:00,-0.4, None,25.0, None,43
2.0, None, 1.0,13.0,574.0, None, None,2022-10-23 15:00:00,0.2, None,34.0, None,43
3.0, None, 1.0,13.0,575.0, None, None,2022-10-23 16:00:00,0.2, None,29.0, None,43
3.0, None, 0.0,13.0,575.0, None, None,2022-10-23 17:00:00,-0.4, None,29.0, None,43
4.0, None, 1.0,14.0,576.0, None, None,2022-10-23 18:00:00,-0.6, None,29.0, None,43
4.0, None, 0.0,14.0,576.0, None, None,2022-10-23 19:00:00,-0.6, None,26.0, None,43
4.0, None, 1.0,14.0,577.0, None, None,2022-10-23 20:00:00,-0.8, None,16.0, None,43
4.0, None, 0.0,14.0,577.0, None, None,2022-10-23 21:00:00,-1.4, None,24.0, None,43
4.0, None, 0.0,14.0,577.0, None, None,2022-10-23 22:00:00,-1.4, None,22.0, None,43
4.0, None, 0.0,14.0,577.0, None, None,2022-10-23 23:00:00,-1.3, None,26.0, None,43
4.0, None, 0.0,14.0,577.0, None, None,2022-10-24 00:00:00,-1.1, None,19.0, None,43
4.0, None, 0.0,14.0,577.0, None, None,2022-10-24 01:00:00,-0.9, None,19.0, None,43
5.0, None, 1.0,14.0,578.0, None, None,2022-10-24 02:00:00,-0.4, None,16.0, None,43
5.0, None, 0.0,14.0,578.0, None, None,2022-10-24 03:00:00,-0.5, None,24.0, None,43
5.0, None, 0.0,14.0,578.0, None, None,2022-10-24 04:00:00,-0.4, None,18.0, None,43
6.0, None, 1.0,14.0,579.0, None, None,2022-10-24 05:00:00,-0.1, None,24.0, None,43
7.0, None, 0.0,14.0,579.0, None, None,2022-10-24 06:00:00,-0.2, None,23.0, None,43
7.0, None, 0.0,14.0,579.0, None, None,2022-10-24 07:00:00,-0.3, None,23.0, None,43
9.0, None, 2.0,15.0,581.0, None, None,2022-10-24 08:00:00,-0.2, None,24.0, None,43
11.0, None, 2.0,17.0,583.0, None, None,2022-10-24 09:00:00,-0.1, None,25.0, None,43
12.0, None, 1.0,18.0,584.0, None, None,2022-10-24 10:00:00,0.0, None,490.0, None,43
15.0, None, 2.0,19.0,586.0, None, None,2022-10-24 11:00:00,0.2, None,20.0, None,43
15.0, None, 1.0,20.0,587.0, None, None,2022-10-24 12:00:00,0.1, None,22.0, None,43
16.0, None, 2.0,20.0,589.0, None, None,2022-10-24 13:00:00,0.6, None,21.0, None,43
17.0, None, 1.0,21.0,590.0, None, None,2022-10-24 14:00:00,0.2, None,19.0, None,43
16.0, None, 0.0,21.0,590.0, None, None,2022-10-24 15:00:00,0.3, None,19.0, None,43
15.0, None, 0.0,21.0,590.0, None, None,2022-10-24 16:00:00,0.5, None,18.0, None,43
15.0, None, 0.0,21.0,590.0, None, None,2022-10-24 17:00:00,0.2, None,15.0, None,43
15.0, None, 1.0,21.0,591.0, None, None,2022-10-24 18:00:00,0.3, None,13.0, None,43
15.0, None, 0.0,21.0,591.0, None, None,2022-10-24 19:00:00,-0.3, None,11.0, None,43
15.0, None, 1.0,21.0,592.0, None, None,2022-10-24 21:00:00,-0.5, None,17.0, None,43
15.0, None, 0.0,21.0,592.0, None, None,2022-10-24 22:00:00,-0.2, None,17.0, None,43
15.0, None, 0.0,21.0,592.0, None, None,2022-10-24 23:00:00,-0.3, None,21.0, None,43
15.0, None, 0.0,21.0,592.0, None, None,2022-10-25 00:00:00,-0.2, None,19.0, None,43
15.0, None, 0.0,21.0,592.0, None, None,2022-10-25 01:00:00,-0.3, None,18.0, None,43
14.0, None, 0.0,21.0,592.0, None, None,2022-10-25 02:00:00,-0.5, None,17.0, None,43
