CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,DEW_POINT,week_of_year
8.39,81.2,2020-07-01 00:00:00,5.0,27
8.89,83.1,2020-07-01 01:00:00,6.0,27
8.69,81.5,2020-07-01 02:00:00,6.0,27
8.34,85.1,2020-07-01 03:00:00,6.0,27
7.927,87.6,2020-07-01 04:00:00,6.0,27
8.08,90.7,2020-07-01 05:00:00,6.0,27
7.744,95.5,2020-07-01 06:00:00,7.0,27
7.485,96.6,2020-07-01 07:00:00,7.0,27
7.888,96.9,2020-07-01 08:00:00,8.0,27
7.825,97.6,2020-07-01 09:00:00,8.0,27
8.99,97.4,2020-07-01 10:00:00,8.0,27
9.58,94.9,2020-07-01 11:00:00,9.0,27
9.95,94.4,2020-07-01 12:00:00,9.0,27
10.5,94.2,2020-07-01 13:00:00,10.0,27
10.82,93.5,2020-07-01 14:00:00,10.0,27
10.93,92.6,2020-07-01 15:00:00,10.0,27
11.06,92.2,2020-07-01 16:00:00,10.0,27
11.24,92.5,2020-07-01 17:00:00,10.0,27
11.14,92.8,2020-07-01 18:00:00,10.0,27
11.15,92.4,2020-07-01 19:00:00,10.0,27
10.93,92.1,2020-07-01 20:00:00,10.0,27
10.7,91.4,2020-07-01 21:00:00,9.0,27
10.48,93.4,2020-07-01 22:00:00,9.0,27
9.06,96.1,2020-07-01 23:00:00,8.0,27
8.94,97.4,2020-07-02 00:00:00,9.0,27
8.71,97.5,2020-07-02 01:00:00,8.0,27
8.47,98.2,2020-07-02 02:00:00,8.0,27
8.48,98.1,2020-07-02 03:00:00,8.0,27
8.33,98.2,2020-07-02 04:00:00,8.0,27
8.18,97.9,2020-07-02 05:00:00,8.0,27
9.0,89.7,2020-07-02 06:00:00,8.0,27
9.24,92.2,2020-07-02 07:00:00,8.0,27
10.69,85.1,2020-07-02 08:00:00,8.0,27
12.34,69.9,2020-07-02 09:00:00,6.0,27
13.13,59.25,2020-07-02 10:00:00,5.0,27
14.87,50.83,2020-07-02 11:00:00,6.0,27
