pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,snwfl_amt_pst1hr,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 8.89, 96.2, None, None, None, None, 8.0, 8.9, 8.9, 1005.6, 0.3, 8.0, 873.0, 11.1, 96.0, None,2020-07-01 00:00:00, None, None, 873.0,27
None, 8.86, 96.1, None, None, None, None, 8.0, 8.9, 8.8, 1004.2, 0.0, 8.0, 872.0, 11.1, 96.0, None,2020-07-01 01:00:00, None, None, 872.0,27
None, 8.72, 96.2, None, None, None, None, 8.0, 8.7, 8.7, 1004.6, 0.0, 8.0, 872.0, 11.1, 96.0, None,2020-07-01 02:00:00, None, None, 872.0,27
None, 8.65, 96.3, None, None, None, None, 8.0, 8.7, 8.7, 1005.3, 0.0, 8.0, 872.0, 11.1, 96.0, None,2020-07-01 03:00:00, None, None, 872.0,27
None, 8.54, 96.3, None, None, None, None, 8.0, 8.5, 8.5, 1005.3, 0.0, 8.0, 872.0, 11.1, 96.0, None,2020-07-01 04:00:00, None, None, 872.0,27
None, 8.58, 96.3, None, None, None, None, 8.0, 8.6, 8.5, 1003.9, 0.0, 8.0, 871.0, 11.1, 96.0, None,2020-07-01 05:00:00, None, None, 871.0,27
None, 8.55, 96.3, None, None, None, None, 8.0, 8.6, 8.5, 1004.1, 0.0, 8.0, 871.0, 11.1, 96.0, None,2020-07-01 06:00:00, None, None, 871.0,27
None, 8.7, 96.4, None, None, None, None, 8.0, 8.7, 8.5, 1004.2, 0.0, 8.0, 871.0, 8.7, 96.0, None,2020-07-01 07:00:00, None, None, 871.0,27
None, 9.13, 96.3, None, None, None, None, 9.0, 9.1, 8.5, 1004.1, 0.0, 9.0, 871.0, 9.2, 96.0, None,2020-07-01 08:00:00, None, None, 871.0,27
None, 9.96, 92.4, None, None, None, None, 9.0, 10.0, 8.5, 1004.1, 0.0, 9.0, 871.0, 9.9, 92.0, None,2020-07-01 09:00:00, None, None, 871.0,27
None, 11.19, 81.8, None, None, None, None, 8.0, 11.2, 8.5, 1002.8, 0.0, 8.0, 870.0, 11.2, 82.0, None,2020-07-01 10:00:00, None, None, 870.0,27
None, 12.62, 70.57, None, None, None, None, 8.0, 12.6, 8.5, 1002.7, 0.0, 8.0, 870.0, 12.9, 71.0, None,2020-07-01 11:00:00, None, None, 870.0,27
None, 14.17, 65.39, None, None, None, None, 8.0, 14.2, 8.5, 1002.4, 0.0, 8.0, 870.0, 14.1, 65.0, None,2020-07-01 12:00:00, None, None, 870.0,27
None, 14.97, 50.3, None, None, None, None, 6.0, 15.0, 8.5, 1001.2, 0.0, 6.0, 869.0, 15.4, 50.0, None,2020-07-01 13:00:00, None, None, 869.0,27
None, 15.97, 47.55, None, None, None, None, 5.0, 16.0, 8.5, 1001.0, 0.0, 5.0, 869.0, 16.3, 48.0, None,2020-07-01 14:00:00, None, None, 869.0,27
None, 15.33, 47.57, None, None, None, None, 4.0, 15.3, 8.5, 1001.1, 0.0, 4.0, 869.0, 16.3, 48.0, None,2020-07-01 15:00:00, None, None, 869.0,27
None, 15.12, 46.72, None, None, None, None, 4.0, 15.1, 8.5, 1001.2, 0.0, 4.0, 869.0, 16.3, 47.0, None,2020-07-01 16:00:00, None, None, 869.0,27
None, 14.49, 49.92, None, None, None, None, 4.0, 14.5, 8.5, 1001.3, 0.0, 4.0, 869.0, 16.3, 50.0, None,2020-07-01 17:00:00, None, None, 869.0,27
None, 13.7, 52.93, None, None, None, None, 4.0, 13.7, 8.5, 1002.6, 0.0, 4.0, 870.0, 16.3, 53.0, None,2020-07-01 18:00:00, None, None, 870.0,27
None, 13.28, 53.96, None, None, None, None, 6.0, 13.3, 13.4, 1002.6, 0.0, 6.0, 870.0, 13.8, 54.0, None,2020-07-01 19:00:00, None, None, 870.0,27
None, 12.1, 60.35, None, None, None, None, 5.0, 12.1, 12.1, 1002.7, -0.2, 5.0, 870.0, 13.8, 60.0, None,2020-07-01 20:00:00, None, None, 870.0,27
None, 10.75, 62.78, None, None, None, None, 4.0, 10.8, 10.5, 1002.8, -0.7, 4.0, 870.0, 13.8, 63.0, None,2020-07-01 21:00:00, None, None, 870.0,27
None, 10.02, 70.48, None, None, None, None, 5.0, 10.0, 10.1, 1002.7, 0.0, 5.0, 870.0, 13.8, 70.0, None,2020-07-01 22:00:00, None, None, 870.0,27
None, 9.78, 71.92, None, None, None, None, 5.0, 9.8, 9.6, 1002.5, 0.0, 5.0, 870.0, 13.8, 72.0, None,2020-07-01 23:00:00, None, None, 870.0,27
None, 8.84, 80.4, None, None, None, None, 6.0, 8.8, 8.9, 1002.5, 0.0, 6.0, 870.0, 13.8, 80.0, None,2020-07-02 00:00:00, None, None, 870.0,27
None, 8.42, 80.9, None, None, None, None, 5.0, 8.4, 8.4, 1002.4, 0.3, 5.0, 870.0, 13.8, 81.0, None,2020-07-02 01:00:00, None, None, 870.0,27
None, 8.93, 73.18, None, None, None, None, 5.0, 8.9, 8.4, 1002.2, 0.6, 5.0, 870.0, 13.8, 73.0, None,2020-07-02 02:00:00, None, None, 870.0,27
