ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
1.8,0.0,-21.0,1.8,2020-01-15,61.0,-15.0,3,,,,,,
2.8,0.0,-20.5,2.8,2020-01-16,59.0,-10.5,3,,,,,,
2.6,0.0,-15.5,2.6,2020-01-17,60.0,-10.0,3,,,,,,
0.6,0.0,-12.0,0.6,2020-01-18,59.0,-4.0,3,,,,,,
0.0,0.0,-10.0,0.0,2020-01-19,57.0,-1.0,3,,,,,,
0.0,0.0,-4.5,0.0,2020-01-20,56.0,1.5,3,,,,,,
3.8,1.0,-2.0,2.8,2020-01-21,54.0,2.5,3,,,,,,
,,,,2020-01-15 00:00:00,,,3,23.7,-18.0, None,66.5, None, None
,,,,2020-01-15 01:00:00,,,3,17.7,-18.2, None,66.2, None, None
,,,,2020-01-15 02:00:00,,,3,32.4,-18.5, None,69.7, None, None
,,,,2020-01-15 03:00:00,,,3,24.6,-18.6, None,72.6, None, None
,,,,2020-01-15 04:00:00,,,3,36.0,-18.5, None,74.0, None, None
,,,,2020-01-15 05:00:00,,,3,35.0,-18.6, None,74.7, None, None
,,,,2020-01-15 06:00:00,,,3,29.8,-18.7, None,74.9, None, None
,,,,2020-01-15 07:00:00,,,3,26.4,-18.7, None,74.9, None, None
,,,,2020-01-15 08:00:00,,,3,30.3,-18.7, None,75.0, None, None
,,,,2020-01-15 09:00:00,,,3,33.7,-18.5, None,74.9, None, None
,,,,2020-01-15 10:00:00,,,3,21.2,-18.3, None,72.5, None, None
,,,,2020-01-15 11:00:00,,,3,33.7,-17.7, None,70.2, None, None
,,,,2020-01-15 12:00:00,,,3,29.1,-17.2, None,66.7, None, None
,,,,2020-01-15 13:00:00,,,3,15.4,-16.9, None,64.4, None, None
,,,,2020-01-15 14:00:00,,,3,10.6,-16.6, None,64.5, None, None
,,,,2020-01-15 15:00:00,,,3,3.5,-16.4, None,65.5, None, None
,,,,2020-01-15 16:00:00,,,3,20.7,-15.9, None,66.7, None, None
,,,,2020-01-15 17:00:00,,,3,9.9,-15.9, None,70.5, None, None
,,,,2020-01-15 18:00:00,,,3,39.7,-15.9, None,74.1, None, None
,,,,2020-01-15 19:00:00,,,3,64.5,-16.1, None,74.6, None, None
,,,,2020-01-15 20:00:00,,,3,12.0,-15.8, None,75.3, None, None
,,,,2020-01-15 21:00:00,,,3,19.6,-15.9, None,76.0, None, None
,,,,2020-01-15 22:00:00,,,3,20.0,-16.0, None,75.8, None, None
,,,,2020-01-15 23:00:00,,,3,68.2,-15.8, None,76.7, None, None
,,,,2020-01-16 00:00:00,,,3,27.5,-15.6, None,75.0, None, None
,,,,2020-01-16 01:00:00,,,3,33.6,-15.4, None,74.8, None, None
,,,,2020-01-16 02:00:00,,,3,38.6,-15.2, None,74.2, None, None
,,,,2020-01-16 03:00:00,,,3,50.2,-14.8, None,73.7, None, None
,,,,2020-01-16 04:00:00,,,3,5.9,-14.7, None,74.8, None, None
,,,,2020-01-16 05:00:00,,,3,24.5,-14.4, None,74.0, None, None
,,,,2020-01-16 06:00:00,,,3,13.3,-14.3, None,77.5, None, None
,,,,2020-01-16 07:00:00,,,3,10.6,-14.3, None,80.2, None, None
,,,,2020-01-16 08:00:00,,,3,22.3,-14.0, None,80.3, None, None
,,,,2020-01-16 09:00:00,,,3,27.5,-13.6, None,81.5, None, None
,,,,2020-01-16 10:00:00,,,3,31.1,-12.8, None,80.9, None, None
,,,,2020-01-16 11:00:00,,,3,13.5,-11.9, None,80.9, None, None
,,,,2020-01-16 12:00:00,,,3,13.8,-11.6, None,78.3, None, None
,,,,2020-01-16 13:00:00,,,3,7.1,-10.8, None,79.0, None, None
,,,,2020-01-16 14:00:00,,,3,5.7,-10.3, None,83.0, None, None
,,,,2020-01-16 15:00:00,,,3,14.7,-10.0, None,84.7, None, None
,,,,2020-01-16 16:00:00,,,3,23.8,-9.9, None,84.8, None, None
,,,,2020-01-16 17:00:00,,,3,25.2,-9.8, None,84.4, None, None
,,,,2020-01-16 18:00:00,,,3,28.1,-9.8, None,83.8, None, None
,,,,2020-01-16 19:00:00,,,3,22.9,-9.6, None,83.4, None, None
,,,,2020-01-16 20:00:00,,,3,19.9,-9.8, None,83.4, None, None
,,,,2020-01-16 21:00:00,,,3,23.8,-10.5, None,84.0, None, None
,,,,2020-01-16 22:00:00,,,3,132.3,-11.7, None,86.5, None, None
,,,,2020-01-16 23:00:00,,,3,84.9,-12.8, None,87.1, None, None
,,,,2020-01-17 00:00:00,,,3,124.4,-13.0, None,86.2, None, None
,,,,2020-01-17 01:00:00,,,3,14.4,-12.5, None,85.6, None, None
,,,,2020-01-17 02:00:00,,,3,358.7,-12.0, None,86.0, None, None
,,,,2020-01-17 03:00:00,,,3,10.4,-11.4, None,85.3, None, None
,,,,2020-01-17 04:00:00,,,3,17.1,-10.9, None,83.6, None, None
