time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2017-01-08,16.0,1.1,-1.4,2
2017-01-09,3.0,-1.0,-1.6,2
2017-01-10,0.0,-1.5,-8.3,2
2017-01-11,0.0,-8.2,-13.5,2
2017-01-12,0.0,-7.0,-16.2,2
2017-01-13,0.0,-2.1,-7.0,2
2017-01-14,0.0,-0.7,-5.8,2
