pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 4.87, 56.09, 5.7, 9.7, 18.21, 3.467, 262.6, -3.0, 3.5, 4.9, 4.2, 1024.2, 0.9, -3.0, 983.0, 263.0, 0.0, 56.0,2021-03-12 00:00:00, -1.0, -0.973, 983.0,11
None, 4.905, 51.0, 5.7, 11.6, 21.26, 4.226, 260.5, -5.0, 4.2, 4.9, 4.2, 1024.1, -0.3, -5.0, 983.0, 261.0, 0.0, 51.0,2021-03-12 01:00:00, -1.0, -0.764, 983.0,11
None, 4.669, 47.07, 5.7, 10.2, 33.92, 1.563, 282.6, -6.0, 1.6, 4.7, 4.0, 1025.2, -0.4, -6.0, 984.0, 283.0, -1.0, 47.0,2021-03-12 02:00:00, -1.0, -1.354, 984.0,11
None, 3.712, 55.28, 5.7, 8.5, 61.97, 1.287, 309.3, -4.0, 1.3, 3.7, 3.7, 1025.2, 0.0, -4.0, 984.0, 309.0, 1.0, 55.0,2021-03-12 03:00:00, -1.0, -0.929, 984.0,11
None, 4.268, 59.35, 5.7, 8.9, 67.72, 1.174, 290.0, -3.0, 1.2, 4.3, 3.3, 1024.2, 0.6, -3.0, 983.0, 290.0, 0.0, 59.0,2021-03-12 04:00:00, -1.0, -0.927, 983.0,11
None, 4.405, 58.01, 5.7, 6.9, 53.96, 0.6, 300.3, -3.0, 0.6, 4.4, 3.3, 1025.2, -0.2, -3.0, 984.0, 300.0, 0.0, 58.0,2021-03-12 05:00:00, -1.0, -0.945, 984.0,11
None, 4.767, 56.88, 5.7, 6.4, 65.65, 0.259, 334.2, -3.0, 0.3, 4.8, 3.3, 1025.3, 0.4, -3.0, 984.0, 334.0, 0.0, 57.0,2021-03-12 06:00:00, -1.0, -0.884, 984.0,11
None, 5.182, 54.78, 5.2, 9.2, 55.22, 0.225, 307.9, -3.0, 0.2, 5.2, 4.7, 1025.3, -0.1, -3.0, 984.0, 308.0, 0.0, 55.0,2021-03-12 07:00:00, -1.0, -0.903, 984.0,11
None, 6.454, 55.95, 6.5, 6.1, 36.89, 1.298, 261.4, -2.0, 1.3, 6.5, 4.7, 1026.3, 0.5, -2.0, 985.0, 261.0, 0.0, 56.0,2021-03-12 08:00:00, -1.0, -0.747, 985.0,11
None, 7.104, 57.55, 7.1, 7.8, 26.3, 2.021, 205.4, -1.0, 2.0, 7.1, 4.7, 1026.3, -0.1, -1.0, 985.0, 205.0, 0.0, 58.0,2021-03-12 09:00:00, -1.0, -0.546, 985.0,11
None, 7.127, 58.37, 7.5, 7.8, 19.86, 2.604, 181.6, 0.0, 2.6, 7.1, 4.7, 1026.3, -1.0, 0.0, 985.0, 182.0, 0.0, 58.0,2021-03-12 10:00:00, -1.0, -0.537, 985.0,11
None, 8.06, 60.21, 8.2, 7.6, 29.71, 3.218, 180.2, 1.0, 3.2, 8.1, 4.7, 1026.3, 1.1, 1.0, 985.0, 180.0, 0.0, 60.0,2021-03-12 11:00:00, -1.0, -0.925, 985.0,11
None, 9.11, 59.31, 9.1, 13.7, 31.81, 5.793, 167.8, 2.0, 5.8, 9.1, 4.7, 1026.2, -1.3, 2.0, 985.0, 168.0, 1.0, 59.0,2021-03-12 12:00:00, 0.0, -0.465, 985.0,11
None, 8.81, 68.03, 9.1, 13.6, 22.67, 5.973, 52.67, 3.0, 6.0, 8.8, 4.7, 1026.2, 0.3, 3.0, 985.0, 53.0, 0.0, 68.0,2021-03-12 13:00:00, 0.0, -0.436, 985.0,11
None, 8.18, 66.23, 9.1, 15.1, 20.47, 7.303, 51.42, 2.0, 7.3, 8.2, 4.7, 1025.2, -0.5, 2.0, 984.0, 51.0, 0.0, 66.0,2021-03-12 14:00:00, 0.0, -0.431, 984.0,11
None, 9.0, 55.69, 9.6, 14.4, 33.55, 5.361, 53.28, 1.0, 5.4, 9.0, 4.7, 1025.2, 0.4, 1.0, 984.0, 53.0, -1.0, 56.0,2021-03-12 15:00:00, -1.0, -0.975, 984.0,11
None, 8.95, 56.33, 9.6, 14.3, 24.48, 6.058, 51.13, 1.0, 6.1, 9.0, 4.7, 1024.1, -0.3, 1.0, 983.0, 51.0, 1.0, 56.0,2021-03-12 16:00:00, -1.0, -0.574, 983.0,11
