pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -3.017, None, None,2021-03-12 00:00:00, -0.6, None, -6999.0, -3.0, -3.1, 0.0, 0.0, -6999.0, None, None, 187.0, 186.8,11
None, None, -2.855, None, None,2021-03-12 01:00:00, -0.6, None, -6999.0, -2.9, -3.1, 0.1, 0.0, -6999.0, None, None, 187.0, 186.9,11
None, None, -3.207, None, None,2021-03-12 02:00:00, -0.6, None, -6999.0, -3.2, -3.2, 0.0, 0.0, -6999.0, None, None, 187.0, 187.2,11
None, None, -3.149, None, None,2021-03-12 03:00:00, -0.6, None, -6999.0, -3.1, -3.3, 0.0, 1.0, -6999.0, None, None, 188.0, 187.5,11
None, None, -3.01, None, None,2021-03-12 04:00:00, -0.6, None, -6999.0, -3.0, -3.3, 0.1, 2.0, -6999.0, None, None, 189.0, 188.8,11
2.5, None, -3.404, None, None,2021-03-12 05:00:00, -0.6, None, -6999.0, -3.4, -3.4, 0.1, 3.0, -6999.0, None, None, 191.0, 190.8,11
2.5, None, -3.44, None, None,2021-03-12 06:00:00, -0.6, None, -6999.0, -3.4, -3.5, 0.1, -4.0, -6999.0, None, None, 187.0, 187.1,11
2.5, None, -3.288, None, None,2021-03-12 07:00:00, -3.3, None, -6999.0, -3.3, -3.4, 0.0, 0.0, -6999.0, None, None, 187.0, 186.6,11
2.3, None, -3.103, None, None,2021-03-12 08:00:00, -3.1, None, -6999.0, -3.1, -3.4, 0.0, 0.0, -6999.0, None, None, 187.0, 186.6,11
None, None, -2.43, None, None,2021-03-12 09:00:00, -2.4, None, -6999.0, -2.4, -3.4, -0.2, 0.0, -6999.0, None, None, 187.0, 186.8,11
None, None, -1.541, None, None,2021-03-12 10:00:00, -1.6, None, -6999.0, -1.5, -3.4, -0.2, -1.0, -6999.0, None, None, 186.0, 186.2,11
None, None, -0.276, None, None,2021-03-12 11:00:00, -0.3, None, -6999.0, -0.3, -3.4, -0.2, 3.0, -6999.0, None, None, 189.0, 188.6,11
