air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
-8.9,-9.5, 222.0,-2.9, -6999.0, 8.9,2021-03-12 00:00:00, 2.0, -6999.0,11
-10.0,-10.0, 214.0,-2.9, -6999.0, 4.0,2021-03-12 01:00:00, 0.7, -6999.0,11
-12.7,-12.6, 248.0,-2.9, -6999.0, 3.9,2021-03-12 02:00:00, 0.5, -6999.0,11
-13.7,-13.8, 264.0,-2.9, -6999.0, 5.3,2021-03-12 03:00:00, 2.0, -6999.0,11
-14.3,-14.6, 309.0,-2.9, -6999.0, 3.2,2021-03-12 04:00:00, 0.6, -6999.0,11
-16.1,-16.3, 357.0,-2.9, -6999.0, 2.7,2021-03-12 05:00:00, 0.6, -6999.0,11
-17.6,-17.8, 252.0,-2.9, -6999.0, 2.7,2021-03-12 06:00:00, 0.6, -6999.0,11
-19.2,-19.1, 241.0,-17.6, -6999.0, 3.0,2021-03-12 07:00:00, 0.5, -6999.0,11
-18.8,-19.9, 225.0,-17.6, -6999.0, 3.4,2021-03-12 08:00:00, 0.6, -6999.0,11
-16.6,-19.9, 200.0,-16.2, -6999.0, 3.0,2021-03-12 09:00:00, 0.5, -6999.0,11
-12.5,-19.9, 85.0,-12.6, -6999.0, 2.8,2021-03-12 10:00:00, 0.5, -6999.0,11
-8.3,-19.9, 45.0,-8.4, -6999.0, 4.7,2021-03-12 11:00:00, 1.8, -6999.0,11
-5.7,-19.9, 63.0,-5.8, -6999.0, 5.8,2021-03-12 12:00:00, 2.1, -6999.0,11
-3.8,-19.9, 82.0,-3.9, -6999.0, 6.2,2021-03-12 13:00:00, 2.2, -6999.0,11
-2.3,-19.9, 129.0,-2.4, -6999.0, 8.0,2021-03-12 14:00:00, 2.1, -6999.0,11
-3.0,-19.9, 233.0,-1.6, -6999.0, 9.6,2021-03-12 15:00:00, 2.7, -6999.0,11
-2.7,-19.9, 60.0,-1.6, -6999.0, 11.1,2021-03-12 16:00:00, 3.8, -6999.0,11
-3.0,-19.9, 65.0,-1.6, -6999.0, 13.6,2021-03-12 17:00:00, 5.8, -6999.0,11
-3.4,-19.9, 73.0,-1.6, -6999.0, 16.1,2021-03-12 18:00:00, 5.5, -6999.0,11
-4.0,-4.2, 64.0,-3.4, -6999.0, 15.7,2021-03-12 19:00:00, 6.4, -6999.0,11
-4.6,-4.6, 61.0,-3.4, -6999.0, 14.7,2021-03-12 20:00:00, 5.5, -6999.0,11
-5.3,-5.3, 72.0,-3.4, -6999.0, 18.5,2021-03-12 21:00:00, 7.5, -6999.0,11
-6.9,-6.8, 82.0,-3.4, -6999.0, 21.0,2021-03-12 22:00:00, 8.1, -6999.0,11
-7.3,-7.3, 74.0,-3.4, -6999.0, 20.3,2021-03-12 23:00:00, 8.2, -6999.0,11
-7.5,-7.5, 82.0,-3.4, -6999.0, 16.1,2021-03-13 00:00:00, 7.5, -6999.0,11
-7.7,-7.7, 79.0,-3.4, -6999.0, 19.4,2021-03-13 01:00:00, 9.3, -6999.0,11
-8.1,-8.1, 76.0,-3.4, -6999.0, 21.6,2021-03-13 02:00:00, 10.1, -6999.0,11
-9.0,-9.0, 78.0,-3.4, -6999.0, 25.5,2021-03-13 03:00:00, 11.3, -6999.0,11
-10.6,-10.5, 80.0,-3.4, -6999.0, 32.6,2021-03-13 04:00:00, 12.4, -6999.0,11
-12.5,-12.5, 83.0,-3.4, -6999.0, 34.8,2021-03-13 05:00:00, 13.8, -6999.0,11
-13.9,-13.9, 82.0,-3.4, -6999.0, 33.1,2021-03-13 06:00:00, 14.7, -6999.0,11
-15.0,-15.0, 83.0,-13.9, -6999.0, 31.2,2021-03-13 07:00:00, 14.2, -6999.0,11
-15.8,-15.8, 82.0,-13.9, -6999.0, 35.1,2021-03-13 08:00:00, 13.5, -6999.0,11
-16.4,-16.4, 78.0,-13.9, -6999.0, 31.7,2021-03-13 09:00:00, 14.1, -6999.0,11
-17.0,-17.0, 75.0,-13.9, -6999.0, 33.9,2021-03-13 10:00:00, 15.0, -6999.0,11
-17.2,-17.2, 78.0,-13.9, -6999.0, 36.2,2021-03-13 11:00:00, 14.5, -6999.0,11
-17.3,-17.4, 80.0,-13.9, -6999.0, 32.0,2021-03-13 12:00:00, 13.9, -6999.0,11
-17.3,-17.4, 79.0,-13.9, -6999.0, 29.4,2021-03-13 13:00:00, 12.5, -6999.0,11
-17.4,-17.6, 79.0,-13.9, -6999.0, 33.0,2021-03-13 14:00:00, 12.3, -6999.0,11
-17.6,-17.9, 80.0,-13.9, -6999.0, 26.0,2021-03-13 15:00:00, 11.7, -6999.0,11
-17.9,-17.9, 80.0,-13.9, -6999.0, 22.4,2021-03-13 16:00:00, 9.8, -6999.0,11
-17.9,-18.0, 78.0,-13.9, -6999.0, 20.5,2021-03-13 17:00:00, 9.6, -6999.0,11
-18.3,-18.3, 83.0,-13.9, -6999.0, 19.3,2021-03-13 18:00:00, 8.5, -6999.0,11
