ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_speed,temperature,wind_direction,relative_humidity,precipitation
0.0,0.0,6.0,0.0,2018-08-13,0.0,15.5,33,,,,,
0.0,0.0,10.0,0.0,2018-08-14,0.0,22.0,33,,,,,
0.0,0.0,14.0,0.0,2018-08-16,0.0,25.0,33,,,,,
0.0,0.0,12.5,0.0,2018-08-17,0.0,23.0,33,,,,,
0.0,0.0,7.0,0.0,2018-08-18,0.0,17.0,33,,,,,
0.0,0.0,9.5,0.0,2018-08-19,0.0,19.0,33,,,,,
,,,,2018-08-13 00:00:00,,,33,4.2,4.8,343.0,100.0,0.0
,,,,2018-08-13 01:00:00,,,33,3.9,4.5,356.0,100.0,0.0
,,,,2018-08-13 02:00:00,,,33,6.6,4.7,327.0,100.0,0.0
,,,,2018-08-13 03:00:00,,,33,9.8,5.3,328.0,100.0,0.0
,,,,2018-08-13 04:00:00,,,33,8.2,5.4,328.0,100.0,0.0
,,,,2018-08-13 05:00:00,,,33,8.2,5.4,341.0,100.0,0.0
,,,,2018-08-13 06:00:00,,,33,7.4,5.4,345.0,100.0,0.0
,,,,2018-08-13 07:00:00,,,33,6.6,7.4,355.0,100.0,0.0
,,,,2018-08-13 08:00:00,,,33,4.5,9.8,20.0,88.0,0.0
,,,,2018-08-13 09:00:00,,,33,3.1,10.5,347.0,82.0,0.0
,,,,2018-08-13 10:00:00,,,33,9.7,12.5,6.0,68.0,0.0
,,,,2018-08-13 11:00:00,,,33,9.3,13.5,354.0,61.0,0.0
,,,,2018-08-13 12:00:00,,,33,8.6,14.1,340.0,60.0,0.0
,,,,2018-08-13 13:00:00,,,33,6.6,15.3,12.0,55.0,0.0
,,,,2018-08-13 14:00:00,,,33,5.2,16.8,325.0,45.0,0.0
,,,,2018-08-13 15:00:00,,,33,4.4,16.4,68.0,47.0,0.0
,,,,2018-08-13 16:00:00,,,33,6.6,15.7,339.0,48.0,0.0
,,,,2018-08-13 17:00:00,,,33,7.7,14.6,340.0,48.0,0.0
,,,,2018-08-13 18:00:00,,,33,9.4,12.4,340.0,57.0,0.0
,,,,2018-08-13 19:00:00,,,33,10.0,10.3,352.0,67.0,0.0
,,,,2018-08-13 20:00:00,,,33,8.7,9.5,344.0,70.0,0.0
,,,,2018-08-13 21:00:00,,,33,7.9,9.0,334.0,76.0,0.0
,,,,2018-08-13 22:00:00,,,33,9.2,8.8,330.0,83.0,0.0
,,,,2018-08-13 23:00:00,,,33,8.8,9.0,331.0,83.0,0.0
,,,,2018-08-14 00:00:00,,,33,6.6,8.3,326.0,87.0,0.0
,,,,2018-08-14 01:00:00,,,33,7.5,8.3,322.0,87.0,0.0
,,,,2018-08-14 02:00:00,,,33,11.0,8.9,331.0,80.0,0.0
,,,,2018-08-14 03:00:00,,,33,10.1,8.9,337.0,80.0,0.0
,,,,2018-08-14 04:00:00,,,33,10.9,9.0,329.0,79.0,0.0
,,,,2018-08-14 05:00:00,,,33,8.6,8.7,337.0,81.0,0.0
,,,,2018-08-14 06:00:00,,,33,9.4,10.3,352.0,72.0,0.0
,,,,2018-08-14 07:00:00,,,33,8.6,12.4,5.0,61.0,0.0
,,,,2018-08-14 08:00:00,,,33,5.2,14.9,358.0,56.0,0.0
,,,,2018-08-14 09:00:00,,,33,6.1,16.6,19.0,53.0,0.0
