WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
None,-13.5, None,85.8,2018-02-05 00:00:00,6
None,-14.4, None,85.6,2018-02-05 01:00:00,6
None,-15.6, None,86.5,2018-02-05 02:00:00,6
None,-16.8, None,86.6,2018-02-05 03:00:00,6
None,-17.8, None,85.9,2018-02-05 04:00:00,6
None,-19.3, None,85.1,2018-02-05 05:00:00,6
None,-20.9, None,83.7,2018-02-05 06:00:00,6
None,-22.2, None,82.7,2018-02-05 07:00:00,6
None,-23.2, None,81.4,2018-02-05 08:00:00,6
None,-21.5, None,80.3,2018-02-05 09:00:00,6
None,-17.1, None,75.2,2018-02-05 10:00:00,6
None,-14.2, None,72.0,2018-02-05 11:00:00,6
None,-12.5, None,71.8,2018-02-05 12:00:00,6
None,-10.8, None,67.2,2018-02-05 13:00:00,6
None,-9.5, None,67.5,2018-02-05 14:00:00,6
None,-8.5, None,67.3,2018-02-05 15:00:00,6
None,-9.3, None,74.3,2018-02-05 16:00:00,6
None,-12.2, None,81.5,2018-02-05 17:00:00,6
None,-13.8, None,82.9,2018-02-05 18:00:00,6
None,-14.8, None,85.0,2018-02-05 19:00:00,6
None,-15.2, None,85.8,2018-02-05 20:00:00,6
None,-15.1, None,85.6,2018-02-05 21:00:00,6
None,-15.2, None,85.6,2018-02-05 22:00:00,6
None,-15.1, None,85.7,2018-02-05 23:00:00,6
None,-15.3, None,85.8,2018-02-06 00:00:00,6
None,-15.7, None,85.9,2018-02-06 01:00:00,6
None,-15.8, None,85.5,2018-02-06 02:00:00,6
None,-16.2, None,85.5,2018-02-06 03:00:00,6
None,-16.3, None,85.2,2018-02-06 04:00:00,6
None,-16.5, None,85.6,2018-02-06 05:00:00,6
None,-16.9, None,85.8,2018-02-06 06:00:00,6
None,-17.0, None,86.0,2018-02-06 07:00:00,6
None,-16.8, None,84.9,2018-02-06 08:00:00,6
None,-15.9, None,81.0,2018-02-06 09:00:00,6
None,-15.1, None,78.7,2018-02-06 10:00:00,6
None,-13.8, None,76.2,2018-02-06 11:00:00,6
None,-12.0, None,71.5,2018-02-06 12:00:00,6
None,-10.0, None,67.7,2018-02-06 13:00:00,6
None,-9.3, None,70.4,2018-02-06 14:00:00,6
None,-8.9, None,74.5,2018-02-06 15:00:00,6
None,-9.1, None,77.9,2018-02-06 16:00:00,6
None,-9.5, None,79.8,2018-02-06 17:00:00,6
None,-9.9, None,85.7,2018-02-06 18:00:00,6
None,-9.8, None,90.3,2018-02-06 19:00:00,6
None,-9.5, None,91.0,2018-02-06 20:00:00,6
None,-9.6, None,91.5,2018-02-06 21:00:00,6
None,-9.5, None,91.9,2018-02-06 22:00:00,6
None,-9.4, None,92.0,2018-02-06 23:00:00,6
None,-9.2, None,92.2,2018-02-07 00:00:00,6
None,-9.0, None,92.3,2018-02-07 01:00:00,6
None,-8.8, None,92.4,2018-02-07 02:00:00,6
None,-8.6, None,92.7,2018-02-07 03:00:00,6
None,-8.4, None,92.9,2018-02-07 04:00:00,6
None,-8.2, None,92.9,2018-02-07 05:00:00,6
None,-8.1, None,93.1,2018-02-07 06:00:00,6
None,-7.8, None,93.4,2018-02-07 07:00:00,6
None,-7.6, None,93.4,2018-02-07 08:00:00,6
None,-6.9, None,92.9,2018-02-07 09:00:00,6
None,-6.1, None,91.9,2018-02-07 10:00:00,6
None,-4.7, None,91.9,2018-02-07 11:00:00,6
None,-4.0, None,90.7,2018-02-07 12:00:00,6
None,-3.4, None,90.9,2018-02-07 13:00:00,6
None,-2.9, None,90.7,2018-02-07 14:00:00,6
None,-2.8, None,92.1,2018-02-07 15:00:00,6
None,-2.8, None,93.3,2018-02-07 16:00:00,6
None,-2.8, None,94.6,2018-02-07 17:00:00,6
None,-2.8, None,95.3,2018-02-07 18:00:00,6
None,-2.8, None,96.0,2018-02-07 19:00:00,6
None,-2.8, None,96.2,2018-02-07 20:00:00,6
None,-2.6, None,96.3,2018-02-07 21:00:00,6
None,-2.5, None,96.3,2018-02-07 22:00:00,6
None,-2.4, None,96.4,2018-02-07 23:00:00,6
None,-2.3, None,96.7,2018-02-08 00:00:00,6
None,-2.6, None,96.8,2018-02-08 01:00:00,6
None,-2.7, None,97.1,2018-02-08 02:00:00,6
None,-3.3, None,96.4,2018-02-08 03:00:00,6
None,-4.6, None,95.5,2018-02-08 04:00:00,6
None,-5.2, None,94.5,2018-02-08 05:00:00,6
None,-6.1, None,93.7,2018-02-08 06:00:00,6
None,-6.8, None,92.7,2018-02-08 07:00:00,6
None,-7.1, None,91.8,2018-02-08 08:00:00,6
None,-7.4, None,91.0,2018-02-08 09:00:00,6
None,-7.2, None,89.4,2018-02-08 10:00:00,6
None,-6.5, None,86.4,2018-02-08 11:00:00,6
None,-5.2, None,81.1,2018-02-08 12:00:00,6
None,-5.4, None,80.7,2018-02-08 13:00:00,6
