time,tasmin,tasmax,pcp,week_of_year
2019-09-24,3.5,8.2,3.6,39
2019-09-25,2.1,5.0,8.4,39
2019-09-26,-0.7,5.7,0.4,39
2019-09-27,-1.8,3.5,1.5,39
2019-09-28,-3.1,5.1,0.0,39
2019-09-29,-3.4,5.8,0.0,39
2019-09-30,-3.8,10.5,0.5,39
