CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,2.269, 49.46, None, None, None, None,17.89,12.87,113.4, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2017-04-23 00:00:00, None, None, None, None,17
None,2.081, 49.63, None, None, None, None,19.43,11.54,117.3, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2017-04-23 01:00:00, None, None, None, None,17
None,1.192, 49.86, None, None, None, None,15.23,0.306,109.9, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2017-04-23 02:00:00, None, None, None, None,17
None,0.574, 50.54, None, None, None, None,3.115,0.868,109.0, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2017-04-23 03:00:00, None, None, None, None,17
None,0.352, 65.15, None, None, None, None,1.392,0.478,108.8, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2017-04-23 04:00:00, None, None, None, None,17
None,-0.949, 73.8, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2017-04-23 05:00:00, None, None, None, None,17
None,-1.22, 83.7, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-04-23 06:00:00, None, None, None, None,17
None,-0.631, 67.4, None, None, None, None,4.676,0.002,21.22, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2017-04-23 07:00:00, None, None, None, None,17
None,1.446, 49.84, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2017-04-23 08:00:00, None, None, None, None,17
None,3.806, 47.43, None, None, None, None,6.316,0.524,175.6, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2017-04-23 09:00:00, None, None, None, None,17
None,3.347, 42.24, None, None, None, None,10.52,0.337,184.7, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2017-04-23 10:00:00, None, None, None, None,17
None,5.816, 44.37, None, None, None, None,21.2,2.897,208.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2017-04-23 11:00:00, None, None, None, None,17
None,4.702, 25.28, None, None, None, None,38.38,1.747,228.2, None, None, None, None, None, -13.0, None, None, None, None, None, None, None,2017-04-23 12:00:00, None, None, None, None,17
None,6.813, 21.11, None, None, None, None,33.45,5.359,205.0, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2017-04-23 13:00:00, None, None, None, None,17
None,7.57, 19.95, None, None, None, None,37.64,6.827,187.6, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2017-04-23 14:00:00, None, None, None, None,17
None,9.34, 18.2, None, None, None, None,34.56,6.953,208.0, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2017-04-23 15:00:00, None, None, None, None,17
None,8.14, 18.44, None, None, None, None,11.15,9.2,19.08, None, None, None, None, None, -14.0, None, None, None, None, None, None, None,2017-04-23 16:00:00, None, None, None, None,17
None,6.359, 19.28, None, None, None, None,12.03,2.209,22.48, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2017-04-23 17:00:00, None, None, None, None,17
None,6.976, 19.28, None, None, None, None,0.641,5.927,9.02, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2017-04-23 18:00:00, None, None, None, None,17
None,5.667, 20.87, None, None, None, None,0.708,2.341,9.29, None, None, None, None, None, -15.0, None, None, None, None, None, None, None,2017-04-23 19:00:00, None, None, None, None,17
None,2.366, 23.7, None, None, None, None,0.641,0.034,11.79, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2017-04-23 20:00:00, None, None, None, None,17
None,0.841, 34.75, None, None, None, None,1.333,0.128,12.7, None, None, None, None, None, -13.0, None, None, None, None, None, None, None,2017-04-23 21:00:00, None, None, None, None,17
None,0.514, 42.38, None, None, None, None,2.876,0.061,21.62, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2017-04-23 22:00:00, None, None, None, None,17
None,-0.665, 49.93, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2017-04-23 23:00:00, None, None, None, None,17
None,-1.032, 60.42, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2017-04-24 00:00:00, None, None, None, None,17
None,-1.124, 64.55, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2017-04-24 01:00:00, None, None, None, None,17
None,-1.409, 80.9, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-04-24 02:00:00, None, None, None, None,17
None,-2.155, 84.5, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-04-24 03:00:00, None, None, None, None,17
None,-2.12, 95.2, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-04-24 04:00:00, None, None, None, None,17
None,-1.37, 102.3, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-04-24 05:00:00, None, None, None, None,17
None,-1.82, 102.4, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2017-04-24 06:00:00, None, None, None, None,17
None,-1.228, None, None, None, None, None,0.051,0.0,23.77, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-04-24 07:00:00, None, None, None, None,17
None,-0.836, None, None, None, None, None,0.0,0.0,0.0, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-04-24 08:00:00, None, None, None, None,17
None,0.342, None, None, None, None, None,3.887,0.015,138.6, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-04-24 09:00:00, None, None, None, None,17
None,0.753, 101.1, None, None, None, None,16.4,1.412,100.3, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-04-24 10:00:00, None, None, None, None,17
None,2.155, 73.0, None, None, None, None,18.23,2.115,95.9, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2017-04-24 11:00:00, None, None, None, None,17
None,2.689, 63.83, None, None, None, None,32.51,2.612,203.7, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-04-24 12:00:00, None, None, None, None,17
