pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 6.32, None, None, None, None, 16.89, None, 6.377, 0.743, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 00:00:00, None, None, 62.6, None,17
None, 7.3, None, None, None, None, 23.61, None, 6.116, 355.3, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 01:00:00, None, None, 63.25, None,17
None, 6.898, None, None, None, None, 21.2, None, 7.46, 354.8, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 02:00:00, None, None, 62.71, None,17
None, 6.069, None, None, None, None, 19.94, None, 7.69, 2.1, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 03:00:00, None, None, 62.41, None,17
None, 5.439, None, None, None, None, 18.34, None, 8.02, 358.7, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 04:00:00, None, None, 62.58, None,17
None, 5.401, None, None, None, None, 18.6, None, 8.49, 2.394, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 05:00:00, None, None, 62.78, None,17
None, 4.483, None, None, None, None, 18.51, None, 7.41, 3.788, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 06:00:00, None, None, 62.2, None,17
None, 4.588, None, None, None, None, 15.42, None, 8.86, 4.888, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 07:00:00, None, None, 62.24, None,17
None, 4.597, None, None, None, None, 18.56, None, 7.92, 6.71, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 08:00:00, None, None, 62.15, None,17
None, 3.822, None, None, None, None, 18.88, None, 8.27, 3.798, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 09:00:00, None, None, 62.61, None,17
None, 4.205, None, None, None, None, 19.19, None, 6.91, 8.84, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 10:00:00, None, None, 62.41, None,17
None, 5.158, None, None, None, None, 35.69, None, 2.732, 0.77, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 11:00:00, None, None, 60.84, None,17
None, 6.951, None, None, None, None, 44.32, None, 2.09, 27.16, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 12:00:00, None, None, 60.21, None,17
None, 7.21, None, None, None, None, 43.58, None, 3.673, 160.6, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 13:00:00, None, None, 59.93, None,17
None, 7.46, None, None, None, None, 44.49, None, 3.116, 163.8, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 14:00:00, None, None, 60.82, None,17
None, 7.29, None, None, None, None, 33.2, None, 4.991, 134.6, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 15:00:00, None, None, 58.26, None,17
None, 7.68, None, None, None, None, 29.5, None, 4.628, 141.5, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 16:00:00, None, None, 59.21, None,17
None, 8.1, None, None, None, None, 46.57, None, 2.572, 145.0, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 17:00:00, None, None, 59.89, None,17
None, 7.58, None, None, None, None, 57.78, None, 0.511, 194.1, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 18:00:00, None, None, 58.72, None,17
None, 6.037, None, None, None, None, 61.88, None, 0.203, 342.1, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 20:00:00, None, None, 57.3, None,17
None, 4.564, None, None, None, None, 13.72, None, 2.218, 349.6, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 21:00:00, None, None, 57.63, None,17
None, 3.52, None, None, None, None, 11.71, None, 3.394, 353.2, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 22:00:00, None, None, 57.6, None,17
None, 3.216, None, None, None, None, 9.95, None, 4.164, 356.2, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 23:00:00, None, None, 57.81, None,17
None, 3.15, None, None, None, None, 13.89, None, 3.335, 355.7, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 00:00:00, None, None, 58.03, None,17
None, 2.997, None, None, None, None, 13.26, None, 3.395, 355.6, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 01:00:00, None, None, 57.73, None,17
None, 2.56, None, None, None, None, 14.49, None, 3.53, 356.0, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 02:00:00, None, None, 57.99, None,17
None, 2.236, None, None, None, None, 12.47, None, 3.56, 353.6, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 03:00:00, None, None, 58.07, None,17
None, 2.084, None, None, None, None, 14.1, None, 2.821, 347.2, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 04:00:00, None, None, 58.1, None,17
None, 1.971, None, None, None, None, 12.51, None, 2.586, 349.7, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 05:00:00, None, None, 58.07, None,17
None, 1.667, None, None, None, None, 9.92, None, 3.785, 351.3, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 06:00:00, None, None, 57.98, None,17
None, 2.389, None, None, None, None, 13.72, None, 2.657, 342.5, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 07:00:00, None, None, 58.15, None,17
None, 3.054, None, None, None, None, 12.48, None, 1.151, 348.3, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 08:00:00, None, None, 58.47, None,17
None, 6.037, None, None, None, None, 50.58, None, 0.899, 74.3, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 09:00:00, None, None, 58.69, None,17
None, 6.744, None, None, None, None, 19.77, None, 4.018, 116.4, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 10:00:00, None, None, 57.23, None,17
None, 7.88, None, None, None, None, 19.73, None, 5.124, 117.7, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 11:00:00, None, None, 55.96, None,17
None, 9.32, None, None, None, None, 27.49, None, 5.252, 132.9, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 12:00:00, None, None, 55.22, None,17
None, 10.52, None, None, None, None, 37.51, None, 4.744, 149.2, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 13:00:00, None, None, 54.52, None,17
None, 10.78, None, None, None, None, 37.78, None, 4.209, 164.7, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 14:00:00, None, None, 51.73, None,17
None, 11.82, None, None, None, None, 47.32, None, 3.694, 156.5, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 15:00:00, None, None, 51.68, None,17
None, 12.31, None, None, None, None, 53.69, None, 2.705, 149.3, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 16:00:00, None, None, 50.86, None,17
None, 11.43, None, None, None, None, 53.77, None, 2.336, 164.8, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 17:00:00, None, None, 50.56, None,17
None, 9.31, None, None, None, None, 63.38, None, 1.095, 175.1, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 18:00:00, None, None, 50.03, None,17
None, 8.82, None, None, None, None, 74.1, None, 0.324, 293.5, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 19:00:00, None, None, 50.35, None,17
None, 7.46, None, None, None, None, 60.64, None, 0.607, 287.2, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 20:00:00, None, None, 50.11, None,17
None, 5.887, None, None, None, None, 12.09, None, 2.397, 338.8, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 21:00:00, None, None, 49.92, None,17
None, 5.25, None, None, None, None, 15.19, None, 3.972, 350.0, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 22:00:00, None, None, 49.9, None,17
None, 3.683, None, None, None, None, 12.2, None, 4.5, 351.4, None, None, None, None, None, None, None, None, None, None, None,2017-04-25 00:00:00, None, None, 50.12, None,17
None, 4.017, None, None, None, None, 13.53, None, 3.502, 350.5, None, None, None, None, None, None, None, None, None, None, None,2017-04-25 01:00:00, None, None, 49.99, None,17
