RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
91.3, None, None, None, 9.63, 194.0, None, None, None, None, None, None, None, None, None, 276.7, None, None, -0.734, None, None, None, None, 38.55, None, None, None, None,2017-04-23 00:00:00,17
87.6, None, None, None, 3.603, 224.7, None, None, None, None, None, None, None, None, None, 275.1, None, None, -0.843, None, None, None, None, 35.0, None, None, None, None,2017-04-23 01:00:00,17
86.5, None, None, None, 4.162, 191.6, None, None, None, None, None, None, None, None, None, 274.6, None, None, -0.734, None, None, None, None, 16.75, None, None, None, None,2017-04-23 02:00:00,17
84.4, None, None, None, 4.659, 171.6, None, None, None, None, None, None, None, None, None, 274.4, None, None, -0.55, None, None, None, None, 16.57, None, None, None, None,2017-04-23 03:00:00,17
87.8, None, None, None, 2.612, 144.5, None, None, None, None, None, None, None, None, None, 274.3, None, None, -0.891, None, None, None, None, 55.94, None, None, None, None,2017-04-23 04:00:00,17
91.8, None, None, None, 2.693, 252.5, None, None, None, None, None, None, None, None, None, 274.3, None, None, -1.516, None, None, None, None, 27.79, None, None, None, None,2017-04-23 05:00:00,17
93.6, None, None, None, 2.897, 271.2, None, None, None, None, None, None, None, None, None, 274.9, None, None, -1.614, None, None, None, None, 19.26, None, None, None, None,2017-04-23 06:00:00,17
88.1, None, None, None, 3.072, 224.4, None, None, None, None, None, None, None, None, None, 275.4, None, None, 0.144, None, None, None, None, 25.75, None, None, None, None,2017-04-23 07:00:00,17
84.6, None, None, None, 2.94, 261.3, None, None, None, None, None, None, None, None, None, 272.9, None, None, -0.066, None, None, None, None, 31.91, None, None, None, None,2017-04-23 08:00:00,17
89.2, None, None, None, 3.71, 213.7, None, None, None, None, None, None, None, None, None, 273.9, None, None, 0.618, None, None, None, None, 34.94, None, None, None, None,2017-04-23 09:00:00,17
84.8, None, None, None, 3.97, 222.7, None, None, None, None, None, None, None, None, None, 276.0, None, None, 1.652, None, None, None, None, 34.15, None, None, None, None,2017-04-23 10:00:00,17
79.19, None, None, None, 4.088, 228.3, None, None, None, None, None, None, None, None, None, 273.6, None, None, 1.469, None, None, None, None, 33.59, None, None, None, None,2017-04-23 11:00:00,17
83.6, None, None, None, 3.413, 223.6, None, None, None, None, None, None, None, None, None, 274.1, None, None, 1.218, None, None, None, None, 47.03, None, None, None, None,2017-04-23 12:00:00,17
72.35, None, None, None, 6.408, 273.0, None, None, None, None, None, None, None, None, None, 274.2, None, None, 2.386, None, None, None, None, 43.02, None, None, None, None,2017-04-23 13:00:00,17
83.4, None, None, None, 5.065, 213.3, None, None, None, None, None, None, None, None, None, 273.9, None, None, 0.534, None, None, None, None, 36.86, None, None, None, None,2017-04-23 14:00:00,17
