CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 0.225, None, None, None, None, None,19.32, None,8.4,182.2, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 01:00:00, None, None, 309.6,17
None, -0.291, None, None, None, None, None,17.1, None,9.71,211.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 02:00:00, None, None, 309.5,17
None, -1.155, None, None, None, None, None,19.09, None,6.071,171.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 04:00:00, None, None, 309.4,17
None, -1.052, None, None, None, None, None,20.54, None,5.519,181.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 05:00:00, None, None, 309.3,17
None, -1.015, None, None, None, None, None,19.63, None,7.1,195.6, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 06:00:00, None, None, 309.2,17
None, -0.714, None, None, None, None, None,18.16, None,5.265,211.6, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 07:00:00, None, None, 309.0,17
None, 0.193, None, None, None, None, None,26.72, None,5.728,223.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 10:00:00, None, None, 308.3,17
None, 1.058, None, None, None, None, None,26.36, None,4.952,227.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 11:00:00, None, None, 308.0,17
None, 2.601, None, None, None, None, None,42.24, None,3.604,279.6, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 13:00:00, None, None, 307.8,17
None, 0.066, None, None, None, None, None,49.82, None,4.622,296.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 15:00:00, None, None, 308.0,17
None, -2.34, None, None, None, None, None,57.06, None,3.045,298.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-23 22:00:00, None, None, 312.3,17
None, -2.342, None, None, None, None, None,15.47, None,10.18,217.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 00:00:00, None, None, 311.7,17
None, -2.465, None, None, None, None, None,17.98, None,7.32,205.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 01:00:00, None, None, 312.2,17
None, -2.888, None, None, None, None, None,22.47, None,4.397,194.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 05:00:00, None, None, 313.5,17
None, -2.475, None, None, None, None, None,25.71, None,3.417,166.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 07:00:00, None, None, 313.0,17
None, -2.623, None, None, None, None, None,24.07, None,5.532,173.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 08:00:00, None, None, 312.5,17
None, -0.694, None, None, None, None, None,37.06, None,2.784,267.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 12:00:00, None, None, 312.4,17
None, 0.603, None, None, None, None, None,45.11, None,2.026,271.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 13:00:00, None, None, 312.1,17
None, 1.965, None, None, None, None, None,41.69, None,2.451,250.6, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-24 15:00:00, None, None, 311.6,17
None, -2.668, None, None, None, None, None,14.95, None,6.201,329.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-25 02:00:00, None, None, 313.3,17
None, -2.511, None, None, None, None, None,14.11, None,6.161,322.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-25 03:00:00, None, None, 313.1,17
None, -2.548, None, None, None, None, None,13.59, None,7.6,325.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-25 04:00:00, None, None, 312.9,17
None, -2.887, None, None, None, None, None,14.41, None,7.54,320.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-25 05:00:00, None, None, 312.8,17
None, -1.271, None, None, None, None, None,48.92, None,6.03,332.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-25 18:00:00, None, None, 312.5,17
None, -2.183, None, None, None, None, None,26.43, None,6.747,172.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-25 19:00:00, None, None, 312.3,17
None, -2.794, None, None, None, None, None,20.43, None,10.25,208.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-26 03:00:00, None, None, 313.1,17
None, -3.059, None, None, None, None, None,17.49, None,11.23,218.6, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-26 04:00:00, None, None, 317.4,17
None, -3.249, None, None, None, None, None,18.69, None,8.54,228.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-26 05:00:00, None, None, 317.7,17
None, -0.995, None, None, None, None, None,40.45, None,2.507,229.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-26 13:00:00, None, None, 315.8,17
None, -1.627, None, None, None, None, None,12.71, None,11.26,329.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-26 16:00:00, None, None, 315.0,17
None, -2.735, None, None, None, None, None,29.5, None,1.987,283.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-26 21:00:00, None, None, 315.0,17
None, -3.493, None, None, None, None, None,18.8, None,7.59,315.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-27 01:00:00, None, None, 315.6,17
None, -4.325, None, None, None, None, None,15.88, None,8.39,316.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-27 06:00:00, None, None, 313.7,17
None, -4.041, None, None, None, None, None,16.0, None,6.577,316.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-27 07:00:00, None, None, 315.3,17
None, -2.281, None, None, None, None, None,24.07, None,3.589,308.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-27 10:00:00, None, None, 313.9,17
None, -0.861, None, None, None, None, None,27.77, None,4.289,299.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-27 14:00:00, None, None, 314.7,17
None, -0.801, None, None, None, None, None,31.2, None,4.532,296.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-27 16:00:00, None, None, 312.6,17
None, -0.077, None, None, None, None, None,24.59, None,4.725,306.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-27 18:00:00, None, None, 310.5,17
None, -2.158, None, None, None, None, None,22.52, None,8.43,310.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-27 20:00:00, None, None, 315.9,17
None, -2.586, None, None, None, None, None,16.08, None,7.81,324.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-27 23:00:00, None, None, 319.0,17
None, -2.69, None, None, None, None, None,16.34, None,8.74,323.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-28 00:00:00, None, None, 318.6,17
None, -3.38, None, None, None, None, None,17.84, None,6.266,347.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-28 04:00:00, None, None, 316.9,17
None, -3.822, None, None, None, None, None,15.99, None,11.33,331.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-28 06:00:00, None, None, 316.5,17
None, -2.366, None, None, None, None, None,16.01, None,9.57,335.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-28 09:00:00, None, None, 316.7,17
None, 0.289, None, None, None, None, None,19.0, None,13.78,323.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-28 19:00:00, None, None, 311.7,17
None, -1.665, None, None, None, None, None,20.35, None,7.8,327.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-28 22:00:00, None, None, 310.9,17
None, -2.21, None, None, None, None, None,29.02, None,2.762,290.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-29 02:00:00, None, None, 310.4,17
None, -2.38, None, None, None, None, None,17.08, None,5.84,157.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-29 07:00:00, None, None, 311.0,17
None, 0.885, None, None, None, None, None,39.47, None,4.163,252.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-29 12:00:00, None, None, 309.6,17
None, 3.049, None, None, None, None, None,54.56, None,3.208,280.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-04-29 14:00:00, None, None, 309.6,17
