wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
35.0, None, None,0.0, None,4.7, None,-25.6, None, None, None,71.0,2019-02-05 00:00:00,6,,,,,,,,,,,,,
13.0, None, None,0.0, None,5.6, None,-26.0, None, None, None,70.0,2019-02-05 01:00:00,6,,,,,,,,,,,,,
5.0, None, None,0.0, None,5.6, None,-24.7, None, None, None,71.0,2019-02-05 02:00:00,6,,,,,,,,,,,,,
357.0, None, None,0.0, None,5.4, None,-26.4, None, None, None,69.0,2019-02-05 03:00:00,6,,,,,,,,,,,,,
0.0, None, None,0.0, None,5.8, None,-27.1, None, None, None,67.0,2019-02-05 04:00:00,6,,,,,,,,,,,,,
357.0, None, None,0.0, None,5.3, None,-28.0, None, None, None,67.0,2019-02-05 05:00:00,6,,,,,,,,,,,,,
14.0, None, None,0.0, None,4.1, None,-28.6, None, None, None,66.0,2019-02-05 06:00:00,6,,,,,,,,,,,,,
14.0, None, None,0.0, None,3.9, None,-28.6, None, None, None,67.0,2019-02-05 07:00:00,6,,,,,,,,,,,,,
21.0, None, None,0.0, None,4.0, None,-22.0, None, None, None,72.0,2019-02-05 08:00:00,6,,,,,,,,,,,,,
348.0, None, None,0.0, None,7.9, None,-18.6, None, None, None,60.0,2019-02-05 09:00:00,6,,,,,,,,,,,,,
337.0, None, None,0.0, None,10.8, None,-17.4, None, None, None,56.0,2019-02-05 10:00:00,6,,,,,,,,,,,,,
350.0, None, None,0.0, None,10.1, None,-14.4, None, None, None,50.0,2019-02-05 11:00:00,6,,,,,,,,,,,,,
334.0, None, None,0.0, None,13.3, None,-13.6, None, None, None,48.0,2019-02-05 12:00:00,6,,,,,,,,,,,,,
336.0, None, None,0.0, None,9.4, None,-14.4, None, None, None,53.0,2019-02-05 13:00:00,6,,,,,,,,,,,,,
338.0, None, None,0.0, None,8.6, None,-15.0, None, None, None,57.0,2019-02-05 14:00:00,6,,,,,,,,,,,,,
335.0, None, None,0.0, None,6.7, None,-16.5, None, None, None,63.0,2019-02-05 15:00:00,6,,,,,,,,,,,,,
45.0, None, None,0.0, None,4.4, None,-17.1, None, None, None,60.0,2019-02-05 16:00:00,6,,,,,,,,,,,,,
5.0, None, None,0.0, None,6.6, None,-17.8, None, None, None,64.0,2019-02-05 17:00:00,6,,,,,,,,,,,,,
19.0, None, None,0.0, None,4.5, None,-18.9, None, None, None,70.0,2019-02-05 18:00:00,6,,,,,,,,,,,,,
55.0, None, None,0.0, None,5.3, None,-20.2, None, None, None,72.0,2019-02-05 19:00:00,6,,,,,,,,,,,,,
29.0, None, None,0.0, None,4.5, None,-20.9, None, None, None,71.0,2019-02-05 20:00:00,6,,,,,,,,,,,,,
27.0, None, None,0.0, None,6.9, None,-20.1, None, None, None,69.0,2019-02-05 21:00:00,6,,,,,,,,,,,,,
70.0, None, None,0.0, None,5.3, None,-21.3, None, None, None,71.0,2019-02-05 22:00:00,6,,,,,,,,,,,,,
318.0, None, None,0.0, None,7.0, None,-22.5, None, None, None,73.0,2019-02-05 23:00:00,6,,,,,,,,,,,,,
22.0, None, None,0.0, None,3.8, None,-23.9, None, None, None,77.0,2019-02-06 00:00:00,6,,,,,,,,,,,,,
347.0, None, None,0.0, None,5.0, None,-23.3, None, None, None,74.0,2019-02-06 01:00:00,6,,,,,,,,,,,,,
36.0, None, None,0.0, None,3.6, None,-25.4, None, None, None,72.0,2019-02-06 02:00:00,6,,,,,,,,,,,,,
2.0, None, None,0.0, None,4.0, None,-24.2, None, None, None,75.0,2019-02-06 03:00:00,6,,,,,,,,,,,,,
55.0, None, None,0.0, None,5.0, None,-23.4, None, None, None,73.0,2019-02-06 04:00:00,6,,,,,,,,,,,,,
340.0, None, None,0.0, None,5.6, None,-23.5, None, None, None,74.0,2019-02-06 05:00:00,6,,,,,,,,,,,,,
321.0, None, None,0.0, None,3.1, None,-24.4, None, None, None,70.0,2019-02-06 06:00:00,6,,,,,,,,,,,,,
5.0, None, None,0.0, None,4.8, None,-25.1, None, None, None,72.0,2019-02-06 07:00:00,6,,,,,,,,,,,,,
209.0, None, None,0.0, None,3.0, None,-19.8, None, None, None,72.0,2019-02-06 08:00:00,6,,,,,,,,,,,,,
53.0, None, None,0.0, None,7.0, None,-15.5, None, None, None,56.0,2019-02-06 09:00:00,6,,,,,,,,,,,,,
353.0, None, None,0.0, None,7.9, None,-14.5, None, None, None,54.0,2019-02-06 10:00:00,6,,,,,,,,,,,,,
333.0, None, None,0.0, None,11.0, None,-12.7, None, None, None,47.0,2019-02-06 11:00:00,6,,,,,,,,,,,,,
324.0, None, None,0.0, None,6.6, None,-11.3, None, None, None,47.0,2019-02-06 12:00:00,6,,,,,,,,,,,,,
297.0, None, None,0.0, None,8.9, None,-10.2, None, None, None,45.0,2019-02-06 13:00:00,6,,,,,,,,,,,,,
5.0, None, None,0.0, None,8.9, None,-10.3, None, None, None,44.0,2019-02-06 14:00:00,6,,,,,,,,,,,,,
327.0, None, None,0.0, None,8.2, None,-11.6, None, None, None,47.0,2019-02-06 15:00:00,6,,,,,,,,,,,,,
342.0, None, None,0.0, None,4.8, None,-15.2, None, None, None,61.0,2019-02-06 16:00:00,6,,,,,,,,,,,,,
286.0, None, None,0.0, None,3.0, None,-18.9, None, None, None,70.0,2019-02-06 17:00:00,6,,,,,,,,,,,,,
358.0, None, None,0.0, None,4.8, None,-21.4, None, None, None,75.0,2019-02-06 18:00:00,6,,,,,,,,,,,,,
327.0, None, None,0.0, None,3.1, None,-22.6, None, None, None,77.0,2019-02-06 19:00:00,6,,,,,,,,,,,,,
331.0, None, None,0.0, None,5.4, None,-20.3, None, None, None,75.0,2019-02-06 20:00:00,6,,,,,,,,,,,,,
321.0, None, None,0.0, None,3.4, None,-21.1, None, None, None,74.0,2019-02-06 21:00:00,6,,,,,,,,,,,,,
346.0, None, None,0.0, None,2.8, None,-22.9, None, None, None,75.0,2019-02-06 22:00:00,6,,,,,,,,,,,,,
222.0, None, None,0.0, None,4.0, None,-23.9, None, None, None,71.0,2019-02-06 23:00:00,6,,,,,,,,,,,,,
0.0, None, None,0.0, None,1.7, None,-24.0, None, None, None,75.0,2019-02-07 00:00:00,6,,,,,,,,,,,,,
259.0, None, None,0.0, None,4.1, None,-24.9, None, None, None,76.0,2019-02-07 01:00:00,6,,,,,,,,,,,,,
335.0, None, None,0.0, None,2.2, None,-24.2, None, None, None,74.0,2019-02-07 02:00:00,6,,,,,,,,,,,,,
359.0, None, None,0.0, None,1.8, None,-24.6, None, None, None,71.0,2019-02-07 03:00:00,6,,,,,,,,,,,,,
293.0, None, None,0.0, None,1.9, None,-24.1, None, None, None,73.0,2019-02-07 04:00:00,6,,,,,,,,,,,,,
217.0, None, None,0.0, None,2.0, None,-21.8, None, None, None,76.0,2019-02-07 05:00:00,6,,,,,,,,,,,,,
166.0, None, None,0.0, None,2.4, None,-20.3, None, None, None,76.0,2019-02-07 06:00:00,6,,,,,,,,,,,,,
131.0, None, None,0.0, None,3.7, None,-19.3, None, None, None,76.0,2019-02-07 07:00:00,6,,,,,,,,,,,,,
143.0, None, None,0.0, None,3.6, None,-17.2, None, None, None,75.0,2019-02-07 08:00:00,6,,,,,,,,,,,,,
137.0, None, None,0.0, None,5.3, None,-15.2, None, None, None,65.0,2019-02-07 09:00:00,6,,,,,,,,,,,,,
103.0, None, None,0.0, None,4.3, None,-12.5, None, None, None,57.0,2019-02-07 10:00:00,6,,,,,,,,,,,,,
158.0, None, None,0.0, None,6.8, None,-10.6, None, None, None,68.0,2019-02-07 11:00:00,6,,,,,,,,,,,,,
148.0, None, None,0.0, None,6.3, None,-10.3, None, None, None,73.0,2019-02-07 12:00:00,6,,,,,,,,,,,,,
164.0, None, None,0.0, None,7.7, None,-10.3, None, None, None,72.0,2019-02-07 13:00:00,6,,,,,,,,,,,,,
204.0, None, None,0.0, None,6.6, None,-10.3, None, None, None,66.0,2019-02-07 14:00:00,6,,,,,,,,,,,,,
171.0, None, None,0.0, None,4.9, None,-10.4, None, None, None,66.0,2019-02-07 15:00:00,6,,,,,,,,,,,,,
167.0, None, None,0.0, None,4.6, None,-11.0, None, None, None,75.0,2019-02-07 16:00:00,6,,,,,,,,,,,,,
206.0, None, None,0.0, None,5.0, None,-11.4, None, None, None,83.0,2019-02-07 17:00:00,6,,,,,,,,,,,,,
196.0, None, None,0.0, None,6.3, None,-11.6, None, None, None,86.0,2019-02-07 18:00:00,6,,,,,,,,,,,,,
169.0, None, None,0.0, None,4.9, None,-11.7, None, None, None,86.0,2019-02-07 19:00:00,6,,,,,,,,,,,,,
198.0, None, None,0.0, None,5.2, None,-11.9, None, None, None,85.0,2019-02-07 20:00:00,6,,,,,,,,,,,,,
152.0, None, None,0.0, None,4.3, None,-11.9, None, None, None,85.0,2019-02-07 21:00:00,6,,,,,,,,,,,,,
83.0, None, None,0.0, None,1.7, None,-12.1, None, None, None,86.0,2019-02-07 22:00:00,6,,,,,,,,,,,,,
116.0, None, None,0.0, None,2.2, None,-12.3, None, None, None,87.0,2019-02-07 23:00:00,6,,,,,,,,,,,,,
27.0, None, None,0.0, None,1.6, None,-12.4, None, None, None,87.0,2019-02-08 00:00:00,6,,,,,,,,,,,,,
174.0, None, None,0.0, None,1.7, None,-12.4, None, None, None,87.0,2019-02-08 01:00:00,6,,,,,,,,,,,,,
60.0, None, None,0.0, None,1.7, None,-12.9, None, None, None,86.0,2019-02-08 02:00:00,6,,,,,,,,,,,,,
6.0, None, None,0.0, None,0.0, None,-12.9, None, None, None,87.0,2019-02-08 03:00:00,6,,,,,,,,,,,,,
196.0, None, None,0.0, None,0.0, None,-12.9, None, None, None,86.0,2019-02-08 04:00:00,6,,,,,,,,,,,,,
37.0, None, None,0.0, None,0.0, None,-13.3, None, None, None,86.0,2019-02-08 05:00:00,6,,,,,,,,,,,,,
199.0, None, None,0.0, None,0.0, None,-14.2, None, None, None,85.0,2019-02-08 06:00:00,6,,,,,,,,,,,,,
302.0, None, None,0.0, None,0.0, None,-13.9, None, None, None,86.0,2019-02-08 07:00:00,6,,,,,,,,,,,,,
112.0, None, None,0.0, None,1.7, None,-11.1, None, None, None,80.0,2019-02-08 08:00:00,6,,,,,,,,,,,,,
7.0, None, None,0.0, None,5.1, None,-9.2, None, None, None,74.0,2019-02-08 09:00:00,6,,,,,,,,,,,,,
335.0, None, None,0.0, None,6.4, None,-9.1, None, None, None,76.0,2019-02-08 10:00:00,6,,,,,,,,,,,,,
332.0, None, None,0.0, None,8.1, None,-9.8, None, None, None,75.0,2019-02-08 11:00:00,6,,,,,,,,,,,,,
351.0, None, None,0.0, None,6.8, None,-9.2, None, None, None,73.0,2019-02-08 12:00:00,6,,,,,,,,,,,,,
312.0, None, None,0.0, None,9.6, None,-9.7, None, None, None,75.0,2019-02-08 13:00:00,6,,,,,,,,,,,,,
329.0, None, None,0.0, None,8.4, None,-10.1, None, None, None,74.0,2019-02-08 14:00:00,6,,,,,,,,,,,,,
322.0, None, None,0.0, None,6.9, None,-11.7, None, None, None,79.0,2019-02-08 15:00:00,6,,,,,,,,,,,,,
333.0, None, None,0.0, None,5.7, None,-12.5, None, None, None,83.0,2019-02-08 16:00:00,6,,,,,,,,,,,,,
334.0, None, None,0.0, None,6.0, None,-12.8, None, None, None,82.0,2019-02-08 17:00:00,6,,,,,,,,,,,,,
345.0, None, None,0.0, None,6.9, None,-13.0, None, None, None,83.0,2019-02-08 18:00:00,6,,,,,,,,,,,,,
346.0, None, None,0.0, None,5.1, None,-13.2, None, None, None,83.0,2019-02-08 19:00:00,6,,,,,,,,,,,,,
352.0, None, None,0.0, None,4.7, None,-13.4, None, None, None,83.0,2019-02-08 20:00:00,6,,,,,,,,,,,,,
352.0, None, None,0.0, None,5.4, None,-13.5, None, None, None,82.0,2019-02-08 21:00:00,6,,,,,,,,,,,,,
352.0, None, None,0.0, None,5.4, None,-13.8, None, None, None,82.0,2019-02-08 22:00:00,6,,,,,,,,,,,,,
334.0, None, None,0.0, None,6.8, None,-13.9, None, None, None,81.0,2019-02-08 23:00:00,6,,,,,,,,,,,,,
1.0, None, None,0.0, None,3.8, None,-14.2, None, None, None,81.0,2019-02-09 00:00:00,6,,,,,,,,,,,,,
345.0, None, None,0.0, None,4.1, None,-14.6, None, None, None,81.0,2019-02-09 01:00:00,6,,,,,,,,,,,,,
343.0, None, None,0.0, None,4.7, None,-14.8, None, None, None,81.0,2019-02-09 02:00:00,6,,,,,,,,,,,,,
357.0, None, None,0.0, None,6.1, None,-15.1, None, None, None,81.0,2019-02-09 03:00:00,6,,,,,,,,,,,,,
343.0, None, None,0.0, None,8.5, None,-15.0, None, None, None,80.0,2019-02-09 04:00:00,6,,,,,,,,,,,,,
352.0, None, None,0.0, None,10.1, None,-15.0, None, None, None,80.0,2019-02-09 05:00:00,6,,,,,,,,,,,,,
5.0, None, None,0.0, None,7.1, None,-15.2, None, None, None,80.0,2019-02-09 06:00:00,6,,,,,,,,,,,,,
343.0, None, None,0.0, None,8.3, None,-15.2, None, None, None,79.0,2019-02-09 07:00:00,6,,,,,,,,,,,,,
335.0, None, None,0.0, None,9.1, None,-14.6, None, None, None,77.0,2019-02-09 08:00:00,6,,,,,,,,,,,,,
333.0, None, None,0.0, None,9.0, None,-14.2, None, None, None,75.0,2019-02-09 09:00:00,6,,,,,,,,,,,,,
318.0, None, None,0.0, None,8.4, None,-13.0, None, None, None,73.0,2019-02-09 10:00:00,6,,,,,,,,,,,,,
311.0, None, None,0.0, None,7.8, None,-11.9, None, None, None,70.0,2019-02-09 11:00:00,6,,,,,,,,,,,,,
345.0, None, None,0.0, None,9.2, None,-11.7, None, None, None,70.0,2019-02-09 12:00:00,6,,,,,,,,,,,,,
330.0, None, None,0.0, None,11.1, None,-11.0, None, None, None,67.0,2019-02-09 13:00:00,6,,,,,,,,,,,,,
333.0, None, None,0.0, None,5.8, None,-13.6, None, None, None,72.0,2019-02-09 14:00:00,6,,,,,,,,,,,,,
333.0, None, None,0.0, None,9.1, None,-14.1, None, None, None,73.0,2019-02-09 15:00:00,6,,,,,,,,,,,,,
340.0, None, None,0.0, None,8.0, None,-15.5, None, None, None,75.0,2019-02-09 16:00:00,6,,,,,,,,,,,,,
346.0, None, None,0.0, None,7.9, None,-16.5, None, None, None,76.0,2019-02-09 17:00:00,6,,,,,,,,,,,,,
357.0, None, None,0.0, None,5.8, None,-17.2, None, None, None,76.0,2019-02-09 18:00:00,6,,,,,,,,,,,,,
8.0, None, None,0.0, None,5.4, None,-17.9, None, None, None,77.0,2019-02-09 19:00:00,6,,,,,,,,,,,,,
353.0, None, None,0.0, None,6.8, None,-18.0, None, None, None,75.0,2019-02-09 20:00:00,6,,,,,,,,,,,,,
11.0, None, None,0.0, None,6.3, None,-19.0, None, None, None,76.0,2019-02-09 21:00:00,6,,,,,,,,,,,,,
30.0, None, None,0.0, None,5.2, None,-19.6, None, None, None,76.0,2019-02-09 22:00:00,6,,,,,,,,,,,,,
22.0, None, None,0.0, None,4.6, None,-19.9, None, None, None,77.0,2019-02-09 23:00:00,6,,,,,,,,,,,,,
18.0, None, None,0.0, None,5.0, None,-20.5, None, None, None,77.0,2019-02-10 00:00:00,6,,,,,,,,,,,,,
19.0, None, None,0.0, None,4.8, None,-20.6, None, None, None,77.0,2019-02-10 01:00:00,6,,,,,,,,,,,,,
10.0, None, None,0.0, None,5.9, None,-20.2, None, None, None,76.0,2019-02-10 02:00:00,6,,,,,,,,,,,,,
2.0, None, None,0.0, None,6.6, None,-20.2, None, None, None,76.0,2019-02-10 03:00:00,6,,,,,,,,,,,,,
0.0, None, None,0.0, None,4.4, None,-20.2, None, None, None,76.0,2019-02-10 04:00:00,6,,,,,,,,,,,,,
354.0, None, None,0.0, None,5.3, None,-20.5, None, None, None,75.0,2019-02-10 05:00:00,6,,,,,,,,,,,,,
34.0, None, None,0.0, None,3.4, None,-21.8, None, None, None,76.0,2019-02-10 06:00:00,6,,,,,,,,,,,,,
352.0, None, None,0.0, None,7.8, None,-20.9, None, None, None,74.0,2019-02-10 07:00:00,6,,,,,,,,,,,,,
348.0, None, None,0.0, None,5.6, None,-19.8, None, None, None,72.0,2019-02-10 08:00:00,6,,,,,,,,,,,,,
344.0, None, None,0.0, None,5.9, None,-18.2, None, None, None,68.0,2019-02-10 09:00:00,6,,,,,,,,,,,,,
331.0, None, None,0.0, None,8.4, None,-15.6, None, None, None,62.0,2019-02-10 10:00:00,6,,,,,,,,,,,,,
337.0, None, None,0.0, None,6.8, None,-12.9, None, None, None,56.0,2019-02-10 11:00:00,6,,,,,,,,,,,,,
321.0, None, None,0.0, None,8.0, None,-12.3, None, None, None,59.0,2019-02-10 12:00:00,6,,,,,,,,,,,,,
330.0, None, None,0.0, None,5.4, None,-12.7, None, None, None,63.0,2019-02-10 13:00:00,6,,,,,,,,,,,,,
340.0, None, None,0.0, None,5.5, None,-14.3, None, None, None,69.0,2019-02-10 14:00:00,6,,,,,,,,,,,,,
159.0, None, None,0.0, None,2.7, None,-14.6, None, None, None,75.0,2019-02-10 15:00:00,6,,,,,,,,,,,,,
280.0, None, None,0.0, None,2.7, None,-15.5, None, None, None,78.0,2019-02-10 16:00:00,6,,,,,,,,,,,,,
146.0, None, None,0.0, None,2.5, None,-16.3, None, None, None,78.0,2019-02-10 17:00:00,6,,,,,,,,,,,,,
313.0, None, None,0.0, None,5.6, None,-17.0, None, None, None,77.0,2019-02-10 18:00:00,6,,,,,,,,,,,,,
344.0, None, None,0.0, None,3.0, None,-18.1, None, None, None,76.0,2019-02-10 19:00:00,6,,,,,,,,,,,,,
347.0, None, None,0.0, None,5.0, None,-19.4, None, None, None,79.0,2019-02-10 20:00:00,6,,,,,,,,,,,,,
316.0, None, None,0.0, None,4.5, None,-19.2, None, None, None,79.0,2019-02-10 21:00:00,6,,,,,,,,,,,,,
351.0, None, None,0.0, None,4.1, None,-18.5, None, None, None,79.0,2019-02-10 22:00:00,6,,,,,,,,,,,,,
347.0, None, None,0.0, None,2.6, None,-18.4, None, None, None,77.0,2019-02-10 23:00:00,6,,,,,,,,,,,,,
329.0, None, None,0.0, None,3.6, None,-18.4, None, None, None,77.0,2019-02-11 00:00:00,6,,,,,,,,,,,,,
289.0, None, None,0.0, None,2.9, None,-18.3, None, None, None,78.0,2019-02-11 01:00:00,6,,,,,,,,,,,,,
352.0, None, None,0.0, None,6.5, None,-18.9, None, None, None,75.0,2019-02-11 02:00:00,6,,,,,,,,,,,,,
11.0, None, None,0.0, None,5.8, None,-20.0, None, None, None,80.0,2019-02-11 03:00:00,6,,,,,,,,,,,,,
32.0, None, None,0.0, None,4.1, None,-19.5, None, None, None,79.0,2019-02-11 04:00:00,6,,,,,,,,,,,,,
23.0, None, None,0.0, None,3.3, None,-21.2, None, None, None,74.0,2019-02-11 05:00:00,6,,,,,,,,,,,,,
75.0, None, None,0.0, None,2.9, None,-22.1, None, None, None,78.0,2019-02-11 06:00:00,6,,,,,,,,,,,,,
66.0, None, None,0.0, None,4.8, None,-20.5, None, None, None,76.0,2019-02-11 07:00:00,6,,,,,,,,,,,,,
89.0, None, None,0.0, None,3.1, None,-18.2, None, None, None,71.0,2019-02-11 08:00:00,6,,,,,,,,,,,,,
221.0, None, None,0.0, None,4.9, None,-14.4, None, None, None,62.0,2019-02-11 09:00:00,6,,,,,,,,,,,,,
160.0, None, None,0.0, None,4.0, None,-11.5, None, None, None,59.0,2019-02-11 10:00:00,6,,,,,,,,,,,,,
154.0, None, None,0.0, None,3.6, None,-8.6, None, None, None,55.0,2019-02-11 11:00:00,6,,,,,,,,,,,,,
301.0, None, None,0.0, None,5.4, None,-9.2, None, None, None,58.0,2019-02-11 12:00:00,6,,,,,,,,,,,,,
290.0, None, None,0.0, None,5.2, None,-7.5, None, None, None,59.0,2019-02-11 13:00:00,6,,,,,,,,,,,,,
113.0, None, None,0.0, None,3.8, None,-7.3, None, None, None,59.0,2019-02-11 14:00:00,6,,,,,,,,,,,,,
193.0, None, None,0.0, None,2.2, None,-10.3, None, None, None,67.0,2019-02-11 15:00:00,6,,,,,,,,,,,,,
345.0, None, None,0.0, None,1.6, None,-14.1, None, None, None,80.0,2019-02-11 16:00:00,6,,,,,,,,,,,,,
