RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,4.338,70.4, None, None, None, None, None, None, None, None, None, None, None, None, 10.05, None, None, None, None,25.62, None, None, None, None,2019-07-16 00:00:00, None,29
None, None, None, None,4.111,55.36, None, None, None, None, None, None, None, None, None, None, None, None, 9.95, None, None, None, None,17.61, None, None, None, None,2019-07-16 01:00:00, None,29
None, None, None, None,3.51,66.38, None, None, None, None, None, None, None, None, None, None, None, None, 10.11, None, None, None, None,13.08, None, None, None, None,2019-07-16 02:00:00, None,29
None, None, None, None,4.075,75.3, None, None, None, None, None, None, None, None, None, None, None, None, 10.06, None, None, None, None,12.28, None, None, None, None,2019-07-16 03:00:00, None,29
None, None, None, None,4.203,180.8, None, None, None, None, None, None, None, None, None, None, None, None, 9.79, None, None, None, None,18.56, None, None, None, None,2019-07-16 04:00:00, None,29
None, None, None, None,4.15,188.3, None, None, None, None, None, None, None, None, None, None, None, None, 9.6, None, None, None, None,19.2, None, None, None, None,2019-07-16 05:00:00, None,29
None, None, None, None,3.818,171.4, None, None, None, None, None, None, None, None, None, None, None, None, 9.63, None, None, None, None,24.63, None, None, None, None,2019-07-16 06:00:00, None,29
None, None, None, None,4.806,176.0, None, None, None, None, None, None, None, None, None, None, None, None, 9.68, None, None, None, None,17.38, None, None, None, None,2019-07-16 07:00:00, None,29
None, None, None, None,4.115,168.9, None, None, None, None, None, None, None, None, None, None, None, None, 10.03, None, None, None, None,26.14, None, None, None, None,2019-07-16 08:00:00, None,29
None, None, None, None,2.8,183.3, None, None, None, None, None, None, None, None, None, None, None, None, 11.05, None, None, None, None,29.95, None, None, None, None,2019-07-16 09:00:00, None,29
None, None, None, None,4.719,190.8, None, None, None, None, None, None, None, None, None, None, None, None, 12.04, None, None, None, None,27.81, None, None, None, None,2019-07-16 10:00:00, None,29
None, None, None, None,4.691,199.6, None, None, None, None, None, None, None, None, None, None, None, None, 13.02, None, None, None, None,30.32, None, None, None, None,2019-07-16 11:00:00, None,29
None, None, None, None,5.699,210.9, None, None, None, None, None, None, None, None, None, None, None, None, 14.75, None, None, None, None,28.15, None, None, None, None,2019-07-16 12:00:00, None,29
None, None, None, None,5.413,205.9, None, None, None, None, None, None, None, None, None, None, None, None, 19.57, None, None, None, None,31.51, None, None, None, None,2019-07-16 13:00:00, None,29
None, None, None, None,5.77,205.4, None, None, None, None, None, None, None, None, None, None, None, None, 19.21, None, None, None, None,35.22, None, None, None, None,2019-07-16 14:00:00, None,29
None, None, None, None,6.306,199.4, None, None, None, None, None, None, None, None, None, None, None, None, 17.35, None, None, None, None,25.81, None, None, None, None,2019-07-16 15:00:00, None,29
None, None, None, None,5.166,232.9, None, None, None, None, None, None, None, None, None, None, None, None, 21.17, None, None, None, None,39.06, None, None, None, None,2019-07-16 16:00:00, None,29
None, None, None, None,4.346,242.9, None, None, None, None, None, None, None, None, None, None, None, None, 19.06, None, None, None, None,36.15, None, None, None, None,2019-07-16 17:00:00, None,29
None, None, None, None,0.984,226.4, None, None, None, None, None, None, None, None, None, None, None, None, 16.24, None, None, None, None,67.73, None, None, None, None,2019-07-16 18:00:00, None,29
None, None, None, None,3.65,201.2, None, None, None, None, None, None, None, None, None, None, None, None, 14.72, None, None, None, None,26.15, None, None, None, None,2019-07-16 19:00:00, None,29
None, None, None, None,2.934,63.27, None, None, None, None, None, None, None, None, None, None, None, None, 15.07, None, None, None, None,42.28, None, None, None, None,2019-07-16 20:00:00, None,29
None, None, None, None,6.116,66.79, None, None, None, None, None, None, None, None, None, None, None, None, 14.5, None, None, None, None,14.56, None, None, None, None,2019-07-16 21:00:00, None,29
None, None, None, None,11.35,63.0, None, None, None, None, None, None, None, None, None, None, None, None, 12.98, None, None, None, None,12.46, None, None, None, None,2019-07-16 22:00:00, None,29
None, None, None, None,15.39,58.14, None, None, None, None, None, None, None, None, None, None, None, None, 13.09, None, None, None, None,10.09, None, None, None, None,2019-07-16 23:00:00, None,29
None, None, None, None,12.99,66.42, None, None, None, None, None, None, None, None, None, None, None, None, 13.2, None, None, None, None,10.99, None, None, None, None,2019-07-17 00:00:00, None,29
None, None, None, None,6.903,67.46, None, None, None, None, None, None, None, None, None, None, None, None, 12.11, None, None, None, None,35.49, None, None, None, None,2019-07-17 01:00:00, None,29
None, None, None, None,9.89,70.2, None, None, None, None, None, None, None, None, None, None, None, None, 10.75, None, None, None, None,17.78, None, None, None, None,2019-07-17 02:00:00, None,29
None, None, None, None,5.182,73.2, None, None, None, None, None, None, None, None, None, None, None, None, 10.13, None, None, None, None,26.09, None, None, None, None,2019-07-17 03:00:00, None,29
None, None, None, None,5.756,77.9, None, None, None, None, None, None, None, None, None, None, None, None, 10.8, None, None, None, None,23.66, None, None, None, None,2019-07-17 04:00:00, None,29
None, None, None, None,8.69,72.1, None, None, None, None, None, None, None, None, None, None, None, None, 10.9, None, None, None, None,16.89, None, None, None, None,2019-07-17 05:00:00, None,29
None, None, None, None,9.01,67.74, None, None, None, None, None, None, None, None, None, None, None, None, 10.31, None, None, None, None,13.72, None, None, None, None,2019-07-17 06:00:00, None,29
None, None, None, None,7.96,69.86, None, None, None, None, None, None, None, None, None, None, None, None, 10.78, None, None, None, None,13.02, None, None, None, None,2019-07-17 07:00:00, None,29
None, None, None, None,4.387,76.1, None, None, None, None, None, None, None, None, None, None, None, None, 10.68, None, None, None, None,41.31, None, None, None, None,2019-07-17 08:00:00, None,29
None, None, None, None,1.869,82.1, None, None, None, None, None, None, None, None, None, None, None, None, 10.71, None, None, None, None,42.67, None, None, None, None,2019-07-17 09:00:00, None,29
None, None, None, None,2.744,186.4, None, None, None, None, None, None, None, None, None, None, None, None, 10.82, None, None, None, None,38.33, None, None, None, None,2019-07-17 10:00:00, None,29
None, None, None, None,6.204,176.5, None, None, None, None, None, None, None, None, None, None, None, None, 10.72, None, None, None, None,26.25, None, None, None, None,2019-07-17 11:00:00, None,29
None, None, None, None,3.934,185.7, None, None, None, None, None, None, None, None, None, None, None, None, 11.0, None, None, None, None,33.92, None, None, None, None,2019-07-17 12:00:00, None,29
None, None, None, None,2.819,174.1, None, None, None, None, None, None, None, None, None, None, None, None, 10.61, None, None, None, None,49.08, None, None, None, None,2019-07-17 13:00:00, None,29
None, None, None, None,2.566,184.1, None, None, None, None, None, None, None, None, None, None, None, None, 10.66, None, None, None, None,44.64, None, None, None, None,2019-07-17 14:00:00, None,29
None, None, None, None,2.099,188.6, None, None, None, None, None, None, None, None, None, None, None, None, 10.69, None, None, None, None,47.8, None, None, None, None,2019-07-17 15:00:00, None,29
