RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 0.174, 98.7, None, None, None, None, None, None, None, None, None, None, None,6.911, None, None, None, 18.38, None, None, None, None, None,2019-07-16 00:00:00, None,29
None, None, None, None, 0.625, 91.8, None, None, None, None, None, None, None, None, None, None, None,7.187, None, None, None, 27.27, None, None, None, None, None,2019-07-16 01:00:00, None,29
None, None, None, None, 0.412, 96.1, None, None, None, None, None, None, None, None, None, None, None,7.612, None, None, None, 25.39, None, None, None, None, None,2019-07-16 02:00:00, None,29
None, None, None, None, 0.756, 88.6, None, None, None, None, None, None, None, None, None, None, None,7.428, None, None, None, 28.87, None, None, None, None, None,2019-07-16 03:00:00, None,29
None, None, None, None, 0.57, 95.0, None, None, None, None, None, None, None, None, None, None, None,7.042, None, None, None, 34.31, None, None, None, None, None,2019-07-16 04:00:00, None,29
None, None, None, None, 0.069, 99.9, None, None, None, None, None, None, None, None, None, None, None,7.567, None, None, None, 26.47, None, None, None, None, None,2019-07-16 05:00:00, None,29
None, None, None, None, 0.05, 97.8, None, None, None, None, None, None, None, None, None, None, None,7.76, None, None, None, 23.09, None, None, None, None, None,2019-07-16 06:00:00, None,29
None, None, None, None, 0.033, 111.7, None, None, None, None, None, None, None, None, None, None, None,7.756, None, None, None, 23.71, None, None, None, None, None,2019-07-16 07:00:00, None,29
None, None, None, None, 0.227, 90.4, None, None, None, None, None, None, None, None, None, None, None,8.75, None, None, None, 34.76, None, None, None, None, None,2019-07-16 08:00:00, None,29
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,9.63, None, None, None, None, None, None, None, None, None,2019-07-16 09:00:00, None,29
None, None, None, None, 1.586, 327.4, None, None, None, None, None, None, None, None, None, None, None,12.07, None, None, None, 69.13, None, None, None, None, None,2019-07-16 11:00:00, None,29
None, None, None, None, 2.764, 312.8, None, None, None, None, None, None, None, None, None, None, None,13.58, None, None, None, 58.1, None, None, None, None, None,2019-07-16 12:00:00, None,29
None, None, None, None, 2.809, 315.2, None, None, None, None, None, None, None, None, None, None, None,12.26, None, None, None, 64.63, None, None, None, None, None,2019-07-16 13:00:00, None,29
None, None, None, None, 2.852, 83.5, None, None, None, None, None, None, None, None, None, None, None,10.03, None, None, None, 74.22, None, None, None, None, None,2019-07-16 14:00:00, None,29
None, None, None, None, 2.968, 278.0, None, None, None, None, None, None, None, None, None, None, None,12.66, None, None, None, 68.5, None, None, None, None, None,2019-07-16 15:00:00, None,29
None, None, None, None, 2.644, 325.6, None, None, None, None, None, None, None, None, None, None, None,13.66, None, None, None, 62.64, None, None, None, None, None,2019-07-16 16:00:00, None,29
None, None, None, None, 2.541, 336.6, None, None, None, None, None, None, None, None, None, None, None,13.73, None, None, None, 60.96, None, None, None, None, None,2019-07-16 17:00:00, None,29
None, None, None, None, 1.656, 99.6, None, None, None, None, None, None, None, None, None, None, None,12.25, None, None, None, 70.54, None, None, None, None, None,2019-07-16 18:00:00, None,29
None, None, None, None, 2.625, 61.69, None, None, None, None, None, None, None, None, None, None, None,10.8, None, None, None, 47.85, None, None, None, None, None,2019-07-16 19:00:00, None,29
None, None, None, None, 1.207, 83.1, None, None, None, None, None, None, None, None, None, None, None,10.28, None, None, None, 39.66, None, None, None, None, None,2019-07-16 20:00:00, None,29
None, None, None, None, 0.179, 121.6, None, None, None, None, None, None, None, None, None, None, None,9.77, None, None, None, 59.54, None, None, None, None, None,2019-07-16 21:00:00, None,29
None, None, None, None, 0.017, 106.5, None, None, None, None, None, None, None, None, None, None, None,7.794, None, None, None, 20.42, None, None, None, None, None,2019-07-16 22:00:00, None,29
None, None, None, None, 0.557, 106.3, None, None, None, None, None, None, None, None, None, None, None,7.868, None, None, None, 24.08, None, None, None, None, None,2019-07-16 23:00:00, None,29
None, None, None, None, 0.374, 100.7, None, None, None, None, None, None, None, None, None, None, None,7.46, None, None, None, 11.53, None, None, None, None, None,2019-07-17 00:00:00, None,29
None, None, None, None, 0.122, 98.6, None, None, None, None, None, None, None, None, None, None, None,7.453, None, None, None, 11.04, None, None, None, None, None,2019-07-17 01:00:00, None,29
None, None, None, None, 0.277, 96.4, None, None, None, None, None, None, None, None, None, None, None,7.556, None, None, None, 13.16, None, None, None, None, None,2019-07-17 02:00:00, None,29
None, None, None, None, 0.16, 88.9, None, None, None, None, None, None, None, None, None, None, None,6.931, None, None, None, 15.31, None, None, None, None, None,2019-07-17 03:00:00, None,29
None, None, None, None, 0.274, 91.9, None, None, None, None, None, None, None, None, None, None, None,7.98, None, None, None, 13.23, None, None, None, None, None,2019-07-17 04:00:00, None,29
None, None, None, None, 0.208, 92.5, None, None, None, None, None, None, None, None, None, None, None,7.626, None, None, None, 15.73, None, None, None, None, None,2019-07-17 05:00:00, None,29
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,7.556, None, None, None, None, None, None, None, None, None,2019-07-17 06:00:00, None,29
None, None, None, None, 0.154, 107.3, None, None, None, None, None, None, None, None, None, None, None,8.04, None, None, None, 21.81, None, None, None, None, None,2019-07-17 07:00:00, None,29
None, None, None, None, 0.609, 91.2, None, None, None, None, None, None, None, None, None, None, None,10.24, None, None, None, 64.23, None, None, None, None, None,2019-07-17 09:00:00, None,29
None, None, None, None, 1.215, 115.6, None, None, None, None, None, None, None, None, None, None, None,9.85, None, None, None, 52.54, None, None, None, None, None,2019-07-17 10:00:00, None,29
None, None, None, None, 1.004, 98.0, None, None, None, None, None, None, None, None, None, None, None,10.24, None, None, None, 70.01, None, None, None, None, None,2019-07-17 11:00:00, None,29
None, None, None, None, 1.791, 91.0, None, None, None, None, None, None, None, None, None, None, None,8.86, None, None, None, 68.57, None, None, None, None, None,2019-07-17 12:00:00, None,29
None, None, None, None, 3.441, 47.28, None, None, None, None, None, None, None, None, None, None, None,7.912, None, None, None, 54.67, None, None, None, None, None,2019-07-17 13:00:00, None,29
None, None, None, None, 3.729, 61.9, None, None, None, None, None, None, None, None, None, None, None,8.02, None, None, None, 52.31, None, None, None, None, None,2019-07-17 14:00:00, None,29
None, None, None, None, 3.118, 63.8, None, None, None, None, None, None, None, None, None, None, None,8.03, None, None, None, 46.38, None, None, None, None, None,2019-07-17 15:00:00, None,29
None, None, None, None, 3.334, 70.44, None, None, None, None, None, None, None, None, None, None, None,8.37, None, None, None, 47.93, None, None, None, None, None,2019-07-17 16:00:00, None,29
None, None, None, None, 2.06, 71.52, None, None, None, None, None, None, None, None, None, None, None,8.54, None, None, None, 46.29, None, None, None, None, None,2019-07-17 17:00:00, None,29
None, None, None, None, 2.228, 68.02, None, None, None, None, None, None, None, None, None, None, None,8.74, None, None, None, 47.89, None, None, None, None, None,2019-07-17 18:00:00, None,29
None, None, None, None, 2.507, 58.81, None, None, None, None, None, None, None, None, None, None, None,9.17, None, None, None, 45.83, None, None, None, None, None,2019-07-17 19:00:00, None,29
None, None, None, None, 3.233, 65.15, None, None, None, None, None, None, None, None, None, None, None,9.17, None, None, None, 41.45, None, None, None, None, None,2019-07-17 20:00:00, None,29
None, None, None, None, 2.905, 68.53, None, None, None, None, None, None, None, None, None, None, None,8.8, None, None, None, 42.61, None, None, None, None, None,2019-07-17 21:00:00, None,29
None, None, None, None, 2.06, 78.08, None, None, None, None, None, None, None, None, None, None, None,9.01, None, None, None, 41.45, None, None, None, None, None,2019-07-17 22:00:00, None,29
None, None, None, None, 2.231, 81.4, None, None, None, None, None, None, None, None, None, None, None,9.15, None, None, None, 51.22, None, None, None, None, None,2019-07-17 23:00:00, None,29
None, None, None, None, 2.622, 79.0, None, None, None, None, None, None, None, None, None, None, None,9.37, None, None, None, 54.55, None, None, None, None, None,2019-07-18 00:00:00, None,29
None, None, None, None, 3.518, 78.36, None, None, None, None, None, None, None, None, None, None, None,9.0, None, None, None, 50.41, None, None, None, None, None,2019-07-18 01:00:00, None,29
None, None, None, None, 2.839, 77.7, None, None, None, None, None, None, None, None, None, None, None,8.99, None, None, None, 41.65, None, None, None, None, None,2019-07-18 02:00:00, None,29
None, None, None, None, 2.45, 72.52, None, None, None, None, None, None, None, None, None, None, None,8.92, None, None, None, 42.61, None, None, None, None, None,2019-07-18 03:00:00, None,29
None, None, None, None, 2.59, 77.07, None, None, None, None, None, None, None, None, None, None, None,8.73, None, None, None, 40.33, None, None, None, None, None,2019-07-18 04:00:00, None,29
