pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None,16.57, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 00:00:00, None, None, None,29
None, None,15.27, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 01:00:00, None, None, None,29
None, None,15.51, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 02:00:00, None, None, None,29
None, None,14.85, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 03:00:00, None, None, None,29
None, None,14.09, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 04:00:00, None, None, None,29
None, None,14.14, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 05:00:00, None, None, None,29
None, None,13.73, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 06:00:00, None, None, None,29
None, None,13.59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 07:00:00, None, None, None,29
None, None,13.53, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 08:00:00, None, None, None,29
None, None,14.13, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 09:00:00, None, None, None,29
None, None,14.19, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 10:00:00, None, None, None,29
None, None,14.76, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 11:00:00, None, None, None,29
None, None,15.08, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 12:00:00, None, None, None,29
None, None,14.99, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 13:00:00, None, None, None,29
None, None,15.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 14:00:00, None, None, None,29
None, None,15.51, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 15:00:00, None, None, None,29
None, None,15.22, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 16:00:00, None, None, None,29
None, None,14.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 17:00:00, None, None, None,29
None, None,14.48, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 18:00:00, None, None, None,29
None, None,14.25, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 19:00:00, None, None, None,29
None, None,14.33, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 20:00:00, None, None, None,29
None, None,14.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 21:00:00, None, None, None,29
None, None,14.18, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 22:00:00, None, None, None,29
None, None,13.79, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-16 23:00:00, None, None, None,29
None, None,13.58, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 00:00:00, None, None, None,29
None, None,13.56, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 01:00:00, None, None, None,29
None, None,13.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 02:00:00, None, None, None,29
None, None,14.07, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 03:00:00, None, None, None,29
None, None,14.07, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 04:00:00, None, None, None,29
None, None,13.96, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 05:00:00, None, None, None,29
None, None,13.64, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 06:00:00, None, None, None,29
None, None,13.28, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 07:00:00, None, None, None,29
None, None,13.13, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 08:00:00, None, None, None,29
None, None,13.03, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 09:00:00, None, None, None,29
None, None,13.04, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 10:00:00, None, None, None,29
None, None,13.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 11:00:00, None, None, None,29
None, None,13.46, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 12:00:00, None, None, None,29
None, None,13.82, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 13:00:00, None, None, None,29
None, None,13.57, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 14:00:00, None, None, None,29
None, None,13.23, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 15:00:00, None, None, None,29
None, None,13.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 16:00:00, None, None, None,29
None, None,13.47, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 17:00:00, None, None, None,29
None, None,13.22, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 18:00:00, None, None, None,29
None, None,12.99, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 19:00:00, None, None, None,29
None, None,12.82, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 20:00:00, None, None, None,29
None, None,12.62, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 21:00:00, None, None, None,29
None, None,12.37, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 22:00:00, None, None, None,29
None, None,12.21, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-17 23:00:00, None, None, None,29
None, None,12.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 00:00:00, None, None, None,29
None, None,12.57, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 01:00:00, None, None, None,29
None, None,12.55, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 02:00:00, None, None, None,29
None, None,12.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 03:00:00, None, None, None,29
None, None,12.57, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 04:00:00, None, None, None,29
None, None,12.35, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 05:00:00, None, None, None,29
None, None,12.24, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 06:00:00, None, None, None,29
None, None,12.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 07:00:00, None, None, None,29
None, None,12.05, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 08:00:00, None, None, None,29
None, None,12.11, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 09:00:00, None, None, None,29
None, None,12.28, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 10:00:00, None, None, None,29
None, None,12.97, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 11:00:00, None, None, None,29
None, None,13.16, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 12:00:00, None, None, None,29
None, None,14.47, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 13:00:00, None, None, None,29
None, None,14.48, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 14:00:00, None, None, None,29
None, None,14.15, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 15:00:00, None, None, None,29
None, None,13.95, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 16:00:00, None, None, None,29
None, None,14.25, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 17:00:00, None, None, None,29
None, None,14.13, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 18:00:00, None, None, None,29
None, None,13.53, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 19:00:00, None, None, None,29
None, None,14.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 20:00:00, None, None, None,29
None, None,14.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 21:00:00, None, None, None,29
None, None,13.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 22:00:00, None, None, None,29
None, None,13.04, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-18 23:00:00, None, None, None,29
None, None,13.14, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-19 00:00:00, None, None, None,29
None, None,12.91, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-19 01:00:00, None, None, None,29
None, None,12.85, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-19 02:00:00, None, None, None,29
None, None,12.86, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-19 03:00:00, None, None, None,29
None, None,12.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-07-19 04:00:00, None, None, None,29
