WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
333.8, -2.8, 1.248, None, 67.78,2019-10-29 00:00:00, 57.2, -3.689,44
14.8, -3.7, 1.229, None, 74.8,2019-10-29 01:00:00, 67.8, -4.373,44
82.4, -4.4, 0.702, None, 74.8,2019-10-29 02:00:00, 74.8, -4.818,44
202.2, -4.8, 0.580999, None, 79.1,2019-10-29 03:00:00, 74.8, -5.431,44
300.3, -5.4, 0.962998, None, 78.9,2019-10-29 04:00:00, 79.1, -5.604,44
204.2, -5.6, 0.683, None, 78.0,2019-10-29 05:00:00, 78.9, -6.191,44
251.6, -6.2, 1.423, None, 86.4,2019-10-29 06:00:00, 78.0, -6.417,44
174.8, -6.4, 1.612, None, 88.0,2019-10-29 07:00:00, 86.4, -6.754,44
212.3, -6.8, 1.002, None, 88.8,2019-10-29 08:00:00, 88.0, -6.13,44
169.6, -6.1, 1.751, None, 80.9,2019-10-29 09:00:00, 88.8, -4.8,44
196.6, -4.8, 2.314, None, 73.2,2019-10-29 10:00:00, 80.9, -3.733,44
202.0, -3.7, 2.665, None, 63.65,2019-10-29 11:00:00, 73.2, -2.163,44
175.2, -2.2, 3.248, None, 52.86,2019-10-29 12:00:00, 63.7, -0.691999,44
151.3, -0.7, 4.414, None, 46.1,2019-10-29 13:00:00, 52.9, 0.66,44
151.9, 0.7, 4.321, None, 43.05,2019-10-29 14:00:00, 46.1, 1.693,44
166.8, 1.7, 3.303, None, 39.57,2019-10-29 15:00:00, 43.1, 2.769,44
145.0, 2.8, 2.991, None, 37.41,2019-10-29 16:00:00, 39.6, 3.183,44
129.4, 3.2, 2.762, None, 35.03,2019-10-29 17:00:00, 37.4, 2.626,44
115.6, 2.6, 2.194, None, 38.39,2019-10-29 18:00:00, 35.0, 2.137,44
125.1, 2.1, 0.310999, None, 45.89,2019-10-29 19:00:00, 38.4, 0.661,44
50.0, 0.7, 0.257999, None, 55.84,2019-10-29 20:00:00, 45.9, -0.418,44
99.3, -0.4, 0.526, None, 62.48,2019-10-29 21:00:00, 55.8, -1.341,44
237.1, -1.3, 0.518998, None, 63.76,2019-10-29 22:00:00, 62.5, -1.676,44
217.9, -1.7, 0.722998, None, 65.5,2019-10-29 23:00:00, 63.8, -2.024,44
223.4, -2.0, 0.674, None, 68.55,2019-10-30 00:00:00, 65.5, -2.43,44
239.3, -2.4, 1.041, None, 70.9,2019-10-30 01:00:00, 68.6, -2.776,44
224.2, -2.8, 0.428, None, 73.9,2019-10-30 02:00:00, 70.9, -3.174,44
209.6, -3.2, 0.958998, None, 77.8,2019-10-30 03:00:00, 73.9, -3.588,44
224.9, -3.6, 1.298, None, 77.7,2019-10-30 04:00:00, 77.8, -3.892,44
218.0, -3.9, 1.172, None, 80.3,2019-10-30 05:00:00, 77.7, -4.036,44
215.4, -4.0, 0.875998, None, 77.7,2019-10-30 06:00:00, 80.3, -3.767,44
239.0, -3.8, 1.0, None, 73.2,2019-10-30 07:00:00, 77.7, -3.515,44
235.1, -3.5, 1.213, None, 72.9,2019-10-30 08:00:00, 73.2, -3.157,44
216.7, -3.2, 0.721, None, 69.93,2019-10-30 09:00:00, 72.9, -2.852,44
248.8, -2.9, 1.126, None, 64.86,2019-10-30 10:00:00, 69.9, -1.746,44
223.8, -1.7, 3.529, None, 49.98,2019-10-30 11:00:00, 64.9, 0.615998,44
153.4, 0.6, 3.533, None, 42.63,2019-10-30 12:00:00, 50.0, 1.679,44
151.9, 1.7, 3.214, None, 38.79,2019-10-30 13:00:00, 42.6, 2.631,44
173.8, 2.6, 2.775, None, 37.7,2019-10-30 14:00:00, 38.8, 3.34,44
180.6, 3.3, 1.688, None, 37.97,2019-10-30 15:00:00, 37.7, 3.941,44
165.7, 3.9, 1.532, None, 36.95,2019-10-30 16:00:00, 38.0, 4.154,44
128.1, 4.2, 1.788, None, 38.62,2019-10-30 17:00:00, 37.0, 3.929,44
128.1, 3.9, 0.463999, None, 43.5,2019-10-30 18:00:00, 38.6, 3.419,44
334.9, 3.4, 0.734, None, 50.2,2019-10-30 19:00:00, 43.5, 2.806,44
8.0, 2.8, 0.782, None, 53.26,2019-10-30 20:00:00, 50.2, 2.393,44
212.5, 2.4, 0.633, None, 54.31,2019-10-30 21:00:00, 53.3, 2.302,44
302.6, 2.3, 0.759998, None, 53.45,2019-10-30 22:00:00, 54.3, 2.636,44
170.9, 2.6, 1.226, None, 55.28,2019-10-30 23:00:00, 53.5, 2.26,44
257.8, 2.3, 1.591, None, 55.8,2019-10-31 00:00:00, 55.3, 2.267,44
