pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None, -1.7, 18.0, None, None,405.0, 49.0,2018-11-12 00:00:00, None,46
None, None, None, None, None, -1.9, 18.0, None, None,405.0, 49.0,2018-11-12 01:00:00, None,46
None, None, None, None, None, -1.7, 18.0, None, None,405.0, 49.0,2018-11-12 02:00:00, None,46
None, None, None, None, None, -2.3, 18.0, None, None,405.0, 49.0,2018-11-12 03:00:00, None,46
None, None, None, None, None, -2.5, 18.0, None, None,405.0, 49.0,2018-11-12 04:00:00, None,46
None, None, None, None, None, -2.6, 18.0, None, None,405.0, 49.0,2018-11-12 05:00:00, None,46
None, None, None, None, None, -2.4, 18.0, None, None,405.0, 49.0,2018-11-12 06:00:00, None,46
None, None, None, None, None, -2.6, 18.0, None, None,405.0, 49.0,2018-11-12 07:00:00, None,46
None, None, None, None, None, -2.1, 18.0, None, None,405.0, 49.0,2018-11-12 08:00:00, None,46
None, None, None, None, None, -2.2, 18.0, None, None,405.0, 49.0,2018-11-12 09:00:00, None,46
None, None, None, None, None, -2.4, 18.0, None, None,405.0, 49.0,2018-11-12 10:00:00, None,46
None, None, None, None, None, -2.2, 18.0, None, None,405.0, 49.0,2018-11-12 11:00:00, None,46
None, None, None, None, None, -2.3, 18.0, None, None,405.0, 49.0,2018-11-12 12:00:00, None,46
None, None, None, None, None, -2.8, 18.0, None, None,405.0, 49.0,2018-11-12 13:00:00, None,46
None, None, None, None, None, -2.6, 18.0, None, None,405.0, 49.0,2018-11-12 14:00:00, None,46
None, None, None, None, None, -2.6, 18.0, None, None,405.0, 49.0,2018-11-12 15:00:00, None,46
None, 285.0, None, None, None, -2.9, 18.0, None, None,405.0, 49.0,2018-11-12 16:00:00, None,46
None, None, None, None, None, -2.5, 18.0, None, None,405.0, 49.0,2018-11-12 17:00:00, None,46
None, None, None, None, None, -2.4, 18.0, None, None,405.0, 49.0,2018-11-12 18:00:00, None,46
None, None, None, None, None, -2.2, 18.0, None, None,405.0, 49.0,2018-11-12 19:00:00, None,46
None, None, None, None, None, -1.9, 18.0, None, None,405.0, 49.0,2018-11-12 20:00:00, None,46
None, None, None, None, None, -1.3, 18.0, None, None,405.0, 49.0,2018-11-12 21:00:00, None,46
None, None, None, None, None, -1.2, 18.0, None, None,405.0, 49.0,2018-11-12 22:00:00, None,46
None, None, None, None, None, -1.3, 18.0, None, None,405.0, 49.0,2018-11-12 23:00:00, None,46
None, None, None, None, None, -1.8, 18.0, None, None,405.0, 49.0,2018-11-13 00:00:00, None,46
None, None, None, None, None, -2.2, 18.0, None, None,405.0, 49.0,2018-11-13 01:00:00, None,46
None, None, None, None, None, -2.5, 18.0, None, None,405.0, 49.0,2018-11-13 02:00:00, None,46
None, None, None, None, None, -2.4, 18.0, None, None,405.0, 49.0,2018-11-13 03:00:00, None,46
None, None, None, None, None, -2.8, 19.0, None, None,405.0, 49.0,2018-11-13 04:00:00, None,46
None, None, None, None, None, -2.7, 19.0, None, None,405.0, 49.0,2018-11-13 05:00:00, None,46
None, None, None, None, None, -3.0, 19.0, None, None,405.0, 49.0,2018-11-13 06:00:00, None,46
None, None, None, None, None, -3.1, 19.0, None, None,405.0, 49.0,2018-11-13 07:00:00, None,46
None, None, None, None, None, -2.6, 19.0, None, None,405.0, 49.0,2018-11-13 08:00:00, None,46
None, None, None, None, None, -2.6, 20.0, None, None,405.0, 49.0,2018-11-13 09:00:00, None,46
