WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None, 74.76,2017-05-28 00:00:00, 9.7,22
None, None, None, 80.8,2017-05-28 01:00:00, 8.27,22
None, None, None, 85.5,2017-05-28 02:00:00, 7.181,22
None, None, None, 89.0,2017-05-28 03:00:00, 5.993,22
None, None, None, 90.8,2017-05-28 04:00:00, 5.171,22
None, None, None, 90.2,2017-05-28 05:00:00, 4.799,22
None, None, None, 84.1,2017-05-28 06:00:00, 6.2,22
None, None, None, 71.97,2017-05-28 07:00:00, 8.96,22
None, None, None, 55.02,2017-05-28 08:00:00, 13.15,22
None, None, None, 40.55,2017-05-28 09:00:00, 16.56,22
None, None, None, 28.23,2017-05-28 10:00:00, 20.12,22
None, None, None, 23.43,2017-05-28 11:00:00, 22.82,22
None, None, None, 19.61,2017-05-28 12:00:00, 24.74,22
None, None, None, 16.37,2017-05-28 13:00:00, 26.13,22
None, None, None, 16.71,2017-05-28 14:00:00, 26.81,22
None, None, None, 16.86,2017-05-28 15:00:00, 27.25,22
None, None, None, 16.68,2017-05-28 16:00:00, 27.53,22
None, None, None, 16.58,2017-05-28 17:00:00, 28.02,22
None, None, None, 17.48,2017-05-28 18:00:00, 27.57,22
None, None, None, 23.45,2017-05-28 19:00:00, 25.53,22
None, None, None, 22.32,2017-05-28 20:00:00, 24.1,22
None, None, None, 26.47,2017-05-28 21:00:00, 22.14,22
None, None, None, 27.97,2017-05-28 22:00:00, 21.19,22
None, None, None, 36.42,2017-05-28 23:00:00, 18.46,22
None, None, None, 51.04,2017-05-29 00:00:00, 14.6,22
None, None, None, 61.25,2017-05-29 01:00:00, 12.2,22
None, None, None, 70.45,2017-05-29 02:00:00, 10.39,22
None, None, None, 79.69,2017-05-29 03:00:00, 8.68,22
None, None, None, 86.0,2017-05-29 04:00:00, 7.644,22
None, None, None, 89.1,2017-05-29 05:00:00, 6.6,22
None, None, None, 83.9,2017-05-29 06:00:00, 7.469,22
None, None, None, 70.72,2017-05-29 07:00:00, 10.71,22
None, None, None, 53.05,2017-05-29 08:00:00, 15.2,22
None, None, None, 39.69,2017-05-29 09:00:00, 18.65,22
None, None, None, 34.18,2017-05-29 10:00:00, 21.01,22
None, None, None, 28.85,2017-05-29 11:00:00, 22.4,22
None, None, None, 26.42,2017-05-29 12:00:00, 23.17,22
None, None, None, 24.93,2017-05-29 13:00:00, 24.23,22
None, None, None, 24.4,2017-05-29 14:00:00, 24.45,22
None, None, None, 23.33,2017-05-29 15:00:00, 25.32,22
None, None, None, 21.5,2017-05-29 16:00:00, 25.8,22
None, None, None, 20.22,2017-05-29 17:00:00, 26.41,22
None, None, None, 20.96,2017-05-29 18:00:00, 25.5,22
None, None, None, 24.16,2017-05-29 19:00:00, 24.24,22
None, None, None, 33.17,2017-05-29 20:00:00, 22.01,22
None, None, None, 43.88,2017-05-29 21:00:00, 19.29,22
None, None, None, 52.91,2017-05-29 22:00:00, 17.52,22
None, None, None, 62.75,2017-05-29 23:00:00, 15.07,22
None, None, None, 74.02,2017-05-30 00:00:00, 12.72,22
None, None, None, 80.1,2017-05-30 01:00:00, 11.32,22
None, None, None, 87.2,2017-05-30 02:00:00, 9.42,22
None, None, None, 90.4,2017-05-30 03:00:00, 8.81,22
None, None, None, 93.2,2017-05-30 04:00:00, 7.668,22
None, None, None, 93.7,2017-05-30 05:00:00, 7.069,22
None, None, None, 91.8,2017-05-30 06:00:00, 8.06,22
None, None, None, 82.1,2017-05-30 07:00:00, 10.19,22
None, None, None, 72.48,2017-05-30 08:00:00, 12.47,22
None, None, None, 75.52,2017-05-30 09:00:00, 13.8,22
None, None, None, 59.43,2017-05-30 10:00:00, 16.86,22
None, None, None, 46.55,2017-05-30 11:00:00, 20.06,22
None, None, None, 34.75,2017-05-30 12:00:00, 22.73,22
None, None, None, 30.99,2017-05-30 13:00:00, 23.76,22
None, None, None, 30.94,2017-05-30 14:00:00, 23.59,22
None, None, None, 38.14,2017-05-30 15:00:00, 21.46,22
None, None, None, 43.03,2017-05-30 16:00:00, 20.32,22
None, None, None, 49.32,2017-05-30 17:00:00, 19.43,22
None, None, None, 62.72,2017-05-30 18:00:00, 17.46,22
None, None, None, 80.3,2017-05-30 19:00:00, 14.29,22
None, None, None, 86.3,2017-05-30 20:00:00, 12.68,22
None, None, None, 89.9,2017-05-30 21:00:00, 11.74,22
None, None, None, 93.1,2017-05-30 22:00:00, 11.08,22
None, None, None, 95.2,2017-05-30 23:00:00, 10.73,22
None, None, None, 95.2,2017-05-31 00:00:00, 10.34,22
None, None, None, 95.4,2017-05-31 01:00:00, 10.17,22
None, None, None, 95.8,2017-05-31 02:00:00, 10.0,22
None, None, None, 96.3,2017-05-31 03:00:00, 9.43,22
None, None, None, 96.8,2017-05-31 04:00:00, 8.56,22
None, None, None, 97.1,2017-05-31 05:00:00, 8.07,22
None, None, None, 97.3,2017-05-31 06:00:00, 8.34,22
None, None, None, 97.4,2017-05-31 07:00:00, 8.47,22
None, None, None, 87.7,2017-05-31 08:00:00, 10.74,22
None, None, None, 68.47,2017-05-31 09:00:00, 13.62,22
None, None, None, 60.4,2017-05-31 10:00:00, 15.33,22
None, None, None, 50.48,2017-05-31 11:00:00, 16.42,22
None, None, None, 52.12,2017-05-31 12:00:00, 16.88,22
None, None, None, 55.2,2017-05-31 13:00:00, 16.56,22
None, None, None, 47.06,2017-05-31 14:00:00, 17.95,22
None, None, None, 54.98,2017-05-31 15:00:00, 16.52,22
None, None, None, 61.96,2017-05-31 16:00:00, 15.54,22
None, None, None, 59.06,2017-05-31 17:00:00, 16.32,22
None, None, None, 78.09,2017-05-31 18:00:00, 14.16,22
None, None, None, 74.63,2017-05-31 19:00:00, 13.92,22
None, None, None, 72.6,2017-05-31 20:00:00, 14.05,22
None, None, None, 85.6,2017-05-31 21:00:00, 12.35,22
None, None, None, 92.1,2017-05-31 22:00:00, 11.21,22
None, None, None, 93.0,2017-05-31 23:00:00, 10.72,22
None, None, None, 93.5,2017-06-01 00:00:00, 10.76,22
None, None, None, 94.9,2017-06-01 01:00:00, 9.95,22
None, None, None, 95.6,2017-06-01 02:00:00, 8.89,22
None, None, None, 95.9,2017-06-01 03:00:00, 8.96,22
None, None, None, 96.0,2017-06-01 04:00:00, 8.92,22
None, None, None, 96.8,2017-06-01 05:00:00, 9.06,22
None, None, None, 97.2,2017-06-01 06:00:00, 8.98,22
None, None, None, 97.4,2017-06-01 07:00:00, 9.17,22
None, None, None, 97.5,2017-06-01 08:00:00, 9.48,22
None, None, None, 90.2,2017-06-01 09:00:00, 10.77,22
None, None, None, 68.75,2017-06-01 10:00:00, 13.45,22
None, None, None, 60.3,2017-06-01 11:00:00, 14.14,22
None, None, None, 52.82,2017-06-01 12:00:00, 14.99,22
None, None, None, 46.19,2017-06-01 13:00:00, 15.64,22
None, None, None, 40.58,2017-06-01 14:00:00, 16.38,22
None, None, None, 37.93,2017-06-01 15:00:00, 17.06,22
None, None, None, 35.54,2017-06-01 16:00:00, 17.4,22
None, None, None, 34.66,2017-06-01 17:00:00, 17.11,22
None, None, None, 36.03,2017-06-01 18:00:00, 15.96,22
None, None, None, 38.21,2017-06-01 19:00:00, 15.02,22
None, None, None, 41.47,2017-06-01 20:00:00, 14.15,22
None, None, None, 43.42,2017-06-01 21:00:00, 13.36,22
None, None, None, 46.26,2017-06-01 22:00:00, 12.65,22
None, None, None, 57.46,2017-06-01 23:00:00, 11.17,22
None, None, None, 69.99,2017-06-02 00:00:00, 9.68,22
None, None, None, 78.47,2017-06-02 01:00:00, 8.21,22
None, None, None, 81.9,2017-06-02 02:00:00, 7.178,22
None, None, None, 84.7,2017-06-02 03:00:00, 6.752,22
None, None, None, 84.8,2017-06-02 04:00:00, 6.789,22
None, None, None, 89.9,2017-06-02 05:00:00, 6.705,22
None, None, None, 92.6,2017-06-02 06:00:00, 7.08,22
None, None, None, 91.0,2017-06-02 07:00:00, 7.909,22
None, None, None, 82.2,2017-06-02 08:00:00, 8.83,22
None, None, None, 77.04,2017-06-02 09:00:00, 10.53,22
None, None, None, 59.96,2017-06-02 10:00:00, 12.88,22
None, None, None, 48.63,2017-06-02 11:00:00, 14.38,22
None, None, None, 44.77,2017-06-02 12:00:00, 15.01,22
None, None, None, 43.4,2017-06-02 13:00:00, 14.91,22
None, None, None, 37.06,2017-06-02 14:00:00, 15.93,22
None, None, None, 33.46,2017-06-02 15:00:00, 16.94,22
None, None, None, 30.21,2017-06-02 16:00:00, 17.0,22
None, None, None, 36.28,2017-06-02 17:00:00, 15.66,22
None, None, None, 39.15,2017-06-02 18:00:00, 15.05,22
None, None, None, 39.78,2017-06-02 19:00:00, 15.37,22
None, None, None, 44.95,2017-06-02 20:00:00, 13.86,22
None, None, None, 50.3,2017-06-02 21:00:00, 12.63,22
None, None, None, 53.76,2017-06-02 22:00:00, 11.43,22
None, None, None, 59.99,2017-06-02 23:00:00, 10.27,22
None, None, None, 67.56,2017-06-03 00:00:00, 9.4,22
None, None, None, 71.35,2017-06-03 01:00:00, 8.87,22
None, None, None, 60.34,2017-06-03 02:00:00, 9.47,22
None, None, None, 77.84,2017-06-03 03:00:00, 7.584,22
None, None, None, 89.3,2017-06-03 04:00:00, 6.441,22
None, None, None, 92.5,2017-06-03 05:00:00, 5.491,22
None, None, None, 82.6,2017-06-03 06:00:00, 6.611,22
None, None, None, 72.03,2017-06-03 07:00:00, 6.709,22
None, None, None, 86.3,2017-06-03 08:00:00, 4.251,22
None, None, None, 90.7,2017-06-03 09:00:00, 3.734,22
None, None, None, 86.4,2017-06-03 10:00:00, 4.89,22
None, None, None, 69.83,2017-06-03 11:00:00, 8.3,22
None, None, None, 57.01,2017-06-03 12:00:00, 9.83,22
None, None, None, 43.9,2017-06-03 13:00:00, 11.28,22
None, None, None, 34.51,2017-06-03 14:00:00, 12.2,22
None, None, None, 31.49,2017-06-03 15:00:00, 12.57,22
None, None, None, 30.97,2017-06-03 16:00:00, 12.57,22
None, None, None, 30.24,2017-06-03 17:00:00, 12.66,22
None, None, None, 29.07,2017-06-03 18:00:00, 12.64,22
None, None, None, 29.63,2017-06-03 19:00:00, 12.11,22
None, None, None, 32.64,2017-06-03 20:00:00, 11.37,22
None, None, None, 42.71,2017-06-03 21:00:00, 9.43,22
None, None, None, 62.63,2017-06-03 22:00:00, 6.427,22
None, None, None, 73.86,2017-06-03 23:00:00, 4.705,22
