pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, -3.142, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -3.1, -3.6, 0.0, None, None, -6999.0, -2.2, None, None, -6999.0, None,2021-03-12 00:00:00, -6999.0, None, -6999.0, -6999.0,11
None, -4.046, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -4.0, -4.2, -0.1, None, None, -6999.0, -2.2, None, None, -6999.0, None,2021-03-12 01:00:00, -6999.0, None, -6999.0, -6999.0,11
None, -3.674, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -3.7, -4.2, 0.2, None, None, -6999.0, -2.2, None, None, -6999.0, None,2021-03-12 02:00:00, -6999.0, None, -6999.0, -6999.0,11
None, -3.037, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -3.0, -4.2, -0.2, None, None, -6999.0, -2.2, None, None, -6999.0, None,2021-03-12 03:00:00, -6999.0, None, -6999.0, -6999.0,11
None, -2.458, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -2.5, -4.2, 0.0, None, None, -6999.0, -2.2, None, None, -6999.0, None,2021-03-12 04:00:00, -6999.0, None, -6999.0, -6999.0,11
None, -3.436, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -3.4, -4.2, 0.0, None, None, -6999.0, -2.2, None, None, -6999.0, None,2021-03-12 05:00:00, -6999.0, None, -6999.0, -6999.0,11
None, -2.619, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -2.6, -4.2, -0.4, None, None, -6999.0, -2.2, None, None, -6999.0, None,2021-03-12 06:00:00, -6999.0, None, -6999.0, -6999.0,11
None, -2.013, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -2.0, -2.7, 0.0, None, None, -6999.0, -1.9, None, None, -6999.0, None,2021-03-12 07:00:00, -6999.0, None, -6999.0, -6999.0,11
None, -1.088, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -1.1, -2.7, 0.2, None, None, -6999.0, -1.1, None, None, -6999.0, None,2021-03-12 08:00:00, -6999.0, None, -6999.0, -6999.0,11
None, -0.249, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -0.2, -2.7, -0.1, None, None, -6999.0, -0.2, None, None, -6999.0, None,2021-03-12 09:00:00, -6999.0, None, -6999.0, -6999.0,11
