air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None,6999.0,-7999.0,11.2,0.0,2021-11-26 00:00:00,940.0,48
None,6999.0,-7999.0,11.2,0.0,2021-11-26 01:00:00,1010.0,48
None,6999.0,-7999.0,11.2,0.0,2021-11-26 02:00:00,940.0,48
None,6999.0,-7999.0,11.2,0.0,2021-11-26 03:00:00,940.0,48
None,6999.0,-7999.0,11.2,0.0,2021-11-26 04:00:00,988.0,48
None,6999.0,-7999.0,11.2,0.0,2021-11-26 05:00:00,940.0,48
None,6999.0,-7999.0,11.2,0.0,2021-11-26 06:00:00,940.0,48
None,6999.0,-7999.0,11.5,0.0,2021-11-26 07:00:00,1010.0,48
None,6999.0,-7999.0,11.5,0.0,2021-11-26 08:00:00,940.0,48
None,6999.0,-7999.0,11.5,0.0,2021-11-26 09:00:00,940.0,48
None,6999.0,-7999.0,11.5,0.0,2021-11-26 10:00:00,1010.0,48
None,6999.0,-7999.0,11.5,0.0,2021-11-26 11:00:00,1051.0,48
8.8,7.9,-7999.0,11.5,100.0,2021-11-26 12:00:00,9.0,48
9.8,-575.1,-7999.0,11.5,84.0,2021-11-26 13:00:00,7.0,48
9.5,-575.1,-7999.0,11.5,76.0,2021-11-26 14:00:00,5.0,48
9.1,-575.1,-7999.0,11.5,75.0,2021-11-26 15:00:00,5.0,48
8.5,-575.1,-7999.0,11.5,88.0,2021-11-26 16:00:00,7.0,48
7.7,-575.1,-7999.0,11.5,100.0,2021-11-26 17:00:00,7.0,48
None,6999.0,-7999.0,11.5,0.0,2021-11-26 18:00:00,940.0,48
None,6999.0,-7999.0,11.9,0.0,2021-11-26 19:00:00,940.0,48
8.0,-1744.0,-7999.0,11.9,100.0,2021-11-26 20:00:00,8.0,48
7.8,-1744.0,-7999.0,11.9,94.0,2021-11-26 21:00:00,7.0,48
7.3,-1744.0,-7999.0,11.9,100.0,2021-11-26 22:00:00,7.0,48
None,6999.0,-7999.0,11.9,0.0,2021-11-26 23:00:00,1071.0,48
7.2,-577.1,-7999.0,11.9,86.0,2021-11-27 00:00:00,5.0,48
8.1,-577.1,-7999.0,11.9,81.0,2021-11-27 01:00:00,5.0,48
7.3,-577.1,-7999.0,11.9,100.0,2021-11-27 02:00:00,7.0,48
7.5,-577.1,-7999.0,11.9,78.0,2021-11-27 03:00:00,4.0,48
7.3,-577.1,-7999.0,11.9,83.0,2021-11-27 04:00:00,4.0,48
7.4,-577.1,-7999.0,11.9,82.0,2021-11-27 05:00:00,5.0,48
7.5,-577.1,-7999.0,11.9,83.0,2021-11-27 06:00:00,5.0,48
7.0,6.7,-7999.0,7.7,100.0,2021-11-27 07:00:00,7.0,48
None,6999.0,-7999.0,7.9,0.0,2021-11-27 08:00:00,1010.0,48
8.2,-4664.0,-7999.0,8.2,100.0,2021-11-27 09:00:00,8.0,48
None,6999.0,-7999.0,8.3,0.0,2021-11-27 10:00:00,940.0,48
None,6999.0,-7999.0,8.9,0.0,2021-11-27 11:00:00,940.0,48
None,6999.0,-7999.0,8.9,0.0,2021-11-27 12:00:00,940.0,48
None,6999.0,-7999.0,8.9,0.0,2021-11-27 13:00:00,940.0,48
None,6999.0,-7999.0,8.9,0.0,2021-11-27 14:00:00,988.0,48
8.9,-574.5,-7999.0,9.7,100.0,2021-11-27 15:00:00,9.0,48
None,6999.0,-7999.0,9.7,0.0,2021-11-27 16:00:00,940.0,48
None,6999.0,-7999.0,9.8,0.0,2021-11-27 17:00:00,1010.0,48
None,6999.0,-7999.0,9.8,0.0,2021-11-27 18:00:00,940.0,48
None,6999.0,-7999.0,12.0,0.0,2021-11-27 19:00:00,940.0,48
None,6999.0,-7999.0,12.0,0.0,2021-11-27 20:00:00,988.0,48
None,6999.0,-7999.0,12.0,0.0,2021-11-27 21:00:00,1010.0,48
None,6999.0,-7999.0,12.0,0.0,2021-11-27 22:00:00,1010.0,48
None,6999.0,-7999.0,12.0,0.0,2021-11-27 23:00:00,940.0,48
None,6999.0,-7999.0,12.0,0.0,2021-11-28 00:00:00,940.0,48
None,6999.0,-7999.0,12.0,0.0,2021-11-28 01:00:00,940.0,48
None,6999.0,-7999.0,12.0,0.0,2021-11-28 02:00:00,940.0,48
None,6999.0,-7999.0,12.0,0.0,2021-11-28 03:00:00,1031.0,48
None,6999.0,-7999.0,12.0,0.0,2021-11-28 04:00:00,1031.0,48
None,6999.0,-7999.0,12.0,0.0,2021-11-28 05:00:00,1010.0,48
None,6999.0,-7999.0,12.0,0.0,2021-11-28 06:00:00,1108.0,48
None,6999.0,-7999.0,12.8,0.0,2021-11-28 07:00:00,940.0,48
None,6999.0,-7999.0,12.8,0.0,2021-11-28 08:00:00,940.0,48
None,6999.0,-7999.0,12.8,0.0,2021-11-28 09:00:00,940.0,48
None,6999.0,-7999.0,12.8,0.0,2021-11-28 10:00:00,940.0,48
None,6999.0,-7999.0,12.8,0.0,2021-11-28 11:00:00,1031.0,48
None,6999.0,-7999.0,12.8,0.0,2021-11-28 12:00:00,1031.0,48
None,6999.0,-7999.0,12.8,0.0,2021-11-28 13:00:00,1031.0,48
None,6999.0,-7999.0,12.8,0.0,2021-11-28 14:00:00,988.0,48
None,6999.0,-7999.0,12.8,0.0,2021-11-28 15:00:00,940.0,48
None,6999.0,-7999.0,12.8,0.0,2021-11-28 16:00:00,940.0,48
None,6999.0,-7999.0,12.8,0.0,2021-11-28 17:00:00,940.0,48
None,6999.0,-7999.0,12.8,0.0,2021-11-28 18:00:00,940.0,48
None,6999.0,-7999.0,13.4,0.0,2021-11-28 19:00:00,1031.0,48
None,6999.0,-7999.0,13.4,0.0,2021-11-28 20:00:00,1010.0,48
None,6999.0,-7999.0,13.4,0.0,2021-11-28 21:00:00,1089.0,48
10.8,10.5,-7999.0,13.4,100.0,2021-11-28 22:00:00,11.0,48
10.7,10.5,-7999.0,13.4,100.0,2021-11-28 23:00:00,11.0,48
None,6999.0,-7999.0,13.4,0.0,2021-11-29 00:00:00,1010.0,48
None,6999.0,-7999.0,13.4,0.0,2021-11-29 01:00:00,1010.0,48
None,6999.0,-7999.0,13.4,0.0,2021-11-29 02:00:00,1089.0,48
None,6999.0,-7999.0,13.4,0.0,2021-11-29 03:00:00,940.0,48
11.1,-2910.0,-7999.0,13.4,100.0,2021-11-29 04:00:00,11.0,48
None,6999.0,-7999.0,13.4,0.0,2021-11-29 05:00:00,1010.0,48
None,6999.0,-7999.0,13.4,0.0,2021-11-29 06:00:00,940.0,48
None,6999.0,-7999.0,14.2,0.0,2021-11-29 07:00:00,940.0,48
None,6999.0,-7999.0,14.2,0.0,2021-11-29 08:00:00,940.0,48
None,6999.0,-7999.0,14.2,0.0,2021-11-29 09:00:00,940.0,48
None,6999.0,-7999.0,14.2,0.0,2021-11-29 10:00:00,1031.0,48
None,6999.0,-7999.0,14.2,0.0,2021-11-29 11:00:00,1010.0,48
None,6999.0,-7999.0,14.2,0.0,2021-11-29 12:00:00,1108.0,48
None,6999.0,-7999.0,14.2,0.0,2021-11-29 13:00:00,940.0,48
10.9,-4081.0,-7999.0,14.2,100.0,2021-11-29 14:00:00,11.0,48
11.1,-1742.0,-7999.0,14.2,100.0,2021-11-29 15:00:00,11.0,48
10.8,-1742.0,-7999.0,14.2,100.0,2021-11-29 16:00:00,11.0,48
None,6999.0,-7999.0,14.2,0.0,2021-11-29 17:00:00,1010.0,48
11.2,-2326.0,-7999.0,14.2,100.0,2021-11-29 18:00:00,11.0,48
11.8,11.0,-7999.0,11.9,98.0,2021-11-29 19:00:00,12.0,48
