CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
-1.515, 97.6, -1.5, None, 23.17, 0.0, 296.3, -2.0, None, -1.5, -1.9, 1058.4, None, -2.0, 928.0, None, 98.0,2021-11-26 00:00:00, 928.0,48
-1.566, 97.7, -1.5, None, 15.01, 0.0, 294.4, -2.0, None, -1.6, -1.9, 1058.4, None, -2.0, 928.0, None, 98.0,2021-11-26 01:00:00, 928.0,48
-1.541, 97.7, -1.5, None, 13.43, 0.0, 297.5, -2.0, None, -1.5, -1.9, 1058.4, None, -2.0, 928.0, None, 98.0,2021-11-26 02:00:00, 928.0,48
-1.544, 97.8, -1.5, None, 21.96, 0.0, 296.0, -2.0, None, -1.5, -1.9, 1058.3, None, -2.0, 928.0, None, 98.0,2021-11-26 03:00:00, 928.0,48
-1.469, 97.7, -1.4, None, 23.86, 0.0, 304.3, -2.0, None, -1.5, -1.9, 1058.4, None, -2.0, 928.0, None, 98.0,2021-11-26 04:00:00, 928.0,48
-1.277, 97.8, -1.3, None, 8.14, 0.0, 299.2, -2.0, None, -1.3, -1.9, 1057.2, None, -2.0, 927.0, None, 98.0,2021-11-26 05:00:00, 927.0,48
-1.231, 97.8, -1.2, None, 11.57, 0.0, 302.2, -2.0, None, -1.2, -1.9, 1057.2, None, -2.0, 927.0, None, 98.0,2021-11-26 06:00:00, 927.0,48
-1.09, 97.8, -1.1, None, 37.59, 0.0, 301.0, -1.0, None, -1.1, -1.2, 1057.2, None, -1.0, 927.0, None, 98.0,2021-11-26 07:00:00, 927.0,48
-1.153, 97.9, -1.1, None, 52.56, 0.0, 296.9, -1.0, None, -1.2, -1.2, 1057.2, None, -1.0, 927.0, None, 98.0,2021-11-26 08:00:00, 927.0,48
-0.47, 97.8, -0.5, None, 73.41, 0.0, 223.9, -1.0, None, -0.5, -1.2, 1058.2, None, -1.0, 928.0, None, 98.0,2021-11-26 09:00:00, 928.0,48
0.078, 97.5, 0.1, None, 60.84, 0.0, 168.2, 0.0, None, 0.1, -1.2, 1057.0, None, 0.0, 927.0, None, 98.0,2021-11-26 10:00:00, 927.0,48
0.643, 97.1, 0.8, None, 60.59, 0.0, 155.3, 0.0, None, 0.6, -1.2, 1056.9, None, 0.0, 927.0, None, 97.0,2021-11-26 11:00:00, 927.0,48
0.563, 97.0, 0.8, None, 58.17, 0.0, 178.1, 0.0, None, 0.6, -1.2, 1058.0, None, 0.0, 928.0, None, 97.0,2021-11-26 12:00:00, 928.0,48
0.724, 97.4, 0.8, None, 63.62, 0.0, 149.9, 0.0, None, 0.7, -1.2, 1058.0, None, 0.0, 928.0, None, 97.0,2021-11-26 13:00:00, 928.0,48
0.582, 97.4, 0.8, None, 77.42, 0.103, 332.4, 0.0, None, 0.6, -1.2, 1058.0, None, 0.0, 928.0, None, 97.0,2021-11-26 14:00:00, 928.0,48
0.397, 97.9, 0.8, None, 74.48, 0.0, 26.74, 0.0, None, 0.4, -1.2, 1059.2, None, 0.0, 929.0, None, 98.0,2021-11-26 15:00:00, 929.0,48
0.084, 98.3, 0.8, None, 73.35, 0.0, 321.3, 0.0, None, 0.1, -1.2, 1060.4, None, 0.0, 930.0, None, 98.0,2021-11-26 16:00:00, 930.0,48
0.375, 98.5, 0.8, None, 56.58, 0.0, 293.5, 0.0, None, 0.4, -1.2, 1061.4, None, 0.0, 931.0, None, 99.0,2021-11-26 17:00:00, 931.0,48
0.23, 98.6, 0.8, None, 48.0, 0.0, 292.5, 0.0, None, 0.2, -1.2, 1060.3, None, 0.0, 930.0, None, 99.0,2021-11-26 18:00:00, 930.0,48
0.108, 98.9, 0.3, None, 73.66, 0.069, 14.76, 0.0, None, 0.1, 0.1, 1061.4, None, 0.0, 931.0, None, 99.0,2021-11-26 19:00:00, 931.0,48
-0.612, 99.2, 0.3, None, 32.41, 0.0, 288.3, -1.0, None, -0.6, -0.6, 1061.6, None, -1.0, 931.0, None, 99.0,2021-11-26 20:00:00, 931.0,48
-1.136, 99.1, 0.3, None, 40.55, 0.0, 298.7, -1.0, None, -1.1, -1.1, 1061.5, None, -1.0, 931.0, None, 99.0,2021-11-26 21:00:00, 931.0,48
-1.113, 99.1, 0.3, None, 54.17, 0.0, 315.2, -1.0, None, -1.1, -1.3, 1062.6, None, -1.0, 932.0, None, 99.0,2021-11-26 22:00:00, 932.0,48
-0.924, 99.1, 0.3, None, 18.92, 0.0, 306.9, -1.0, None, -0.9, -1.3, 1063.6, None, -1.0, 933.0, None, 99.0,2021-11-26 23:00:00, 933.0,48
-1.15, 99.0, 0.3, None, 30.57, 0.0, 296.4, -1.0, None, -1.2, -1.3, 1063.7, None, -1.0, 933.0, None, 99.0,2021-11-27 00:00:00, 933.0,48
-1.671, 99.0, 0.3, None, 50.87, 0.0, 320.9, -2.0, None, -1.7, -1.7, 1063.7, None, -2.0, 933.0, None, 99.0,2021-11-27 01:00:00, 933.0,48
-1.769, 98.8, 0.3, None, 9.84, 0.0, 306.3, -2.0, None, -1.8, -1.8, 1063.8, None, -2.0, 933.0, None, 99.0,2021-11-27 02:00:00, 933.0,48
-2.024, 98.9, 0.3, None, 27.67, 0.0, 292.4, -2.0, None, -2.0, -2.1, 1063.8, None, -2.0, 933.0, None, 99.0,2021-11-27 03:00:00, 933.0,48
-2.098, 98.8, 0.3, None, 21.76, 0.0, 296.9, -2.0, None, -2.1, -2.1, 1063.9, None, -2.0, 933.0, None, 99.0,2021-11-27 04:00:00, 933.0,48
-2.29, 98.5, 0.3, None, 23.55, 0.0, 295.4, -2.0, None, -2.3, -2.3, 1063.9, None, -2.0, 933.0, None, 99.0,2021-11-27 05:00:00, 933.0,48
-2.828, 98.4, 0.3, None, 42.88, 0.0, 302.4, -3.0, None, -2.8, -2.8, 1064.0, None, -3.0, 933.0, None, 98.0,2021-11-27 06:00:00, 933.0,48
-3.208, 98.3, -2.8, None, 16.52, 0.0, 299.9, -3.0, None, -3.2, -3.2, 1064.1, None, -3.0, 933.0, None, 98.0,2021-11-27 07:00:00, 933.0,48
-2.645, 98.3, -2.7, None, 29.99, 0.0, 308.1, -3.0, None, -2.6, -3.2, 1064.1, None, -3.0, 933.0, None, 98.0,2021-11-27 08:00:00, 933.0,48
-2.218, 97.5, -2.1, None, 40.21, 0.0, 293.8, -3.0, None, -2.2, -3.2, 1064.1, None, -3.0, 933.0, None, 98.0,2021-11-27 09:00:00, 933.0,48
-1.499, 96.8, -1.5, None, 23.64, 0.0, 289.4, -2.0, None, -1.5, -3.2, 1064.0, None, -2.0, 933.0, None, 97.0,2021-11-27 10:00:00, 933.0,48
-0.907, 96.2, -0.9, None, 46.09, 0.0, 302.3, -1.0, None, -0.9, -3.2, 1062.7, None, -1.0, 932.0, None, 96.0,2021-11-27 11:00:00, 932.0,48
-0.414, 96.2, -0.4, None, 36.06, 0.0, 90.2, -1.0, None, -0.4, -3.2, 1062.7, None, -1.0, 932.0, None, 96.0,2021-11-27 12:00:00, 932.0,48
-0.377, 95.6, -0.3, None, 66.91, 0.0, 263.1, -1.0, None, -0.4, -3.2, 1061.6, None, -1.0, 931.0, None, 96.0,2021-11-27 13:00:00, 931.0,48
-0.638, 95.8, -0.3, None, 26.43, 0.0, 233.3, -1.0, None, -0.6, -3.2, 1060.5, None, -1.0, 930.0, None, 96.0,2021-11-27 14:00:00, 930.0,48
