station_observations
time, tasmin, tasmax, pcp
2012-01-01 00:00:00, -13.3, 2.4, 11.5
2012-01-02 00:00:00, -1.4, 0.7, 21.1
2012-01-03 00:00:00, -2.1, 0.2, 21.7
2012-01-04 00:00:00, 0.2, 1.9, 38.6
2012-01-05 00:00:00, -3.0, 0.2, 13.9
2012-01-06 00:00:00, -6.2, -0.9, 13.9
2012-01-07 00:00:00, -4.5, 1.0, 13.9
2012-01-08 00:00:00, -0.6, 0.7, 13.9
2012-01-09 00:00:00, -9.6, 1.0, 13.9
2012-01-10 00:00:00, -14.7, -8.6, 13.9
2012-01-11 00:00:00, -13.8, -2.9, 13.9
2012-01-12 00:00:00, -4.6, -1.4, 13.9
2012-01-13 00:00:00, -6.0, -5.2, 13.9
2012-01-14 00:00:00, -13.6, -3.7, 6.4
2012-01-15 00:00:00, -19.9, -8.7, 0.0
2012-01-16 00:00:00, -29.9, -19.4, 5.5
2012-01-17 00:00:00, -33.5, -28.6, 3.1
2012-01-18 00:00:00, -34.4, -20.9, 0.0
2012-01-19 00:00:00, -34.6, -19.7, 3.4
2012-01-20 00:00:00, -25.9, -20.5, 10.2
2012-01-21 00:00:00, -22.6, -4.6, 3.0
2012-01-22 00:00:00, -15.0, -4.3, 13.8
2012-01-23 00:00:00, -8.0, -4.1, 0.0
2012-01-24 00:00:00, -5.4, 0.1, 27.9
2012-01-25 00:00:00, -11.1, -0.8, 2.1
2012-01-26 00:00:00, -12.1, -7.9, 10.3
2012-01-27 00:00:00, -9.4, -4.2, 11.2
2012-01-28 00:00:00, -5.6, -0.1, 19.0
2012-01-29 00:00:00, -2.1, 2.5, 9.8
2012-01-30 00:00:00, -3.9, -0.8, 0.0
2012-01-31 00:00:00, -6.2, 1.3, 0.0
2012-02-01 00:00:00, -8.8, 0.2, 0.0
2012-02-02 00:00:00, -3.7, 2.0, 4.2
2012-02-03 00:00:00, -0.6, 2.7, 12.0
2012-02-04 00:00:00, -2.7, 7.7, 7.1
2012-02-05 00:00:00, -8.8, -1.5, 1.3
2012-02-06 00:00:00, -9.7, -3.2, 2.7
2012-02-07 00:00:00, -11.0, -0.4, 7.0
2012-02-08 00:00:00, -10.8, -2.4, 0.0
2012-02-09 00:00:00, -7.5, -1.9, 1.9
2012-02-10 00:00:00, -4.4, -0.2, 5.7
2012-02-11 00:00:00, -3.9, 3.5, 4.3
2012-02-12 00:00:00, -6.1, 1.6, 4.1
2012-02-13 00:00:00, -10.9, 3.2, 0.0
2012-02-14 00:00:00, -12.3, 4.1, 1.3
2012-02-15 00:00:00, -6.4, 0.6, 0.0
2012-02-16 00:00:00, -7.0, 3.4, 5.3
2012-02-17 00:00:00, -8.2, -3.8, 13.3
2012-02-18 00:00:00, -8.6, -0.3, 0.0
2012-02-19 00:00:00, -7.4, -2.1, 0.3
2012-02-20 00:00:00, -7.1, -0.9, 9.3
2012-02-21 00:00:00, -4.3, 1.4, 0.7
2012-02-22 00:00:00, -5.7, 1.5, 0.0
2012-02-23 00:00:00, -8.9, -1.0, 0.6
2012-02-24 00:00:00, -8.8, -2.3, 34.0
2012-02-25 00:00:00, -10.6, -4.5, 0.0
2012-02-26 00:00:00, -16.4, -1.3, 0.0
2012-02-27 00:00:00, -13.7, -4.7, 19.0
2012-02-28 00:00:00, -9.7, -3.4, 11.9
2012-02-29 00:00:00, -11.4, -4.7, 0.0
2012-03-01 00:00:00, -10.5, 0.2, 0.0
2012-03-02 00:00:00, -6.5, 0.4, 7.8
