ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
1.4,0.0,-9.0,1.4,2019-01-22,31.0,3.5,4
0.0,0.0,-5.0,0.0,2019-01-23,33.0,1.0,4
0.0,0.0,-10.5,0.0,2019-01-24,32.0,-4.0,4
0.0,0.0,-10.5,0.0,2019-01-25,32.0,0.0,4
0.0,0.0,-4.0,0.0,2019-01-26,32.0,10.0,4
0.0,0.0,0.0,0.0,2019-01-27,28.0,6.5,4
0.0,0.0,-12.0,0.0,2019-01-28,27.0,0.0,4
