WDIR_VECT,time,week_of_year
138.6,2022-12-03 00:00:00,49
209.0,2022-12-03 01:00:00,49
198.9,2022-12-03 02:00:00,49
204.9,2022-12-03 03:00:00,49
181.3,2022-12-03 04:00:00,49
227.3,2022-12-03 05:00:00,49
209.1,2022-12-03 06:00:00,49
215.8,2022-12-03 07:00:00,49
209.3,2022-12-03 08:00:00,49
210.6,2022-12-03 09:00:00,49
243.2,2022-12-03 10:00:00,49
148.9,2022-12-03 11:00:00,49
217.9,2022-12-03 12:00:00,49
316.2,2022-12-03 13:00:00,49
298.2,2022-12-03 14:00:00,49
308.4,2022-12-03 15:00:00,49
290.2,2022-12-03 16:00:00,49
321.0,2022-12-03 17:00:00,49
303.1,2022-12-03 18:00:00,49
325.7,2022-12-03 19:00:00,49
322.0,2022-12-03 20:00:00,49
326.2,2022-12-03 21:00:00,49
310.4,2022-12-03 22:00:00,49
291.4,2022-12-03 23:00:00,49
273.1,2022-12-04 00:00:00,49
230.4,2022-12-04 01:00:00,49
218.0,2022-12-04 02:00:00,49
242.3,2022-12-04 03:00:00,49
257.4,2022-12-04 04:00:00,49
263.0,2022-12-04 05:00:00,49
288.6,2022-12-04 06:00:00,49
301.5,2022-12-04 07:00:00,49
286.3,2022-12-04 08:00:00,49
267.6,2022-12-04 09:00:00,49
223.1,2022-12-04 10:00:00,49
217.2,2022-12-04 11:00:00,49
251.0,2022-12-04 12:00:00,49
350.0,2022-12-04 13:00:00,49
349.5,2022-12-04 14:00:00,49
262.6,2022-12-04 15:00:00,49
196.2,2022-12-04 16:00:00,49
182.8,2022-12-04 17:00:00,49
144.5,2022-12-04 18:00:00,49
214.7,2022-12-04 19:00:00,49
171.4,2022-12-04 20:00:00,49
177.3,2022-12-04 21:00:00,49
153.0,2022-12-04 22:00:00,49
195.8,2022-12-04 23:00:00,49
153.9,2022-12-05 00:00:00,49
183.6,2022-12-05 01:00:00,49
178.9,2022-12-05 02:00:00,49
165.2,2022-12-05 03:00:00,49
192.5,2022-12-05 04:00:00,49
177.3,2022-12-05 05:00:00,49
171.5,2022-12-05 06:00:00,49
170.7,2022-12-05 07:00:00,49
191.7,2022-12-05 08:00:00,49
200.4,2022-12-05 09:00:00,49
192.0,2022-12-05 10:00:00,49
206.2,2022-12-05 11:00:00,49
199.2,2022-12-05 12:00:00,49
220.6,2022-12-05 13:00:00,49
206.0,2022-12-05 14:00:00,49
27.4,2022-12-05 15:00:00,49
280.9,2022-12-05 16:00:00,49
228.5,2022-12-05 17:00:00,49
207.7,2022-12-05 18:00:00,49
209.8,2022-12-05 19:00:00,49
175.7,2022-12-05 20:00:00,49
202.5,2022-12-05 21:00:00,49
210.4,2022-12-05 22:00:00,49
209.0,2022-12-05 23:00:00,49
239.1,2022-12-06 00:00:00,49
200.5,2022-12-06 01:00:00,49
182.2,2022-12-06 02:00:00,49
219.5,2022-12-06 03:00:00,49
198.4,2022-12-06 04:00:00,49
204.0,2022-12-06 05:00:00,49
191.1,2022-12-06 06:00:00,49
207.9,2022-12-06 07:00:00,49
209.3,2022-12-06 08:00:00,49
216.3,2022-12-06 09:00:00,49
229.5,2022-12-06 10:00:00,49
213.2,2022-12-06 11:00:00,49
205.5,2022-12-06 12:00:00,49
218.2,2022-12-06 13:00:00,49
238.0,2022-12-06 14:00:00,49
237.7,2022-12-06 15:00:00,49
255.3,2022-12-06 16:00:00,49
216.6,2022-12-06 17:00:00,49
185.3,2022-12-06 18:00:00,49
178.4,2022-12-06 19:00:00,49
179.9,2022-12-06 20:00:00,49
181.8,2022-12-06 21:00:00,49
189.0,2022-12-06 22:00:00,49
193.0,2022-12-06 23:00:00,49
178.6,2022-12-07 00:00:00,49
209.3,2022-12-07 01:00:00,49
167.1,2022-12-07 02:00:00,49
208.5,2022-12-07 03:00:00,49
147.4,2022-12-07 04:00:00,49
215.1,2022-12-07 05:00:00,49
219.5,2022-12-07 06:00:00,49
200.7,2022-12-07 07:00:00,49
134.9,2022-12-07 08:00:00,49
115.6,2022-12-07 09:00:00,49
123.5,2022-12-07 10:00:00,49
124.2,2022-12-07 11:00:00,49
121.4,2022-12-07 12:00:00,49
120.7,2022-12-07 13:00:00,49
121.8,2022-12-07 14:00:00,49
123.9,2022-12-07 15:00:00,49
126.9,2022-12-07 16:00:00,49
127.5,2022-12-07 17:00:00,49
127.7,2022-12-07 18:00:00,49
124.3,2022-12-07 19:00:00,49
123.1,2022-12-07 20:00:00,49
124.0,2022-12-07 21:00:00,49
123.4,2022-12-07 22:00:00,49
143.4,2022-12-07 23:00:00,49
134.2,2022-12-08 00:00:00,49
138.6,2022-12-08 01:00:00,49
147.7,2022-12-08 02:00:00,49
153.1,2022-12-08 03:00:00,49
161.6,2022-12-08 04:00:00,49
164.6,2022-12-08 05:00:00,49
171.2,2022-12-08 06:00:00,49
147.5,2022-12-08 07:00:00,49
150.5,2022-12-08 08:00:00,49
179.2,2022-12-08 09:00:00,49
198.2,2022-12-08 10:00:00,49
167.2,2022-12-08 11:00:00,49
167.8,2022-12-08 12:00:00,49
169.7,2022-12-08 13:00:00,49
197.4,2022-12-08 14:00:00,49
