SolarRadiation,AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
None,6.8, 0.0,0.0, 7.7, None,2017-06-04 00:00:00, 319.0,82.0,23
None,6.5, None,0.0, 7.0, None,2017-06-04 00:15:00, 319.0,83.0,23
None,6.2, None,0.0, 4.9, None,2017-06-04 00:30:00, 314.0,83.0,23
None,6.0, None,0.0, 5.5, None,2017-06-04 00:45:00, 315.0,84.0,23
None,5.9, 0.0,0.0, 6.6, None,2017-06-04 01:00:00, 320.0,85.0,23
None,5.6, None,0.0, 5.9, None,2017-06-04 01:15:00, 331.0,86.0,23
None,5.3, None,0.0, 5.1, None,2017-06-04 01:30:00, 326.0,88.0,23
None,5.4, None,0.0, 6.3, None,2017-06-04 01:45:00, 321.0,88.0,23
None,5.6, -1.0,0.0, 8.8, None,2017-06-04 02:00:00, 308.0,89.0,23
None,5.6, None,0.0, 7.9, None,2017-06-04 02:15:00, 311.0,89.0,23
None,5.5, None,0.0, 8.9, None,2017-06-04 02:30:00, 320.0,90.0,23
None,5.4, None,0.0, 9.0, None,2017-06-04 02:45:00, 323.0,89.0,23
None,5.3, 1.0,0.0, 8.8, None,2017-06-04 03:00:00, 325.0,89.0,23
None,5.2, None,0.0, 9.6, None,2017-06-04 03:15:00, 320.0,90.0,23
None,5.3, None,0.0, 7.3, None,2017-06-04 03:30:00, 314.0,88.0,23
None,5.3, None,0.0, 7.3, None,2017-06-04 03:45:00, 309.0,87.0,23
None,5.2, -1.0,0.0, 6.9, None,2017-06-04 04:00:00, 316.0,89.0,23
None,5.1, None,0.0, 5.8, None,2017-06-04 04:15:00, 316.0,89.0,23
None,4.9, None,0.0, 8.2, None,2017-06-04 04:30:00, 325.0,91.0,23
None,4.9, None,0.0, 9.0, None,2017-06-04 04:45:00, 326.0,91.0,23
None,4.8, 0.0,0.0, 7.0, None,2017-06-04 05:00:00, 314.0,90.0,23
None,5.0, None,0.0, 7.7, None,2017-06-04 05:15:00, 315.0,89.0,23
None,5.1, None,0.0, 7.2, None,2017-06-04 05:30:00, 317.0,89.0,23
None,5.3, None,0.0, 4.7, None,2017-06-04 05:45:00, 329.0,87.0,23
None,5.4, 1.0,0.0, 6.2, None,2017-06-04 06:00:00, 311.0,86.0,23
None,5.7, None,0.0, 7.1, None,2017-06-04 06:15:00, 322.0,85.0,23
None,6.5, None,0.0, 6.7, None,2017-06-04 06:30:00, 314.0,78.0,23
None,7.6, None,0.0, 7.0, None,2017-06-04 06:45:00, 306.0,72.0,23
None,8.6, 0.0,0.0, 6.6, None,2017-06-04 07:00:00, 301.0,67.0,23
None,9.1, None,0.0, 7.2, None,2017-06-04 07:15:00, 317.0,68.0,23
None,9.7, None,0.0, 6.6, None,2017-06-04 07:30:00, 308.0,65.0,23
None,10.0, None,0.0, 8.1, None,2017-06-04 07:45:00, 307.0,66.0,23
None,10.7, 1.0,0.0, 7.9, None,2017-06-04 08:00:00, 312.0,60.0,23
None,11.1, None,0.0, 6.8, None,2017-06-04 08:15:00, 315.0,60.0,23
None,12.0, None,0.0, 5.7, None,2017-06-04 08:30:00, 310.0,56.0,23
None,12.5, None,0.0, 7.4, None,2017-06-04 08:45:00, 306.0,59.0,23
None,13.2, 1.0,0.0, 6.0, None,2017-06-04 09:00:00, 300.0,59.0,23
None,13.2, None,0.0, 7.1, None,2017-06-04 09:15:00, 307.0,59.0,23
None,13.2, None,0.0, 6.9, None,2017-06-04 09:30:00, 258.0,58.0,23
None,13.4, None,0.0, 7.7, None,2017-06-04 09:45:00, 222.0,56.0,23
None,13.9, 0.0,0.0, 7.5, None,2017-06-04 10:00:00, 294.0,54.0,23
None,13.9, None,0.0, 6.4, None,2017-06-04 10:15:00, 240.0,56.0,23
None,14.2, None,0.0, 7.5, None,2017-06-04 10:30:00, 291.0,55.0,23
None,14.5, None,0.0, 6.6, None,2017-06-04 10:45:00, 284.0,51.0,23
