ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
3.0,3.0,0.0,2018-06-28, 0.0,26
1.8,1.8,0.0,2018-06-29, 0.0,26
2.8,2.8,0.0,2018-06-30, 0.0,26
